,ELUSED,DHUSED,HT2,STUSED,WATR,SQFT,NOCC,YRCON,PBA,MFEXP,COOL,FKUSED,ELHT2,FREESTN,ELWATR,ELCNS,NGUSED,CDD65,HDD65,PUBID,ELHT1,HT1,ELCOOL,HWUSED,ELEXP,MFUSED
8874,1,2,1,2,1,42500,13,1985,23,124361.0,1,2,1.0,0.0,1.0,1519289.0,1,3167,1445,2576,1.0,1,1.0,2,119200.0,1
8877,1,2,2,2,1,2600,1,1975,15,24063.0,1,2,2.0,1.0,1.0,319093.0,2,1203,3918,2579,1.0,1,1.0,2,24063.0,1
8882,1,2,2,2,1,110000,10,1990,23,208897.0,1,2,2.0,0.0,2.0,2697217.0,1,3097,1439,2585,1.0,1,1.0,2,206893.0,1
8885,1,2,2,2,1,9000,6,1990,23,27543.0,1,2,2.0,0.0,2.0,308482.0,1,839,5489,2588,1.0,1,1.0,2,21817.0,1
8891,1,2,1,2,1,15500,0,1980,1,3817.0,1,2,2.0,1.0,2.0,11839.0,1,602,5789,2594,1.0,1,1.0,2,2163.0,1
8895,1,2,2,2,1,19000,1,2001,12,14863.0,1,2,2.0,1.0,1.0,166520.0,2,1634,2322,2599,1.0,1,1.0,2,14863.0,1
8898,1,2,1,2,1,255000,1,1987,18,453917.0,1,1,2.0,1.0,1.0,4047019.0,1,1627,1818,2602,1.0,1,1.0,2,384535.0,1
8903,1,2,2,2,1,160000,20,1993,23,608782.0,1,2,2.0,0.0,1.0,6447416.0,2,3573,718,2612,1.0,1,1.0,2,608782.0,1
8908,1,2,2,2,1,74000,4,1950,23,205873.0,1,2,2.0,0.0,1.0,2340481.0,1,825,6193,2617,1.0,1,1.0,2,198690.0,1
8911,1,2,2,2,1,19250,1,1992,2,33234.0,1,2,2.0,1.0,1.0,406169.0,2,2121,3051,2620,1.0,1,1.0,2,33234.0,1
8915,1,2,2,2,1,40000,2,1988,2,97015.0,1,2,2.0,1.0,1.0,732189.0,2,207,2002,2625,1.0,1,1.0,2,97015.0,1
8923,1,2,2,2,1,1500,1,1934,12,1172.0,1,2,2.0,1.0,1.0,10178.0,2,2616,1490,2633,1.0,1,1.0,2,1172.0,1
8925,1,2,1,2,1,1600000,165,1980,24,3590824.0,1,2,2.0,0.0,1.0,29532553.0,1,953,2646,2635,1.0,1,1.0,2,3503839.0,1
8928,1,2,2,2,1,295000,4,1985,2,399475.0,1,1,2.0,1.0,1.0,9787617.0,2,1438,3834,2638,1.0,1,1.0,2,389475.0,1
8940,1,2,2,2,1,1800,1,1999,15,12700.0,1,2,2.0,1.0,1.0,130221.0,1,1455,2848,2651,1.0,1,1.0,2,10806.0,1
8941,1,2,2,2,1,10250,1,1981,26,4091.0,1,2,2.0,1.0,1.0,47315.0,2,2071,2366,2652,1.0,1,1.0,2,4091.0,1
8944,1,2,2,2,2,8000,1,1974,25,763.0,1,2,2.0,1.0,2.0,6522.0,2,536,6770,2656,1.0,1,1.0,2,763.0,1
8946,1,2,2,2,1,122000,15,1999,2,148621.0,1,1,2.0,1.0,1.0,2846759.0,2,1502,4744,2658,1.0,1,1.0,2,148557.0,1
8947,1,2,2,2,1,15750,1,1975,2,16380.0,1,2,2.0,1.0,1.0,205140.0,2,2783,1141,2659,1.0,1,1.0,2,16380.0,1
8948,1,2,2,2,2,2500,1,1920,5,1145.0,1,2,2.0,1.0,2.0,11007.0,2,2391,1705,2660,1.0,1,1.0,2,1145.0,1
8950,1,2,2,2,1,255000,21,1990,2,619412.0,1,1,2.0,1.0,1.0,4327148.0,2,215,3148,2662,1.0,1,1.0,2,617732.0,1
8955,1,2,2,2,2,1800,1,1990,6,6350.0,1,2,2.0,1.0,2.0,71095.0,2,659,7736,2668,1.0,1,1.0,2,6350.0,1
8959,1,2,1,2,1,36500,1,1970,17,54575.0,1,1,2.0,1.0,1.0,592311.0,1,781,4112,2673,1.0,1,1.0,2,38932.0,1
8960,1,2,2,2,1,52000,1,1982,91,11031.0,1,2,2.0,1.0,1.0,152156.0,2,844,6551,2675,1.0,1,1.0,2,11031.0,1
8962,1,2,2,2,1,2000,1,1991,15,1805.0,1,2,2.0,1.0,1.0,19072.0,2,1426,3700,2678,1.0,1,1.0,2,1805.0,1
8966,1,2,1,2,1,12000,1,1869,12,12019.0,1,2,2.0,1.0,1.0,73335.0,1,646,7255,2682,1.0,1,1.0,2,7677.0,1
8969,1,2,1,2,1,15500,1,1977,14,18526.0,1,2,2.0,1.0,1.0,324544.0,1,1380,897,2685,1.0,1,1.0,2,17309.0,1
8972,1,2,2,2,1,106000,1,1960,25,376575.0,1,2,2.0,1.0,1.0,6446070.0,2,4399,536,2689,1.0,1,1.0,2,376575.0,1
8973,1,2,1,2,2,200000,1,1974,5,36829.0,1,2,2.0,1.0,2.0,433200.0,1,1963,3226,2690,1.0,1,1.0,2,36000.0,1
8976,1,2,2,2,1,13000,1,1986,5,13058.0,1,2,2.0,1.0,1.0,124984.0,2,4360,562,2693,1.0,1,1.0,2,13058.0,1
8978,1,2,1,2,1,1000000,120,1972,24,956618.0,1,1,2.0,0.0,1.0,17192501.0,1,584,9256,2695,1.0,1,1.0,2,824705.0,1
8984,1,2,2,2,1,13500,1,2000,2,7851.0,1,2,2.0,1.0,1.0,244103.0,2,1067,5313,2704,1.0,1,1.0,2,7851.0,1
8985,1,2,2,2,1,19250,7,1976,23,57473.0,1,2,2.0,0.0,1.0,548957.0,2,3644,874,2705,1.0,1,1.0,2,57473.0,1
8986,1,2,1,2,1,40000,1,1970,17,73188.0,1,1,2.0,1.0,1.0,932882.0,1,517,6803,2706,1.0,1,1.0,2,65024.0,1
8991,1,2,2,2,1,26000,7,1998,8,47860.0,1,2,2.0,1.0,1.0,621132.0,2,2696,1770,2711,1.0,1,1.0,2,47860.0,1
8992,1,2,2,2,2,1550,1,1994,14,4142.0,1,2,2.0,1.0,2.0,21685.0,2,4294,798,2712,1.0,1,1.0,2,4142.0,1
8993,1,2,2,2,1,1500000,121,1996,24,2233603.0,1,2,2.0,0.0,1.0,37089225.0,2,3407,611,2713,1.0,1,1.0,2,2233603.0,1
9003,1,2,2,2,1,30000,1,1998,18,36349.0,1,2,2.0,1.0,2.0,442645.0,1,865,4174,2723,1.0,1,1.0,2,28315.0,1
9008,1,2,1,2,1,8000,1,1980,13,6413.0,1,2,2.0,1.0,2.0,58697.0,1,2885,2420,2729,1.0,1,1.0,2,5679.0,1
9009,1,2,2,2,1,14500,1,1964,14,18962.0,1,2,2.0,1.0,1.0,193346.0,2,4883,324,2730,1.0,1,1.0,2,18962.0,1
9010,1,2,2,2,1,8000,1,1976,13,7849.0,1,2,2.0,1.0,1.0,76851.0,2,1993,2154,2731,1.0,1,1.0,2,7849.0,1
9015,1,2,2,2,1,21000,1,1989,18,12734.0,1,2,2.0,1.0,2.0,154128.0,2,1175,4822,2736,1.0,1,1.0,2,12734.0,1
9016,1,2,1,2,2,2150,1,1958,2,6306.0,1,2,2.0,0.0,2.0,68052.0,1,440,6052,2737,1.0,1,1.0,2,5550.0,1
9021,1,2,2,2,2,58000,9,1975,23,192572.0,1,2,2.0,0.0,2.0,1845237.0,2,3277,1370,2744,1.0,1,1.0,2,192572.0,1
9025,1,2,2,2,1,120000,2,1981,2,200436.0,1,2,2.0,1.0,1.0,2996857.0,2,3842,975,2748,1.0,1,1.0,2,200436.0,1
9026,1,2,1,2,1,16000,1,1987,12,4551.0,1,2,2.0,1.0,1.0,86068.0,2,767,6570,2750,1.0,1,1.0,2,4551.0,1
9029,1,2,2,2,1,2800,1,1989,7,2092.0,1,2,2.0,1.0,1.0,31537.0,2,1449,3959,2754,1.0,1,1.0,2,2092.0,1
9033,1,2,2,2,1,33000,1,1941,14,15835.0,1,2,2.0,1.0,1.0,205830.0,2,2472,1469,2758,1.0,1,1.0,2,15835.0,1
9037,1,2,1,2,1,21000,1,1968,2,68498.0,1,2,2.0,1.0,1.0,462327.0,1,573,1209,2764,1.0,1,1.0,2,66748.0,1
9045,1,2,2,2,1,4000,1,1988,14,3936.0,1,2,2.0,1.0,1.0,43524.0,2,3507,789,2775,1.0,1,1.0,2,3936.0,1
9053,1,2,2,2,1,4300,1,1996,7,1840.0,1,2,2.0,1.0,1.0,30725.0,2,1279,4686,2783,1.0,1,1.0,2,1840.0,1
9054,1,2,2,2,1,205000,1,1987,2,530747.0,1,1,2.0,1.0,1.0,7996099.0,2,669,7128,2784,1.0,1,1.0,2,523987.0,1
9060,1,2,1,2,2,14250,1,1949,13,25231.0,1,2,2.0,1.0,2.0,112678.0,1,1356,1821,2791,1.0,1,1.0,2,17051.0,1
9061,1,2,2,2,1,1150,1,1966,13,505.0,1,2,2.0,1.0,1.0,4913.0,2,1582,2942,2792,1.0,1,1.0,2,505.0,1
9063,1,2,2,2,1,81000,21,1981,23,236971.0,1,2,2.0,0.0,1.0,2956170.0,1,3359,1470,2796,1.0,1,1.0,2,210672.0,1
9065,1,2,2,2,1,54000,1,1998,25,97108.0,1,2,2.0,1.0,1.0,1346657.0,2,2808,1484,2798,1.0,1,1.0,2,97108.0,1
9066,1,2,2,2,1,36000,6,1999,2,39926.0,1,1,2.0,1.0,1.0,450087.0,2,4049,924,2802,1.0,1,1.0,2,39756.0,1
9075,1,2,2,2,1,20000,1,1982,12,6864.0,1,2,2.0,1.0,1.0,66763.0,2,421,7782,2811,1.0,1,1.0,2,6864.0,1
9076,1,2,2,2,1,18250,1,1953,14,16217.0,1,2,2.0,1.0,1.0,198942.0,1,1812,2642,2812,1.0,1,1.0,2,15571.0,1
9077,1,2,2,2,2,2850,1,1975,14,4079.0,1,2,2.0,1.0,2.0,21863.0,2,602,1438,2813,1.0,1,1.0,2,4079.0,1
9078,1,2,2,2,2,235000,12,1980,23,452402.0,1,2,2.0,0.0,2.0,6728351.0,2,765,5877,2814,1.0,1,1.0,2,452402.0,1
9081,1,2,2,2,1,10000,1,1981,2,21622.0,1,2,2.0,1.0,1.0,241465.0,2,3242,1425,2818,1.0,1,1.0,2,21622.0,1
9085,1,2,1,2,1,50000,1,1972,18,88024.0,1,2,2.0,1.0,2.0,870924.0,1,1041,5768,2824,1.0,1,1.0,2,65208.0,1
9086,1,2,2,2,1,1500,3,1932,12,1229.0,1,2,2.0,1.0,1.0,6444.0,2,1994,791,2826,1.0,1,1.0,2,1229.0,1
9092,1,2,1,2,1,62000,14,1958,23,236499.0,1,2,2.0,0.0,2.0,1504219.0,1,696,1192,2834,1.0,1,1.0,2,220869.0,1
9093,1,2,2,2,1,42000,1,1997,18,45655.0,1,2,2.0,1.0,2.0,767220.0,2,1755,3091,2835,1.0,1,1.0,2,45655.0,1
9101,1,2,2,2,2,4800,1,2001,5,1522.0,1,2,2.0,1.0,2.0,14729.0,2,3755,667,2843,1.0,1,1.0,2,1522.0,1
9102,1,2,2,2,2,2000,1,1985,25,2157.0,1,2,2.0,1.0,2.0,27612.0,2,1414,4037,2844,1.0,1,1.0,2,2157.0,1
9109,1,2,2,2,1,700000,64,1987,24,1306120.0,1,2,2.0,0.0,1.0,11263027.0,1,179,8879,2852,1.0,1,1.0,2,1104747.0,1
9114,1,2,2,2,1,1100,1,1980,15,33822.0,1,2,2.0,1.0,2.0,230395.0,1,1017,4541,2859,1.0,1,1.0,2,26302.0,1
9115,1,2,2,2,2,1550,1,1991,2,4182.0,1,2,2.0,1.0,2.0,41907.0,2,4427,655,2860,1.0,1,1.0,2,4182.0,1
9117,1,2,2,2,1,15250,8,1992,23,39847.0,1,2,2.0,0.0,1.0,426592.0,2,3696,675,2862,1.0,1,1.0,2,39847.0,1
9118,1,2,1,2,1,400000,2,1989,5,45811.0,1,1,2.0,1.0,1.0,656161.0,1,1301,4771,2863,1.0,1,1.0,2,41184.0,1
9119,1,2,2,2,1,11000,7,1991,23,42425.0,1,1,2.0,0.0,1.0,495117.0,1,1411,3870,2864,1.0,1,1.0,2,40518.0,1
9120,1,1,2,1,1,39500,1,1947,18,51304.0,1,2,2.0,1.0,2.0,691060.0,2,1099,3410,2865,1.0,1,1.0,2,48693.0,1
9121,1,2,2,2,1,18500,4,1982,2,83094.0,1,2,2.0,1.0,1.0,1230724.0,2,1361,3311,2866,1.0,1,1.0,2,83094.0,1
9124,1,2,2,2,1,34500,10,1983,23,99259.0,1,2,2.0,0.0,1.0,1142617.0,2,3831,587,2871,1.0,1,1.0,2,99259.0,1
9126,1,2,2,2,1,4300,1,1976,5,3028.0,2,2,2.0,1.0,1.0,37777.0,2,782,5026,2873,1.0,1,2.0,2,3028.0,1
9128,1,2,2,2,1,11250,1,1997,14,11119.0,1,2,2.0,1.0,1.0,151567.0,2,2484,1153,2875,1.0,1,1.0,2,11119.0,1
9129,1,2,2,2,1,3850,1,1947,7,2272.0,1,2,2.0,0.0,1.0,37627.0,2,915,5731,2876,1.0,1,1.0,2,2272.0,1
9132,1,2,2,2,1,124000,3,1988,2,67132.0,1,2,2.0,1.0,1.0,1463051.0,2,1152,2831,2880,1.0,1,1.0,2,67132.0,1
9136,1,2,2,2,2,1500,1,1934,12,902.0,1,2,2.0,1.0,2.0,10688.0,2,1526,3012,2884,1.0,1,1.0,2,902.0,1
9137,1,2,1,2,1,100000,1,1978,5,212440.0,1,2,2.0,1.0,1.0,2472274.0,1,802,5240,2885,1.0,1,1.0,2,204737.0,1
9140,1,2,1,2,1,1500,1,1970,15,21800.0,1,2,2.0,1.0,2.0,90110.0,1,454,6946,2888,1.0,1,1.0,2,16519.0,1
9141,1,2,2,2,1,1400000,45,1987,2,2786159.0,1,2,2.0,0.0,1.0,28840530.0,2,1221,4741,2889,1.0,1,1.0,2,2786159.0,1
9143,1,2,2,2,1,3000,1,2003,8,6913.0,1,2,2.0,1.0,2.0,56444.0,1,746,4619,2892,1.0,1,1.0,2,6043.0,1
9148,1,2,1,2,1,74000,2,1981,2,78264.0,1,2,2.0,1.0,1.0,905200.0,1,278,3780,2897,1.0,1,1.0,2,72714.0,1
9151,1,2,2,2,1,2800,2,1953,8,15200.0,1,2,2.0,1.0,2.0,104478.0,1,1895,922,2900,1.0,1,1.0,2,14000.0,1
9154,1,2,2,2,1,6800,1,1991,14,14691.0,1,2,2.0,1.0,1.0,165026.0,1,4257,362,2903,1.0,1,1.0,2,13621.0,1
9158,1,2,2,2,1,83000,10,1983,23,183455.0,1,1,2.0,0.0,1.0,2150043.0,2,3893,590,2910,1.0,1,1.0,2,182832.0,1
9159,1,2,2,2,1,23500,1,1949,14,17703.0,1,2,2.0,1.0,1.0,199667.0,2,2027,2203,2913,1.0,1,1.0,2,17703.0,1
9161,1,2,2,2,1,3300,1,1982,8,4710.0,1,2,2.0,1.0,1.0,55677.0,2,1810,2688,2915,1.0,1,1.0,2,4710.0,1
9163,1,2,2,2,1,20000,1,1991,25,24042.0,1,2,2.0,1.0,1.0,198892.0,2,288,7140,2917,1.0,1,1.0,2,24042.0,1
9165,1,2,2,2,1,72000,19,1992,23,153317.0,1,2,2.0,0.0,1.0,1423127.0,1,951,5479,2919,1.0,1,1.0,2,135210.0,1
9166,1,2,2,2,1,2400,3,1983,2,1197.0,1,2,2.0,1.0,1.0,10033.0,2,1384,2889,2920,1.0,1,1.0,2,1197.0,1
9167,1,2,2,2,1,1600,1,1950,8,1549.0,1,2,2.0,1.0,1.0,18063.0,2,876,5433,2922,1.0,1,1.0,2,1549.0,1
9168,1,2,1,2,1,24000,12,1995,23,105652.0,1,2,2.0,0.0,1.0,1036636.0,1,3656,972,2923,1.0,1,1.0,2,100554.0,1
9172,1,2,2,2,1,1600,1,1960,2,1779.0,1,2,2.0,1.0,1.0,18924.0,2,951,3278,2928,1.0,1,1.0,2,1779.0,1
9174,1,2,2,2,1,17500,6,1980,23,63895.0,1,2,2.0,0.0,2.0,566266.0,1,4429,751,2930,1.0,1,1.0,2,51397.0,1
9176,1,2,2,2,1,2000,1,1998,15,25143.0,1,2,2.0,1.0,2.0,291830.0,1,1733,3524,2933,1.0,1,1.0,2,19441.0,1
9177,1,2,2,2,1,104000,7,1998,2,134359.0,1,2,2.0,1.0,1.0,2724332.0,2,2441,2352,2934,1.0,1,1.0,2,134359.0,1
9180,1,2,1,2,1,25000,1,1972,18,8564.0,1,2,2.0,1.0,1.0,167600.0,1,644,8136,2937,1.0,1,1.0,2,7046.0,1
9198,1,2,2,2,1,10750,1,1972,14,5139.0,1,2,2.0,1.0,1.0,49979.0,2,5064,715,2956,1.0,1,1.0,2,5139.0,1
9199,1,2,2,2,2,2150,1,1991,6,15318.0,1,2,2.0,1.0,2.0,168940.0,2,4969,712,2957,1.0,1,1.0,2,15318.0,1
9200,1,2,2,2,1,1200,1,1938,15,2174.0,1,2,2.0,1.0,1.0,39697.0,2,2213,1638,2958,1.0,1,1.0,2,2174.0,1
9201,1,2,2,2,1,9600,1,1967,6,41091.0,1,2,2.0,1.0,1.0,551297.0,2,1563,3201,2959,1.0,1,1.0,2,41091.0,1
9203,1,2,1,2,1,7000,1,1920,12,7697.0,1,2,2.0,1.0,2.0,64464.0,1,1208,2828,2962,1.0,1,1.0,2,6967.0,1
9208,1,2,2,2,1,120000,10,1983,2,110801.0,1,1,2.0,1.0,1.0,1519438.0,1,3594,1006,2967,1.0,1,1.0,2,110320.0,1
9215,1,2,2,2,1,10000,1,1973,6,12605.0,1,2,2.0,1.0,1.0,95788.0,2,1363,2656,2978,1.0,1,1.0,2,12605.0,1
9217,1,2,1,2,1,33000,1,1975,2,80694.0,1,2,2.0,1.0,2.0,554063.0,1,868,908,2981,1.0,1,1.0,2,77638.0,1
9221,1,2,2,2,1,92000,1,1993,14,69146.0,1,2,2.0,1.0,1.0,878400.0,1,2989,1560,2985,1.0,1,1.0,2,64355.0,1
9222,1,2,2,2,1,74000,1,2001,14,57795.0,1,2,2.0,1.0,1.0,1118400.0,2,1462,2920,2987,1.0,1,1.0,2,57795.0,1
9224,1,2,2,2,1,2850,1,1947,8,2528.0,1,2,2.0,1.0,1.0,44624.0,2,863,6107,2989,1.0,1,1.0,2,2528.0,1
9227,1,2,2,2,1,255000,2,1979,16,1034173.0,1,1,2.0,1.0,2.0,12846727.0,1,3692,1000,2992,1.0,1,1.0,2,971482.0,1
9238,1,2,2,2,1,1350,1,1976,25,1854.0,1,2,2.0,1.0,2.0,18803.0,1,3304,1394,3005,1.0,1,1.0,2,1770.0,1
9239,1,2,2,2,1,19000,1,1962,6,62853.0,1,2,2.0,1.0,1.0,1216337.0,2,1637,3461,3006,1.0,1,1.0,2,62853.0,1
9243,1,2,2,2,1,5800,1,1975,12,2111.0,1,2,2.0,1.0,1.0,37102.0,2,933,5328,3011,1.0,1,1.0,2,2111.0,1
9245,1,2,2,2,1,45000,11,1953,23,112321.0,1,2,2.0,0.0,1.0,1025322.0,1,582,6792,3013,1.0,1,1.0,2,98949.0,1
9257,1,2,2,2,1,16750,10,1964,23,28626.0,1,2,2.0,0.0,1.0,398289.0,1,2851,1605,3027,1.0,1,1.0,2,28473.0,1
9258,1,2,2,2,1,12500,6,1997,2,11698.0,1,2,2.0,1.0,1.0,169536.0,2,750,6835,3028,1.0,1,1.0,2,11698.0,1
9259,1,2,1,2,1,8000,1,1975,14,3776.0,1,2,2.0,1.0,1.0,34513.0,1,3545,1098,3029,1.0,1,1.0,2,3516.0,1
9262,1,2,2,2,1,45500,1,2002,2,85219.0,1,2,2.0,1.0,1.0,894366.0,2,3578,2022,3033,1.0,1,1.0,2,85219.0,1
9266,1,2,1,2,2,1650,1,1985,2,5718.0,1,2,2.0,1.0,2.0,56463.0,1,4387,809,3038,1.0,1,1.0,2,5482.0,1
9267,1,2,1,2,1,1500,1,1983,13,7748.0,1,2,2.0,1.0,1.0,88383.0,1,1830,1993,3040,1.0,1,1.0,2,7248.0,1
9272,1,2,1,2,1,180000,1,1999,18,112520.0,1,2,2.0,1.0,2.0,798393.0,1,779,1569,3046,1.0,1,1.0,2,92869.0,1
9273,1,2,2,2,1,100000,4,1980,23,210531.0,1,2,2.0,0.0,1.0,1695200.0,2,621,1366,3047,1.0,1,1.0,2,210531.0,1
9274,1,2,2,2,1,8300,2,1996,5,1287.0,1,2,2.0,1.0,1.0,16338.0,2,1699,3089,3049,1.0,1,1.0,2,1287.0,1
9277,1,2,1,2,1,33000,2,1965,12,20742.0,1,2,2.0,1.0,1.0,115689.0,1,1323,934,3052,1.0,1,1.0,2,19143.0,1
9278,1,2,2,2,1,15000,1,1970,5,6510.0,1,2,2.0,1.0,1.0,68108.0,2,2968,1071,3053,1.0,1,1.0,2,6510.0,1
9280,1,2,2,2,1,53000,14,1980,23,75211.0,1,2,2.0,0.0,1.0,1394344.0,2,714,7210,3057,1.0,1,1.0,2,75211.0,1
9282,1,2,2,2,1,10000,1,1977,8,15178.0,1,2,2.0,1.0,1.0,184716.0,2,4278,170,3059,1.0,1,1.0,2,15178.0,1
9283,1,2,2,2,1,106000,3,1997,5,42562.0,1,2,2.0,1.0,1.0,717786.0,2,1430,4142,3060,1.0,1,1.0,2,42562.0,1
9284,1,2,2,2,1,34000,1,1940,17,54644.0,1,2,2.0,1.0,1.0,502479.0,1,753,5027,3061,1.0,1,1.0,2,34542.0,1
9287,1,2,2,2,1,2750,1,1980,14,2783.0,1,2,2.0,1.0,1.0,89925.0,2,3057,1834,3064,1.0,1,1.0,2,2783.0,1
9288,1,2,2,2,1,25000,1,1983,18,34510.0,1,2,2.0,1.0,2.0,282886.0,1,779,5751,3065,1.0,1,1.0,2,26634.0,1
9291,1,2,2,2,1,25000,12,2002,23,69150.0,1,2,2.0,0.0,1.0,795004.0,1,4506,827,3068,1.0,1,1.0,2,61877.0,1
9292,1,2,2,2,1,68000,6,1985,23,169227.0,1,2,2.0,0.0,1.0,2680677.0,2,1356,3656,3069,1.0,1,1.0,2,169227.0,1
9293,1,2,2,2,1,13000,1,1988,2,43741.0,1,1,2.0,1.0,1.0,639602.0,2,749,6093,3070,1.0,1,1.0,2,43541.0,1
9298,1,2,2,2,1,20500,1,2000,5,23273.0,1,1,2.0,1.0,1.0,260004.0,2,4863,528,3078,1.0,1,1.0,2,23233.0,1
9301,1,2,2,2,1,23000,13,1977,23,52755.0,1,2,2.0,0.0,1.0,408504.0,2,801,5835,3081,1.0,1,1.0,2,52755.0,1
9302,1,2,1,2,1,9200,1,1979,13,9713.0,1,2,2.0,1.0,1.0,69672.0,1,2740,1445,3083,1.0,1,1.0,2,9406.0,1
9311,1,2,2,2,1,48000,3,1976,2,52173.0,1,2,2.0,1.0,1.0,798850.0,2,812,5794,3093,1.0,1,1.0,2,52173.0,1
9312,1,2,2,2,1,146000,1,1982,2,205888.0,1,2,2.0,1.0,1.0,3278482.0,1,941,5353,3094,1.0,1,1.0,2,202443.0,1
9313,1,2,2,2,1,24250,1,1962,5,11446.0,1,2,2.0,1.0,1.0,163074.0,2,1069,4787,3095,1.0,1,1.0,2,11446.0,1
9327,1,2,2,2,1,2100,1,1980,2,2717.0,1,2,2.0,1.0,1.0,26514.0,2,1785,3115,3110,1.0,1,1.0,2,2717.0,1
9332,1,2,2,2,1,12000,1,1974,25,7081.0,1,2,2.0,1.0,1.0,112536.0,2,2782,1403,3115,1.0,1,1.0,2,7081.0,1
9333,1,2,2,2,1,2600,1,1982,6,3946.0,1,2,2.0,1.0,1.0,50749.0,2,595,5832,3116,1.0,1,1.0,2,3946.0,1
9336,1,2,2,2,1,280000,8,2001,23,620191.0,1,2,2.0,0.0,1.0,6315136.0,2,4051,945,3120,1.0,1,1.0,2,620191.0,1
9342,1,2,2,2,1,10000,1,1983,25,11000.0,1,2,2.0,1.0,1.0,94080.0,2,2250,2650,3126,1.0,1,1.0,2,11000.0,1
9344,1,2,1,2,1,55000,1,1973,18,64608.0,1,2,2.0,1.0,2.0,672162.0,1,329,8294,3128,1.0,1,1.0,2,42683.0,1
9347,1,2,2,2,1,37000,3,1982,23,68534.0,1,2,2.0,0.0,1.0,765613.0,2,4974,812,3131,1.0,1,1.0,2,68534.0,1
9351,1,2,2,2,2,5400,1,2000,14,3099.0,1,2,2.0,1.0,2.0,32051.0,2,3861,583,3136,1.0,1,1.0,2,3099.0,1
9353,1,2,1,2,1,188000,3,1990,23,410759.0,1,2,2.0,0.0,1.0,5446006.0,1,1099,2833,3138,1.0,1,1.0,2,368239.0,1
9354,1,2,2,2,1,3500,1,2000,15,36687.0,1,2,2.0,1.0,1.0,478618.0,2,1298,2857,3139,1.0,1,1.0,2,36687.0,1
9355,1,2,2,2,1,220000,1,1988,14,200328.0,1,1,2.0,1.0,1.0,3037166.0,1,1917,3095,3140,1.0,1,1.0,2,191776.0,1
9358,1,2,2,2,1,1400000,40,1990,2,2520004.0,1,1,2.0,1.0,1.0,33859236.0,1,916,5579,3143,1.0,1,1.0,2,2508335.0,1
9361,1,2,2,2,1,20250,1,1988,18,11840.0,1,2,2.0,1.0,1.0,181784.0,2,2103,2630,3146,1.0,1,1.0,2,11840.0,1
9362,1,2,2,2,1,16000,1,2000,2,23965.0,1,2,2.0,1.0,1.0,262360.0,2,2551,1456,3147,1.0,1,1.0,2,23965.0,1
9366,1,2,2,2,2,1750,1,1930,12,814.0,2,2,2.0,1.0,2.0,3789.0,2,1270,873,3151,1.0,1,2.0,2,814.0,1
9374,1,2,1,2,1,7000,3,1977,2,2565.0,1,2,2.0,1.0,1.0,50377.0,2,588,7642,3161,1.0,1,1.0,2,2565.0,1
9375,1,2,2,2,1,900000,80,1981,24,1556810.0,1,1,2.0,0.0,1.0,15516586.0,1,4093,819,3162,1.0,1,1.0,2,1553877.0,1
9383,1,2,2,2,1,14000,1,1997,26,12342.0,2,1,2.0,1.0,1.0,90358.0,2,588,6090,3172,1.0,1,2.0,2,9300.0,1
9390,1,2,2,2,1,25000,1,1998,18,38319.0,1,2,2.0,1.0,2.0,410344.0,1,1623,3619,3179,1.0,1,1.0,2,33569.0,1
9397,1,2,2,2,1,3200,1,1973,14,1199.0,1,2,2.0,1.0,1.0,28430.0,2,1001,5370,3186,1.0,1,1.0,2,1199.0,1
9405,1,2,2,2,1,6300,1,1950,26,1396.0,1,2,2.0,0.0,1.0,24199.0,2,2762,1268,3196,1.0,1,1.0,2,1396.0,1
9413,1,2,2,2,2,55000,1,1997,5,61163.0,1,2,2.0,1.0,2.0,403459.0,2,1255,1236,3205,1.0,1,1.0,2,61163.0,1
9414,1,2,2,2,1,2500,2,1900,2,4744.0,1,2,2.0,0.0,1.0,44913.0,2,657,5326,3206,1.0,1,1.0,2,4744.0,1
9415,1,2,2,2,1,5000,1,1973,15,9108.0,1,2,2.0,1.0,1.0,156195.0,2,1295,4416,3207,1.0,1,1.0,2,9108.0,1
9420,1,2,2,2,1,26500,1,2002,12,27443.0,1,2,2.0,1.0,1.0,350560.0,1,2946,1127,3214,1.0,1,1.0,2,26341.0,1
9421,1,2,1,2,1,18000,1,1967,12,13771.0,1,2,2.0,1.0,1.0,111030.0,1,1656,3076,3215,1.0,1,1.0,2,13123.0,1
9422,1,2,2,2,1,83000,1,1988,18,149022.0,1,1,2.0,1.0,2.0,2241961.0,1,3377,661,3216,1.0,1,1.0,2,139996.0,1
9424,1,2,2,2,1,96000,25,1986,23,294132.0,1,2,2.0,0.0,1.0,4056734.0,1,2730,752,3218,1.0,1,1.0,2,290007.0,1
9425,1,2,1,2,1,70000,7,1994,2,123603.0,1,2,2.0,1.0,2.0,1517308.0,1,560,8277,3219,1.0,1,1.0,2,117376.0,1
9426,1,2,2,2,1,126000,3,1998,13,89929.0,1,2,2.0,1.0,1.0,2121682.0,2,1095,4434,3220,1.0,1,1.0,2,89929.0,1
9427,1,2,2,2,1,11750,1,1972,6,52170.0,1,2,2.0,1.0,1.0,859019.0,2,1167,5495,3221,1.0,1,1.0,2,52170.0,1
