,ELUSED,DHUSED,HT2,STUSED,WATR,SQFT,NOCC,YRCON,PBA,MFEXP,COOL,FKUSED,ELHT2,FREESTN,ELWATR,ELCNS,NGUSED,CDD65,HDD65,PUBID,ELHT1,HT1,ELCOOL,HWUSED,ELEXP,MFUSED
3350,1,2,2,2,1,2700,1,1971,2,3488.0,1,2,2.0,1.0,1.0,29667.0,2,1484,4822,3351,1.0,1,1.0,2,3488.0,1
3356,1,2,2,2,1,55000,1,2002,18,62874.0,1,2,2.0,1.0,2.0,751190.0,1,2163,2791,3357,1.0,1,1.0,2,48656.0,1
3361,1,2,1,2,1,6000,1,1981,15,42756.0,1,2,2.0,1.0,2.0,525321.0,1,2137,2356,3362,1.0,1,1.0,2,36779.0,1
3364,1,2,2,2,1,2450,1,1955,14,3643.0,1,2,2.0,1.0,1.0,25738.0,2,1376,4187,3365,1.0,1,1.0,2,3643.0,1
3366,1,2,2,2,1,50001,8,1966,23,49928.0,1,2,2.0,1.0,1.0,497001.0,2,3231,1743,3367,1.0,1,1.0,2,49928.0,1
3370,1,2,1,2,1,285000,1,2003,16,1349811.0,1,1,2.0,1.0,1.0,8001354.0,1,3189,1098,3371,1.0,1,1.0,2,1296865.0,1
3375,1,2,1,2,1,3000,1,1959,26,3838.0,1,2,2.0,1.0,2.0,35450.0,1,1115,5451,3376,1.0,1,1.0,2,2329.0,1
3385,1,2,2,2,1,9900,2,1962,2,3502.0,1,2,2.0,1.0,1.0,29164.0,2,1514,3075,3386,1.0,1,1.0,2,3502.0,1
3387,1,2,1,2,1,3000,1,995,2,8094.0,1,2,2.0,0.0,2.0,57538.0,1,2398,3461,3388,1.0,1,1.0,2,6585.0,1
3388,1,2,1,2,1,33000,1,1967,2,61103.0,1,1,2.0,1.0,1.0,559526.0,1,3649,1138,3389,1.0,1,1.0,2,56708.0,1
3389,1,2,2,2,1,24000,1,1996,12,8099.0,1,2,2.0,1.0,1.0,91393.0,2,3668,358,3390,1.0,1,1.0,2,8099.0,1
3390,1,2,2,2,1,2050,1,1970,14,3607.0,1,2,2.0,1.0,1.0,40051.0,2,2226,1541,3391,1.0,1,1.0,2,3607.0,1
3391,1,2,2,2,1,2700,1,2006,2,4237.0,1,2,2.0,1.0,1.0,44860.0,2,110,7047,3392,1.0,1,1.0,2,4237.0,1
3392,1,2,2,2,2,4000,1,1999,5,1149.0,2,2,2.0,1.0,2.0,9826.0,2,785,5317,3393,1.0,1,2.0,2,1149.0,1
3397,1,2,2,2,2,2500,1,1991,2,12956.0,1,2,2.0,1.0,2.0,140813.0,2,3398,153,3398,1.0,1,1.0,2,12956.0,1
3398,1,2,2,2,2,205000,3,1995,5,59651.0,1,2,2.0,1.0,2.0,320980.0,2,1080,2769,3399,1.0,1,1.0,2,59651.0,1
3405,1,2,1,2,1,32000,1,2001,2,43724.0,1,1,2.0,1.0,2.0,444208.0,1,1003,5302,3406,1.0,1,1.0,2,35348.0,1
3413,1,2,2,2,1,4000,1,1999,15,22144.0,1,2,2.0,1.0,2.0,161440.0,1,2345,2451,3414,1.0,1,1.0,2,12911.0,1
3417,1,2,2,2,1,53000,1,1994,14,74950.0,1,1,2.0,1.0,1.0,981469.0,2,4360,183,3418,1.0,1,2.0,2,74731.0,1
3425,1,2,1,2,1,104000,6,2009,2,274814.0,1,1,2.0,1.0,1.0,2319411.0,2,1218,4749,3426,1.0,1,1.0,2,267148.0,1
3432,1,2,2,2,1,9400,1,1997,8,29087.0,1,2,2.0,1.0,1.0,385312.0,2,2023,2299,3433,1.0,1,1.0,2,29087.0,1
3435,1,2,2,2,1,34500,8,1980,2,60401.0,1,2,2.0,1.0,1.0,314339.0,2,1982,825,3436,1.0,1,1.0,2,60401.0,1
3442,1,2,2,2,1,8000,1,1994,25,12079.0,1,2,2.0,1.0,1.0,100525.0,2,1857,2288,3443,1.0,1,1.0,2,12079.0,1
3443,1,2,1,2,1,32000,12,1988,23,135840.0,1,2,2.0,1.0,1.0,1092333.0,1,3992,281,3444,1.0,1,1.0,2,116154.0,1
3445,1,2,2,2,1,2550,3,1981,91,1190.0,1,1,2.0,1.0,1.0,10459.0,2,250,6029,3446,1.0,1,1.0,2,1108.0,1
3446,1,2,1,2,1,31000,2,1993,18,28539.0,1,2,2.0,1.0,2.0,192518.0,1,158,4398,3447,1.0,1,1.0,2,22226.0,1
3452,1,2,2,2,1,1700,1,2000,15,17912.0,1,2,2.0,1.0,2.0,156397.0,1,3407,881,3453,1.0,1,1.0,2,17425.0,1
3453,1,2,2,2,1,2800,1,1960,5,1523.0,1,2,2.0,1.0,1.0,11995.0,2,1564,637,3454,1.0,1,1.0,2,1523.0,1
3457,1,2,1,2,1,9300,3,2006,23,48789.0,1,2,2.0,1.0,2.0,404271.0,1,1075,5533,3458,1.0,1,1.0,2,40794.0,1
3460,1,2,2,2,1,2800,1,1975,8,736.0,1,2,2.0,1.0,1.0,10085.0,2,782,4105,3461,1.0,1,1.0,2,736.0,1
3461,1,2,2,2,1,1600,1,995,13,1788.0,1,2,2.0,0.0,1.0,16325.0,2,1352,5105,3462,1.0,1,1.0,2,1788.0,1
3464,1,2,2,2,1,3500,2,1994,25,5606.0,1,2,2.0,1.0,1.0,140035.0,2,684,5931,3465,1.0,1,1.0,2,5606.0,1
3465,1,2,2,2,1,8200,7,2008,2,5264.0,1,2,2.0,1.0,1.0,39420.0,2,3137,823,3466,1.0,1,1.0,2,5264.0,1
3466,1,2,1,2,1,64000,1,2006,6,251168.0,1,2,2.0,1.0,1.0,3025146.0,1,171,5629,3467,1.0,1,1.0,2,240325.0,1
3469,1,2,1,2,1,10000,6,2009,23,48522.0,1,2,2.0,1.0,1.0,293813.0,1,2454,1216,3470,1.0,1,1.0,2,38417.0,1
3472,1,2,1,2,1,116000,4,1954,7,157279.0,1,2,2.0,1.0,1.0,2046620.0,1,3327,935,3473,1.0,1,1.0,2,156373.0,1
3473,1,2,1,2,1,130000,1,2003,18,165580.0,1,2,2.0,1.0,2.0,1404825.0,2,2532,876,3474,1.0,1,1.0,2,165580.0,1
3476,1,2,2,2,1,6600,1,1980,2,52239.0,1,2,2.0,1.0,1.0,418131.0,1,2095,657,3477,1.0,1,1.0,2,51931.0,1
3480,1,2,1,2,1,6000,1,1980,25,3021.0,1,2,2.0,1.0,1.0,29432.0,2,2145,2365,3481,1.0,1,1.0,2,3021.0,1
3481,1,2,1,2,1,2000,1,1960,15,19609.0,1,2,2.0,1.0,2.0,159972.0,1,1892,2517,3482,1.0,1,1.0,2,15536.0,1
3484,1,2,1,2,1,5100,4,1946,2,5842.0,1,2,2.0,1.0,2.0,22087.0,1,1189,4758,3485,1.0,1,2.0,2,4710.0,1
3486,1,2,2,2,1,10750,9,1981,23,22626.0,1,2,2.0,1.0,1.0,192816.0,2,890,4909,3487,1.0,1,1.0,2,22626.0,1
3490,1,2,2,2,1,5000,1,995,2,18735.0,1,2,2.0,0.0,1.0,144178.0,2,2036,2053,3491,1.0,1,1.0,2,18735.0,1
3497,1,2,2,2,1,16000,1,1989,26,18709.0,1,2,2.0,1.0,1.0,161522.0,2,1795,3652,3498,1.0,1,1.0,2,18709.0,1
3499,1,2,2,2,1,2500,1,2000,8,187.0,1,2,2.0,1.0,1.0,2908.0,2,5266,371,3500,1.0,1,1.0,2,187.0,1
3500,1,2,2,2,1,6300,1,1973,2,4400.0,1,2,2.0,1.0,1.0,51186.0,2,2174,2287,3501,1.0,1,1.0,2,4400.0,1
3501,1,2,2,2,1,9500,5,2003,23,44161.0,1,2,2.0,1.0,1.0,236915.0,1,1271,1520,3502,1.0,1,1.0,2,31853.0,1
3507,1,2,2,2,1,50000,3,2008,23,69305.0,1,2,2.0,1.0,1.0,614659.0,1,1728,3527,3508,1.0,1,1.0,2,65827.0,1
3510,1,2,2,2,1,47000,4,1990,17,116486.0,1,2,2.0,1.0,1.0,823999.0,1,465,5999,3511,1.0,1,1.0,2,73727.0,1
3511,1,2,1,2,1,20000,1,1956,13,37360.0,1,2,2.0,1.0,1.0,439526.0,1,2533,1678,3512,1.0,1,1.0,2,35877.0,1
3513,1,2,2,2,1,2900,1,995,2,1255.0,1,2,2.0,1.0,1.0,17819.0,2,854,5840,3514,1.0,1,1.0,2,1255.0,1
3519,1,2,2,2,1,7500,1,1979,14,13559.0,1,2,2.0,1.0,1.0,135409.0,2,3185,1789,3520,1.0,1,1.0,2,13559.0,1
3522,1,2,2,2,1,3000,2,1962,25,3134.0,1,2,2.0,1.0,1.0,24877.0,2,1264,3091,3523,1.0,1,1.0,2,3134.0,1
3524,1,2,2,2,1,30000,1,2012,14,15398.0,1,2,2.0,1.0,2.0,85118.0,1,1370,886,3525,1.0,1,1.0,2,14387.0,1
3527,1,2,2,2,1,2400,1,2002,6,20643.0,1,2,2.0,1.0,1.0,237846.0,2,2816,2095,3528,1.0,1,1.0,2,20643.0,1
3530,1,2,1,2,1,6500,4,1958,23,15306.0,1,2,2.0,1.0,1.0,172081.0,2,1879,4371,3531,1.0,1,1.0,2,15306.0,1
3541,1,2,2,2,1,55000,1,2010,6,196102.0,1,2,2.0,1.0,1.0,2038758.0,1,1200,3151,3542,1.0,1,1.0,2,167463.0,1
3543,1,2,2,2,1,8000,2,1955,2,2832.0,1,2,2.0,1.0,1.0,60334.0,2,661,6040,3544,1.0,1,1.0,2,2832.0,1
3546,1,2,2,2,1,53000,1,1958,2,127935.0,1,2,2.0,1.0,1.0,1093948.0,2,1289,1012,3547,1.0,1,1.0,2,127935.0,1
3553,1,2,1,2,1,5600,1,1969,12,2004.0,1,2,2.0,1.0,2.0,7071.0,1,1858,3475,3554,1.0,1,1.0,2,1240.0,1
3554,1,2,2,2,1,2500,1,1998,18,7416.0,1,2,2.0,1.0,2.0,60108.0,1,2259,3228,3555,1.0,1,1.0,2,5234.0,1
3558,1,2,1,2,1,200000,7,1999,2,516202.0,1,1,2.0,1.0,2.0,6834421.0,1,1410,3874,3559,1.0,1,1.0,2,506448.0,1
3559,1,2,1,2,1,6500,1,1969,12,9036.0,1,1,2.0,1.0,1.0,96220.0,2,1322,3290,3560,1.0,1,1.0,2,8972.0,1
3562,1,2,2,2,1,450000,1,2001,2,841281.0,1,2,2.0,1.0,1.0,11122638.0,2,1908,3241,3563,1.0,1,1.0,2,841281.0,1
3563,1,2,2,2,1,11500,1,2002,12,7841.0,1,2,2.0,1.0,1.0,94882.0,2,1250,4238,3564,1.0,1,1.0,2,7841.0,1
3564,1,2,1,2,1,10500,1,1976,14,19676.0,1,1,2.0,1.0,1.0,276896.0,2,884,6570,3565,1.0,1,1.0,2,19602.0,1
3567,1,2,1,2,1,9600,4,1978,23,112761.0,1,2,2.0,1.0,1.0,927424.0,1,3427,1178,3568,1.0,1,1.0,2,68352.0,1
3568,1,2,2,2,1,75000,2,1995,2,120950.0,1,2,2.0,1.0,1.0,1215103.0,2,1596,2316,3569,1.0,1,1.0,2,120950.0,1
3569,1,2,2,2,1,4500,2,1992,6,20653.0,1,2,2.0,1.0,1.0,274995.0,2,857,5650,3570,1.0,1,1.0,2,20653.0,1
3570,1,2,2,2,1,235000,1,995,1,430923.0,1,2,2.0,1.0,1.0,3625919.0,1,2349,2647,3571,1.0,1,1.0,2,430845.0,1
3571,1,2,2,2,1,48000,1,1994,5,42586.0,1,2,2.0,1.0,1.0,294494.0,2,781,1150,3572,1.0,1,1.0,2,42586.0,1
3573,1,2,2,2,1,70000,1,2006,17,134323.0,1,1,2.0,1.0,1.0,1057003.0,1,1058,4669,3574,1.0,1,1.0,2,119767.0,1
3575,1,2,2,2,1,2000,1,995,2,320.0,1,2,2.0,1.0,1.0,993.0,2,1291,3520,3576,1.0,1,1.0,2,320.0,1
3576,1,2,2,2,1,380000,1,2003,2,583036.0,1,2,2.0,1.0,1.0,7608260.0,2,2244,3175,3577,1.0,1,1.0,2,583036.0,1
3577,1,2,1,2,1,20750,1,1989,2,46823.0,1,2,2.0,1.0,1.0,255626.0,1,1011,3936,3578,1.0,1,1.0,2,44283.0,1
3581,1,2,2,2,1,29500,2,2004,2,44715.0,1,2,2.0,1.0,1.0,358582.0,2,3072,1135,3582,1.0,1,2.0,2,44715.0,1
3588,1,2,2,2,1,6000,1,1951,5,21026.0,1,2,2.0,1.0,1.0,116781.0,2,2175,679,3589,1.0,1,1.0,2,21026.0,1
3593,1,2,2,2,1,16000,1,1976,18,21698.0,1,2,2.0,1.0,2.0,186286.0,1,2244,2420,3594,1.0,1,1.0,2,16180.0,1
3595,1,2,2,2,1,1400000,1,1995,2,2113440.0,1,1,2.0,1.0,1.0,25994859.0,1,2345,1937,3596,1.0,1,1.0,2,1948848.0,1
3596,1,2,2,2,1,700000,1,2001,16,2891644.0,1,1,2.0,1.0,2.0,29325694.0,1,1670,2621,3597,1.0,1,1.0,2,2274786.0,1
3599,1,2,1,2,2,5400,1,1973,2,4024.0,1,2,2.0,1.0,2.0,16501.0,1,1083,5342,3600,1.0,1,1.0,2,2550.0,1
3600,1,2,2,2,1,35000,1,2000,5,19988.0,1,2,2.0,1.0,1.0,189825.0,2,4007,183,3601,1.0,1,1.0,2,19988.0,1
3604,1,2,2,2,1,14000,1,1984,18,13782.0,1,2,2.0,1.0,1.0,195028.0,2,2957,1340,3605,1.0,1,1.0,2,13782.0,1
3605,1,2,2,2,1,4500,1,1947,15,12484.0,1,2,2.0,1.0,1.0,244955.0,2,848,5906,3606,1.0,1,1.0,2,12484.0,1
3607,1,2,2,2,1,4500,1,1961,2,14754.0,1,2,2.0,1.0,1.0,170560.0,2,3137,966,3608,1.0,1,1.0,2,14754.0,1
3609,1,2,2,2,1,4600,1,1968,12,2424.0,1,2,2.0,1.0,1.0,10468.0,2,1167,4704,3610,1.0,1,1.0,2,2424.0,1
3611,1,2,2,2,1,3500,1,1992,2,9122.0,1,2,2.0,1.0,2.0,78241.0,1,4116,1392,3612,1.0,1,1.0,2,7804.0,1
3614,1,2,1,2,1,18000,1,2007,8,23745.0,1,2,2.0,1.0,1.0,192190.0,1,468,6287,3615,1.0,1,1.0,2,19946.0,1
3620,1,2,2,2,1,270000,1,1992,18,501991.0,1,1,2.0,1.0,2.0,4227246.0,1,1451,4126,3621,1.0,1,1.0,2,401885.0,1
3622,1,2,2,2,1,200000,1,1995,5,125840.0,1,2,2.0,1.0,1.0,1180769.0,2,5306,590,3623,1.0,1,1.0,2,125840.0,1
3626,1,2,1,2,1,1500000,3,2003,18,3307571.0,1,1,2.0,1.0,2.0,24116145.0,1,891,1056,3627,1.0,1,1.0,2,2979214.0,1
3627,1,2,2,2,1,6300,1,1989,14,11362.0,1,2,2.0,1.0,1.0,104319.0,2,1815,2414,3628,1.0,1,1.0,2,11362.0,1
3633,1,2,1,2,1,52000,3,2007,2,101140.0,1,2,2.0,0.0,1.0,888858.0,1,1061,5567,3634,1.0,1,1.0,2,97263.0,1
3635,1,2,2,2,1,400000,100,1981,2,303811.0,1,1,2.0,1.0,1.0,3281796.0,2,3339,859,3636,1.0,1,1.0,2,299693.0,1
3643,1,2,2,2,1,2600,1,1980,2,3501.0,1,2,2.0,1.0,1.0,46668.0,2,3790,658,3644,1.0,1,1.0,2,3501.0,1
3645,1,2,2,2,1,3000,1,1962,2,3175.0,1,2,2.0,1.0,1.0,34026.0,2,853,6557,3646,1.0,1,1.0,2,3175.0,1
3647,1,2,2,2,1,11000,8,1988,2,18655.0,1,2,2.0,1.0,1.0,177558.0,2,1510,3823,3648,1.0,1,1.0,2,18655.0,1
3649,1,2,1,2,1,156000,12,2006,23,203308.0,1,2,2.0,1.0,1.0,2481647.0,1,5148,811,3650,1.0,1,1.0,2,194934.0,1
3658,1,2,2,2,1,2200,1,995,2,3987.0,1,2,2.0,1.0,1.0,31065.0,2,1544,4309,3659,1.0,1,1.0,2,3987.0,1
3660,1,2,2,2,1,1250,1,1977,14,1175.0,1,2,2.0,1.0,1.0,8631.0,2,4106,632,3661,1.0,1,1.0,2,1175.0,1
3661,1,2,1,2,1,44000,1,2007,18,48211.0,1,2,2.0,1.0,2.0,340584.0,1,2296,1453,3662,1.0,1,1.0,2,41392.0,1
3662,1,2,1,2,1,60000,1,1965,14,60189.0,1,2,2.0,1.0,2.0,612357.0,1,1709,3001,3663,1.0,1,1.0,2,56900.0,1
3664,1,2,2,2,1,20000,1,1981,2,37142.0,1,2,2.0,1.0,2.0,540094.0,1,2549,1664,3665,1.0,1,1.0,2,36742.0,1
3666,1,2,1,2,1,17000,1,1948,26,27552.0,1,2,2.0,1.0,1.0,262309.0,1,1767,3163,3667,1.0,1,1.0,2,22743.0,1
3668,1,2,2,2,1,20000,4,2000,8,52726.0,1,2,2.0,1.0,1.0,584589.0,2,1038,5635,3669,1.0,1,1.0,2,52726.0,1
3670,1,2,2,2,1,20000,1,2001,5,6657.0,1,2,2.0,1.0,1.0,40295.0,2,1835,793,3671,1.0,1,1.0,2,6657.0,1
3672,1,2,2,2,1,30000,2,1985,14,35469.0,1,2,2.0,1.0,1.0,239337.0,2,1098,4676,3673,1.0,1,1.0,2,35469.0,1
3673,1,2,2,2,1,4000,1,1983,15,37978.0,1,2,2.0,0.0,1.0,190248.0,1,537,5208,3674,1.0,1,1.0,2,25104.0,1
3676,1,2,2,2,1,1400000,1,1963,16,3325592.0,1,1,2.0,0.0,2.0,43914246.0,1,4646,127,3677,1.0,1,1.0,2,3112012.0,1
3683,1,2,1,2,1,90000,1,2004,14,111191.0,1,2,2.0,1.0,2.0,1024217.0,1,1586,2533,3684,1.0,1,1.0,2,101350.0,1
3686,1,2,1,2,1,71000,1,2007,18,53165.0,1,2,2.0,1.0,1.0,550900.0,1,1982,2877,3687,1.0,1,1.0,2,35769.0,1
3693,1,2,2,2,1,4700,1,2004,2,13327.0,1,2,2.0,1.0,1.0,147172.0,2,3466,438,3694,1.0,1,1.0,2,13327.0,1
3694,1,2,2,2,1,178000,15,1983,2,337178.0,1,1,2.0,1.0,1.0,2630835.0,2,2767,884,3695,1.0,1,1.0,2,336811.0,1
3695,1,2,2,2,1,2400,1,2006,2,3827.0,1,2,2.0,1.0,2.0,19237.0,1,3762,667,3696,1.0,1,1.0,2,3452.0,1
3696,1,2,2,2,1,60000,2,1969,2,298936.0,1,2,2.0,1.0,1.0,2298628.0,2,951,1168,3697,1.0,1,1.0,2,298936.0,1
3698,1,2,1,2,1,30000,1,995,2,84708.0,1,2,2.0,1.0,2.0,691182.0,1,752,4625,3699,1.0,1,1.0,2,78938.0,1
3703,1,2,1,2,1,19000,1,1955,12,15073.0,1,2,2.0,1.0,1.0,122887.0,1,260,1758,3704,1.0,1,1.0,2,13362.0,1
3705,1,2,2,2,1,160000,12,1984,2,210904.0,1,2,2.0,1.0,1.0,2462215.0,2,1286,5069,3706,1.0,1,1.0,2,210904.0,1
3707,1,2,2,2,1,700000,2,2005,2,1719174.0,1,1,2.0,0.0,1.0,15414251.0,2,1756,3485,3708,1.0,1,1.0,2,1673879.0,1
3708,1,2,2,2,1,132000,1,2008,5,110010.0,1,2,2.0,1.0,1.0,628634.0,2,1362,1051,3709,1.0,1,1.0,2,110010.0,1
3714,1,2,2,2,1,6000,6,1976,23,6756.0,1,2,2.0,1.0,1.0,75862.0,2,4373,149,3715,1.0,1,1.0,2,6756.0,1
3718,1,2,1,2,1,4750,3,1953,25,2553.0,1,2,2.0,0.0,1.0,32062.0,1,693,5582,3719,1.0,1,1.0,2,1802.0,1
3720,1,2,2,2,1,130000,1,1984,2,245801.0,1,1,2.0,1.0,1.0,2797665.0,2,1264,5504,3721,1.0,1,1.0,2,237607.0,1
3731,1,2,2,2,1,12000,1,1986,12,2044.0,1,2,2.0,1.0,1.0,13388.0,2,4397,704,3732,1.0,1,1.0,2,2044.0,1
3735,1,2,2,2,1,1450,1,1981,18,1098.0,1,2,2.0,1.0,1.0,22267.0,2,2672,1257,3736,1.0,1,1.0,2,1098.0,1
3742,1,2,2,2,1,84000,1,1976,25,65749.0,1,2,2.0,0.0,1.0,1189967.0,2,1464,5052,3743,1.0,1,1.0,2,65749.0,1
3745,1,2,1,2,1,106000,2,2004,5,294847.0,1,2,2.0,1.0,2.0,1540841.0,1,1457,2449,3746,1.0,1,1.0,2,253829.0,1
3750,1,2,2,2,1,4000,1,1987,12,1781.0,1,2,2.0,1.0,1.0,25693.0,2,721,5990,3751,1.0,1,1.0,2,1781.0,1
3752,1,2,2,2,1,24000,1,1973,14,22011.0,1,2,2.0,1.0,1.0,384384.0,2,1570,3666,3753,1.0,1,1.0,2,22011.0,1
3754,1,2,2,2,1,29000,1,1986,26,49925.0,1,2,2.0,1.0,1.0,834017.0,2,939,6635,3755,1.0,1,1.0,2,49925.0,1
3755,1,2,1,2,1,100001,2,1987,2,220874.0,1,2,2.0,1.0,2.0,1654643.0,1,1404,1494,3756,1.0,1,1.0,2,220197.0,1
3756,1,2,2,2,1,2500,1,2007,2,2415.0,1,2,2.0,1.0,1.0,27267.0,2,2055,3000,3757,1.0,1,1.0,2,2415.0,1
3757,1,2,2,2,1,154000,4,1986,25,280250.0,1,2,2.0,1.0,1.0,4258830.0,2,2476,1389,3758,1.0,1,1.0,2,280250.0,1
3758,1,2,2,2,1,30000,4,1985,2,23464.0,1,2,2.0,1.0,1.0,264012.0,2,3219,319,3759,1.0,1,1.0,2,23464.0,1
3761,1,2,2,2,1,3700,1,1994,15,47082.0,1,2,2.0,0.0,2.0,181469.0,1,1462,1427,3762,1.0,1,1.0,2,44556.0,1
3765,1,2,2,2,1,3000,1,1995,6,12317.0,1,2,2.0,1.0,1.0,176894.0,1,1866,3572,3766,1.0,1,1.0,2,11623.0,1
3767,1,2,2,2,1,4850,1,1995,12,2743.0,1,2,2.0,1.0,1.0,13149.0,2,3755,1152,3768,1.0,1,1.0,2,2743.0,1
3768,1,2,2,2,1,1300,1,1952,6,7324.0,1,2,2.0,1.0,1.0,98459.0,2,37,8356,3769,1.0,1,1.0,2,7324.0,1
3775,1,2,2,2,1,3400,1,1952,12,2748.0,1,2,2.0,1.0,1.0,31372.0,2,1233,3858,3776,1.0,1,1.0,2,2748.0,1
3776,1,2,2,2,1,160000,37,1983,2,104203.0,1,1,2.0,0.0,1.0,1807742.0,2,1835,3342,3777,1.0,1,1.0,2,94255.0,1
3782,1,2,2,2,1,6000,1,995,91,2683.0,1,2,2.0,1.0,1.0,23171.0,1,3468,775,3783,1.0,1,1.0,2,2348.0,1
3784,1,2,2,2,1,176000,1,1971,25,303804.0,1,1,2.0,1.0,1.0,2366157.0,2,1432,3779,3785,1.0,1,1.0,2,292720.0,1
3787,1,2,1,2,1,1400,1,1958,12,1225.0,1,2,2.0,1.0,1.0,4660.0,1,1263,2753,3788,1.0,1,1.0,2,937.0,1
3790,1,2,2,2,1,2500,1,2001,25,2340.0,1,2,2.0,1.0,1.0,21450.0,2,3954,931,3791,1.0,1,1.0,2,2340.0,1
3794,1,2,1,2,1,15000,4,1964,2,19016.0,1,1,2.0,1.0,1.0,130268.0,1,890,5009,3795,1.0,1,1.0,2,17212.0,1
3795,1,2,2,2,1,104000,22,2002,23,316499.0,1,2,2.0,1.0,1.0,3499790.0,1,3863,953,3796,1.0,1,1.0,2,266829.0,1
3796,1,2,2,2,1,5800,1,1973,18,18906.0,1,2,2.0,1.0,1.0,222486.0,2,3357,1060,3797,1.0,1,1.0,2,18906.0,1
3814,1,2,2,2,1,1400,1,1958,18,2994.0,1,2,2.0,1.0,2.0,29693.0,1,2149,3280,3815,1.0,1,1.0,2,2579.0,1
3815,1,2,1,2,1,4000,1,1988,14,3095.0,1,2,2.0,1.0,1.0,18065.0,1,1734,2569,3816,1.0,1,1.0,2,2433.0,1
3818,1,2,2,2,1,600000,1,2010,18,1006278.0,1,2,2.0,1.0,1.0,14760349.0,2,2118,1760,3819,1.0,1,1.0,2,1006278.0,1
3821,1,2,2,2,1,200001,33,1980,2,405077.0,1,1,2.0,1.0,1.0,3388967.0,1,1757,2675,3822,1.0,1,1.0,2,401308.0,1
3827,1,2,2,2,1,1200,1,1972,12,1179.0,1,2,2.0,1.0,1.0,12612.0,2,1478,3691,3828,1.0,1,1.0,2,1179.0,1
3829,1,2,2,2,2,94000,1,2009,12,96013.0,1,2,2.0,1.0,2.0,1103100.0,2,2450,1024,3830,1.0,1,1.0,2,96013.0,1
3832,1,2,2,2,1,12000,1,2008,4,14862.0,1,2,2.0,1.0,1.0,111679.0,2,1609,3797,3833,1.0,1,1.0,2,14862.0,1
3836,1,2,2,2,1,4200,1,1988,15,5010.0,1,2,2.0,1.0,1.0,53165.0,2,1806,3646,3837,1.0,1,1.0,2,5010.0,1
3838,1,2,2,2,1,58000,1,2007,17,99363.0,1,1,2.0,1.0,2.0,961462.0,1,2034,2515,3839,1.0,1,1.0,2,80683.0,1
3840,1,2,2,2,1,20000,1,995,13,11213.0,1,2,2.0,0.0,1.0,66622.0,2,1208,4727,3841,1.0,1,1.0,2,11213.0,1
3841,1,2,2,2,1,6000,1,1967,2,2163.0,1,2,2.0,1.0,1.0,31767.0,2,2163,2194,3842,1.0,1,1.0,2,2163.0,1
3843,1,2,2,2,2,5400,1,1990,14,10675.0,1,2,2.0,1.0,2.0,52463.0,2,4412,725,3844,1.0,1,1.0,2,10675.0,1
3846,1,2,2,2,1,18000,1,2008,5,9329.0,1,2,2.0,1.0,1.0,112039.0,2,3079,1324,3847,1.0,1,1.0,2,9329.0,1
3850,1,2,2,2,1,80000,2,2003,12,12651.0,1,2,2.0,1.0,1.0,28091.0,1,1663,2683,3851,1.0,1,1.0,2,2744.0,1
3856,1,2,2,2,1,16000,1,1950,25,49705.0,1,2,2.0,1.0,2.0,339775.0,1,1048,5265,3857,1.0,1,1.0,2,44169.0,1
3862,1,2,2,2,1,3000,3,1965,23,28375.0,1,2,2.0,1.0,1.0,122181.0,1,3532,1068,3863,1.0,1,1.0,2,10350.0,1
3871,1,2,2,2,1,1100,1,2008,14,990.0,1,2,2.0,1.0,1.0,11189.0,2,4462,90,3872,1.0,1,2.0,2,990.0,1
3873,1,2,2,2,1,10750,1,1990,18,13845.0,1,2,2.0,1.0,2.0,136221.0,1,956,6274,3874,1.0,1,1.0,2,9136.0,1
3874,1,2,2,2,1,6000,1,1960,18,13998.0,1,2,2.0,1.0,2.0,109093.0,1,739,1261,3875,1.0,1,1.0,2,13294.0,1
3876,1,2,2,2,1,84000,1,2002,14,62611.0,1,2,2.0,1.0,1.0,779928.0,2,3886,675,3877,1.0,1,1.0,2,62611.0,1
3881,1,2,1,2,1,500001,1,2006,13,523466.0,1,1,2.0,1.0,1.0,5466863.0,1,1455,5267,3882,1.0,1,1.0,2,273539.0,1
3883,1,2,2,2,1,25500,1,1962,8,17926.0,1,2,2.0,1.0,1.0,280026.0,2,4919,417,3884,1.0,1,1.0,2,17926.0,1
3885,1,2,2,2,1,15750,2,1963,5,27647.0,1,2,2.0,1.0,2.0,199001.0,1,1926,2132,3886,1.0,1,1.0,2,23113.0,1
3886,1,2,1,2,1,5100,3,995,13,3720.0,1,2,2.0,1.0,1.0,8924.0,1,731,6124,3887,1.0,1,1.0,2,1526.0,1
3889,1,2,2,2,1,4000,1,1960,15,9096.0,1,2,2.0,1.0,1.0,97096.0,1,1939,2554,3890,1.0,1,1.0,2,6903.0,1
3890,1,2,2,2,1,75000,7,1965,23,84450.0,1,2,2.0,1.0,1.0,1074121.0,1,2183,2139,3891,1.0,1,1.0,2,54140.0,1
3891,1,2,2,2,1,17750,1,1990,2,21121.0,1,2,2.0,0.0,1.0,264336.0,2,2165,2708,3892,1.0,1,1.0,2,21121.0,1
3893,1,2,2,2,1,1450,1,2000,18,2775.0,1,2,2.0,1.0,1.0,20896.0,2,933,6435,3894,1.0,1,1.0,2,2775.0,1
