,TVONWD2,PRKGPLC1,SIZRFRI1,INTERNET,TVTYPE2,WDPELLET,USENOTMOIST,USEEL,SIZEOFGARAGE,TOTSQFT_EN,TOTUCSQFT,OUTGRILLFUEL,OUTLET,WDOTHER,ELWATER,ATTICFIN,ELFOOD,ESCWASH,HDD30YR,CDD80,BEDROOMS,NCOMBATH,DNTHEAT,WASHLOAD,TEMPGONE,HIGHCEIL,FOPAY,TOTROOMS,PERIODEL,YEARMADERANGE,CELLAR,TVONWE2,EMPLOYHH,USECENAC,ROOFTYPE,TEMPNITE,NUMFRIG,WOODLOGS,SWIMPOOL,POOL,INWIRELESS,TYPEHUQ,WHEATAGE,LPWARM,NOTMOIST,ATTIC,BASECOOL,TEMPHOME,EQUIPAUX,COOLTYPE,CWASHER,AGEFRZR,ELCOOL,WASHTEMP,DRYRFUEL,STOVE,GARGHEAT,SDESCENT,WHEATSIZ,ATHOME,AGEDW,SOLWATER,STOVENFUEL,STOVEFUEL,AIRCOND,AGECWASH,AGERFRI2,AGECENAC,TEMPGONEAC,FUELH2O,DRAFTY,FOWATER,USENG,TVTYPE1,STORIES,AGECDRYER,SIZRFRI2,EDUCATION,TVONWD1,FUELPOOL,NHSLDMEM,RECBATH,BASEHEAT,UGWATER,EQUIPAGE,ATTCCOOL,OA_LAT,PERIODFO,WSF,OVENUSE,SOLOTHER,THERMAINAC,PERIODLP,ADQINSUL,DOOR1SUM,RNSETEMP,USEWOOD,HHAGE,MONEYPY,NUMBERAC,TOTCSQFT,EQUIPM,FUELTUB,NUMCFAN,PROTHERMAC,MICRO,STUDIO,WDWATER,ELOTHER,TYPERFR1,AGERFRI1,FUELHEAT,DRYRUSE,WDWARM,FOOTHER,LPGPAY,SIZFREEZ,BASEFIN,NUMFREEZ,ELWARM,UGWARM,FOWARM,NUMMEAL,OUTGRILL,UGOTH,TVSIZE1,ICE,HEATHOME,NHAFBATH,TEMPNITEAC,USEWWAC,STOVEN,AMTMICRO,LPWATER,USESOLAR,LPOTHER,OTHROOMS,PROTHERM,OVENFUEL,CDD30YR,TOPFRONT,LPCOOK,TEMPHOMEAC,WWACAGE,USEFO,FUEL_HEAT,KOWNRENT,USEMOISTURE,WINDOWS,HHSEX,CENACHP,MOISTURE,DISHWASH,WALLTYPE,FUELH2O2,TVSIZE2,THERMAIN,USELP,DRYER,HDD50,COFFEE,TVCOLOR,PERIODNG,TOTUSQFT,TYPEGLASS,ESDISHW,ESFRIG,AUDIT,TOTHSQFT,TVONWE1,GWT,ATTCHEAT,GARGCOOL,UGCOOK,NWEIGHT,OVEN,CDD65,DWASHUSE,HDD65,OCCUPYYRANGE,SWAMPCOL,TYPERFR2,UPRTFRZR,WOODAMT
80,2,-2,3,1,1,-2,-2,1,-2,676,338,23,-2,-2,1,-2,1,-2,6850,18,1,1,-2,-2,62,0,-2,2,1,5,-2,2,1,-2,-2,72,2,-2,-2,-2,0,5,3,0,0,-2,-2,73,0,2,0,-2,1,-2,-2,0,-2,0,-2,0,-2,0,5,-2,1,-2,3,-2,76,5,3,0,0,1,-2,-2,1,3,3,-2,1,0,-2,0,3,-2,2.544,-2,0.65,3,0,-2,-2,2,0,-2,0,48,1,1,338,5,-2,1,-2,1,0,0,1,22,3,5,-2,0,0,-2,-2,-2,0,1,0,0,1,1,0,3,0,1,0,62,1,1,5,0,0,0,1,1,-2,661,-2,0,52,41,0,5,2,-2,10,1,-2,0,0,1,-2,3,1,0,0,3152,1,3,-2,0,1,-2,1,-9,676,3,46.87,-2,-2,0,10687.38473,0,600,-2,6539,8,-2,-2,-2,-2.0
81,1,1,5,1,3,-2,-2,1,2,2986,400,2,1,-2,1,0,0,-9,3648,67,3,3,-2,2,60,0,-2,9,1,5,0,1,1,2,5,60,3,-2,0,-2,1,2,3,1,0,1,-2,68,1,1,1,-2,1,2,5,0,0,0,2,0,41,0,2,-2,1,41,42,41,72,5,3,0,0,3,20,41,3,2,2,-2,2,0,-2,0,41,0,8.205,-2,0.44,3,0,1,1,1,0,3,0,54,6,-2,2986,4,-2,0,0,1,-2,0,1,21,41,5,2,0,0,1,-2,-2,0,1,0,0,4,1,0,3,1,1,0,65,-2,1,10,0,0,0,6,0,-2,1665,1,1,68,-2,0,5,1,-2,42,2,1,0,1,1,-2,2,1,1,1,1199,1,2,-2,400,2,-9,-9,0,2986,2,58.24,0,0,0,15296.88135,0,1910,1,3144,7,-2,21,-2,-2.0
84,1,-2,5,1,1,-2,-2,1,-2,377,377,-2,0,-2,1,-2,1,0,2845,17,2,1,-2,9,65,0,-2,4,1,2,-2,1,1,-2,2,65,1,-2,-2,-2,1,4,42,0,0,-2,-2,68,0,-2,1,-2,0,3,5,0,-2,1,1,1,-2,0,5,-2,0,3,-2,-2,-2,5,4,0,0,1,-2,2,-2,2,3,-2,3,0,-2,0,3,-2,0.0,-2,0.51,0,0,-2,-2,2,1,3,0,47,3,-2,0,5,-2,3,-2,1,0,0,1,21,2,5,9,0,0,-2,-2,-2,0,1,0,0,2,0,0,3,1,1,0,-2,-2,1,35,0,0,0,2,-2,-2,1065,1,0,-2,-2,0,5,2,-2,20,1,-2,0,0,2,-2,1,0,0,1,348,0,3,-2,0,1,-2,1,0,377,3,62.16,-2,-2,0,27378.8137,0,1454,-2,2294,8,0,-2,-2,-2.0
86,-2,0,4,1,-2,-2,-2,1,-2,1241,0,-2,0,-2,1,-2,1,0,4984,15,2,1,-2,1,68,0,-2,5,1,4,0,-2,0,1,5,62,1,-2,0,-2,1,3,41,0,0,0,-2,68,0,1,1,-2,1,3,5,0,-2,0,2,1,-2,0,5,-2,1,41,-2,41,70,5,3,0,0,1,10,41,-2,4,3,-2,1,0,-2,0,41,-2,4.647,-2,0.5,0,0,1,-2,3,0,3,0,85,3,-2,1241,4,-2,1,1,1,-2,0,1,23,3,5,1,0,0,-2,-2,-2,0,1,0,0,3,0,0,2,0,1,0,72,-2,1,30,0,0,0,3,1,-2,1025,1,0,72,-2,0,5,2,-2,20,1,1,0,0,1,-2,-2,1,0,1,2188,0,1,-2,0,1,-2,0,1,1241,3,51.79,-2,-2,0,16620.87841,0,885,-2,5123,8,-2,-2,-2,-2.0
89,2,1,3,1,3,-2,-2,1,2,1638,1628,-2,1,-2,1,0,1,1,4791,13,3,2,-2,4,65,0,-2,4,1,6,0,3,0,-2,5,55,1,-2,0,-2,0,2,1,0,0,1,-2,60,0,2,1,3,1,1,5,0,0,0,2,5,3,0,5,-2,1,3,-2,-2,60,5,4,0,0,3,10,3,-2,2,4,-2,3,0,-2,0,41,0,0.373,-2,0.56,4,0,-2,-2,2,1,1,0,72,2,1,410,5,-2,0,-2,1,-2,0,1,21,3,5,5,0,0,-2,3,-2,2,1,0,0,2,0,0,3,1,1,0,55,4,1,10,0,0,0,1,0,-2,244,1,0,60,1,0,5,1,-2,30,1,-2,0,1,3,-2,3,1,0,1,783,1,2,-2,400,2,0,0,0,1638,4,52.47,0,0,0,12487.08362,0,462,0,4019,7,0,-2,1,-2.0
94,4,0,3,1,1,-2,-2,1,-2,1080,0,23,0,-2,0,0,0,0,2129,227,3,1,-2,5,65,0,-2,5,1,3,0,4,1,1,2,70,1,-2,0,-2,1,2,3,0,0,1,-2,70,1,3,1,2,1,3,5,0,-2,0,2,3,-2,0,1,-2,1,2,-2,3,70,1,2,0,1,1,10,41,-2,4,4,-2,5,0,-2,1,3,0,15.745,-2,0.36,30,0,1,-2,2,0,3,0,46,3,1,1080,3,-2,3,1,1,-2,0,1,21,42,5,5,0,0,-2,2,-2,1,1,0,0,2,1,0,3,1,1,0,70,2,1,30,0,0,0,2,1,-2,2216,1,0,70,1,0,5,1,-2,41,1,0,0,0,9,-2,2,1,0,1,461,0,4,1,0,1,-2,0,0,1080,4,68.24,0,-2,1,38196.61493,0,2588,-2,1848,8,0,-2,1,-2.0
96,-2,1,4,1,-2,-2,-2,1,2,1787,400,23,1,-2,1,0,1,1,1637,356,3,2,-2,2,67,1,-2,7,1,4,0,-2,1,1,3,69,1,-2,0,-2,1,2,2,0,0,1,-2,69,0,1,1,-2,1,3,5,0,0,0,2,5,3,0,5,-2,1,2,-2,3,70,5,3,0,0,1,10,2,-2,3,2,-2,5,0,-2,0,42,0,21.681,-2,0.38,3,0,1,-2,2,0,3,0,30,3,-2,1787,3,-2,4,1,1,-2,0,1,21,2,5,2,0,0,-2,-2,-2,0,1,0,0,3,1,0,2,1,1,0,72,-2,1,3,0,0,0,4,1,-2,2576,1,0,72,-2,0,5,1,-2,41,2,0,0,1,3,-2,-2,1,0,1,180,1,1,-2,400,1,1,1,0,1787,2,70.83,0,0,0,16084.872619999998,0,3005,2,1292,8,0,-2,-2,-2.0
99,1,1,4,1,5,-2,-2,1,1,1650,1650,-2,1,-2,1,-2,1,1,4929,0,2,2,-2,10,64,1,-2,5,1,7,0,1,0,-2,5,64,1,-2,0,-2,0,2,41,1,0,0,-2,70,1,-2,1,-2,0,2,5,0,1,0,1,5,41,0,5,-2,0,41,-2,-2,-2,5,4,0,0,1,20,41,-2,2,3,-2,1,1,-2,0,41,-2,0.094,-2,0.61,2,0,-2,1,1,1,3,0,79,2,-2,0,3,-2,3,-2,1,-2,0,1,21,41,5,10,0,0,1,-2,-2,0,1,0,0,2,0,0,3,1,1,0,-2,-2,1,20,0,0,0,3,1,-2,41,1,0,-2,-2,0,5,1,12,42,1,-2,1,1,3,-2,2,1,1,1,415,1,2,-2,0,2,0,1,0,1650,3,52.52,-2,-2,0,15373.32477,0,5,4,4160,7,0,-2,-2,-2.0
101,-2,-2,3,1,-2,-2,-2,1,-2,2020,2020,2,-2,-2,1,-2,1,-9,4453,0,3,1,-2,7,58,0,-2,7,1,8,-2,-2,2,-2,-2,58,1,-2,-2,-2,1,5,3,0,0,-2,-2,62,0,-2,1,-2,0,3,5,1,-2,0,3,1,5,0,-2,5,0,41,-2,-2,-2,5,2,0,0,3,-2,41,-2,4,3,-2,4,0,-2,0,1,-2,0.684,-2,0.52,-2,0,-2,-2,3,1,3,0,51,5,-2,0,5,-2,3,-2,1,0,0,1,22,41,5,7,0,0,-2,-2,-2,0,1,0,0,2,1,0,3,0,1,1,-2,-2,0,30,0,0,0,4,-2,5,400,2,0,-2,-2,0,5,2,-2,30,1,-2,0,1,3,-2,-2,0,0,1,722,1,1,-2,0,2,-9,-9,-9,2020,4,52.59,-2,-2,0,8833.904741,1,728,5,3558,8,0,-2,-2,-2.0
103,1,1,3,1,1,-2,-2,1,2,1910,400,1,1,-2,1,0,0,1,735,197,3,2,-2,1,68,1,-2,6,1,6,0,1,0,3,5,68,2,-2,1,1,1,2,41,0,0,1,-2,74,0,1,1,5,1,3,5,0,0,0,1,5,41,0,5,-2,1,41,3,5,78,5,3,0,1,1,10,41,1,3,5,8,2,0,-2,0,5,0,28.23,-2,0.35,0,1,1,-2,2,0,3,0,72,5,-2,1910,4,-2,5,1,1,-2,0,1,21,5,5,1,0,0,-2,3,-2,1,1,0,0,6,1,1,3,1,1,0,78,-2,1,10,0,1,0,3,1,-2,2452,2,0,75,-2,0,5,1,-2,41,2,1,0,1,4,-2,2,1,0,1,14,1,2,5,400,1,1,1,1,1910,4,74.95,0,0,0,32627.96543,0,3347,1,415,6,0,-2,1,-2.0
109,2,0,4,1,3,0,-2,1,-2,2545,926,2,1,0,1,-2,1,1,2797,84,3,1,-2,2,72,0,-2,9,1,3,1,2,0,1,3,68,1,1,0,-2,1,2,2,0,0,0,0,72,1,1,1,3,1,3,5,0,-2,0,1,5,1,0,5,-2,1,1,-2,5,70,5,4,0,0,3,20,1,-2,3,5,-2,2,0,1,0,5,-2,10.277,-2,0.37,1,0,1,-2,2,0,3,1,72,2,-2,1619,3,-2,5,0,1,-2,0,1,5,1,5,2,1,0,-2,2,1,1,1,0,0,3,1,0,3,1,1,1,68,-2,1,7,0,0,0,6,0,-2,1825,1,0,70,-2,0,5,1,-2,41,2,0,0,1,3,-2,1,1,0,1,724,0,2,-2,463,2,1,1,0,2082,5,62.32,-2,-2,0,18658.40342,0,2062,2,2322,5,0,-2,2,0.5
110,2,1,4,1,2,0,-2,1,2,2340,400,23,1,0,1,0,1,1,3008,212,3,2,-2,5,70,1,-2,7,1,4,0,2,1,1,5,70,2,1,0,-2,1,2,3,0,0,1,-2,70,1,1,1,-2,1,2,5,0,0,0,2,0,2,0,5,-2,1,2,3,2,70,5,3,0,0,3,10,2,4,2,3,-2,5,0,-2,0,2,0,10.536,-2,0.43,2,0,0,-2,2,1,3,1,44,5,-2,2340,4,-2,4,-2,1,-2,0,1,21,2,5,5,1,0,-2,-2,-2,0,1,0,0,4,1,0,4,1,1,0,70,-2,1,6,0,0,0,4,1,-2,1946,2,0,70,-2,0,5,1,-2,41,2,1,0,1,1,-2,3,1,0,1,843,1,5,-2,400,1,1,1,1,2340,3,60.52,0,0,0,11114.09257,0,2332,2,2625,8,0,1,-2,1.0
113,-2,-2,3,0,-2,-2,-2,1,-2,1284,0,-2,0,-2,1,-2,0,-2,4193,86,3,1,-2,-2,68,0,-2,6,5,1,-2,-2,1,2,5,65,1,-2,-2,-2,-2,4,3,0,0,-2,-2,55,1,1,0,-2,1,-2,-2,0,-2,0,2,1,2,0,1,-2,1,-2,-2,3,70,5,3,0,1,1,-2,-2,-2,3,2,-2,1,0,-2,0,3,-2,5.641,-2,0.5,2,0,1,-2,2,0,-2,0,48,3,-2,1284,3,-2,0,0,1,0,0,1,22,2,5,-2,0,0,-2,-2,-2,0,1,0,0,4,0,0,1,0,1,0,60,-2,1,0,0,0,0,3,0,-2,1558,-2,0,60,-2,0,5,1,-2,41,1,0,0,1,1,-2,-2,1,0,0,1590,0,1,5,0,1,0,0,0,1284,3,52.15,-2,-2,1,31646.78467,0,1706,1,4018,7,-2,-2,-2,-2.0
115,1,1,3,0,5,-2,-2,1,2,890,1290,23,0,-2,0,-2,0,-9,3567,314,3,1,-2,3,72,0,-2,4,1,5,0,1,1,-2,5,70,1,-2,0,-2,-2,2,41,0,0,0,-2,72,0,-2,1,-2,0,3,5,0,0,1,2,0,3,0,2,-2,0,3,-2,-2,-2,2,2,0,0,2,10,3,-2,3,2,-2,3,0,-2,0,1,-2,7.018,-2,0.56,0,0,-2,5,3,0,3,0,30,2,-2,0,10,-2,0,-2,1,-2,0,1,22,3,5,3,0,0,1,-2,-2,0,1,0,0,3,1,0,3,0,1,0,-2,-2,1,20,1,0,0,1,1,-2,2071,1,1,-2,-2,0,5,2,-2,60,1,-2,0,1,2,-2,2,1,1,1,1126,0,3,-2,400,1,-9,-9,0,890,2,61.48,-2,-2,0,23815.9721,0,2223,0,3206,8,0,-2,-2,-2.0
117,2,-2,3,1,1,1,-2,1,-2,1352,0,2,0,0,1,-2,1,0,2628,391,3,2,-2,4,64,-2,-2,7,5,7,-2,4,1,2,3,68,2,1,0,-2,1,1,41,0,0,-2,-2,68,1,1,1,-2,1,3,5,0,-2,0,2,2,41,0,5,-2,1,41,42,41,78,5,3,0,0,1,-2,41,3,3,3,-2,4,0,-2,0,41,-2,12.986,-2,0.4,3,0,1,-2,2,0,3,1,44,6,-2,1352,3,-2,6,1,1,-2,0,1,21,41,5,4,1,0,-2,-2,-2,0,1,0,0,3,1,0,3,1,1,0,68,-2,1,5,0,0,0,4,1,-2,1922,1,0,72,-2,0,5,1,-2,41,1,0,0,1,3,-2,1,1,0,1,448,1,3,-2,0,2,0,0,0,1352,4,69.13,-2,-2,0,38762.88506,0,2811,5,1923,8,0,22,-2,2.0
121,1,-2,3,0,1,-2,-2,1,-2,1237,990,-2,-2,-2,1,-2,1,0,3612,81,3,1,-2,4,68,0,-2,5,5,8,-2,2,1,-2,-2,60,1,-2,-2,-2,-2,5,1,0,0,-2,-2,68,0,2,1,-2,1,2,-2,0,-2,0,-2,0,-2,0,5,-2,1,3,-2,-2,85,5,2,0,0,1,-2,-2,-2,2,2,-2,4,0,-2,0,1,-2,5.682,-2,0.5,2,0,-2,-2,3,0,3,0,29,1,1,247,5,-2,0,-2,1,0,0,1,1,2,5,-2,0,0,-2,-2,-2,0,1,0,0,4,0,0,1,0,1,0,62,4,1,7,0,0,0,2,1,-2,1949,1,0,85,2,0,5,2,-2,41,1,-2,0,0,1,-2,1,1,0,0,1595,0,2,-2,0,1,-2,1,-9,1237,2,52.15,-2,-2,0,12238.20025,0,1528,-2,4098,8,-2,-2,-2,-2.0
122,-2,1,3,1,-2,-2,-2,1,2,1910,2310,23,0,-2,0,-2,0,1,1503,526,3,1,-2,2,65,0,-2,5,1,2,0,-2,2,-2,5,80,1,-2,0,-2,0,2,2,0,0,0,-2,80,0,-2,1,-2,0,3,5,0,0,0,2,1,-2,0,1,-2,0,2,-2,-2,-2,1,3,0,1,3,10,1,-2,3,2,-2,2,0,-2,1,1,-2,12.067,-2,0.45,2,0,-2,-2,3,0,3,0,40,2,-2,0,10,-2,0,-2,1,-2,0,1,21,2,5,2,0,0,-2,-2,-2,0,1,0,0,3,1,0,3,1,1,0,-2,-2,1,5,0,0,0,2,1,-2,3102,2,0,-2,-2,0,5,1,-2,41,1,-2,0,0,5,-2,-2,1,0,1,300,0,1,1,400,2,-2,1,0,1910,2,71.0,-2,-2,1,26340.42614,0,3471,-2,1364,8,0,-2,-2,-2.0
123,-2,0,2,1,-2,-2,-2,1,-2,1051,0,2,0,-2,1,-2,1,0,5454,23,2,1,-2,3,64,0,-2,4,1,6,0,-2,1,3,5,68,1,-2,0,-2,1,2,1,0,0,0,-2,68,0,1,1,-2,1,2,5,0,-2,0,1,0,-2,0,5,-2,1,3,-2,3,74,5,4,0,0,1,10,2,-2,2,2,-2,1,0,-2,0,2,-2,5.614,-2,0.54,1,0,1,-2,2,0,3,0,45,4,-2,1051,3,-2,0,1,1,-2,0,1,22,2,5,3,0,0,-2,-2,-2,0,1,0,0,4,1,0,2,0,1,0,70,-2,1,20,0,0,0,2,1,-2,875,1,0,70,-2,0,5,1,-2,30,2,0,0,0,3,-2,-2,1,0,1,2192,1,1,-2,0,1,-2,1,1,1051,2,52.92,-2,-2,0,17986.480219999998,0,1159,-2,4958,8,-2,-2,-2,-2.0
124,3,0,2,1,3,-2,-2,1,-2,792,792,2,1,-2,0,-2,0,-9,2528,0,2,1,-2,4,65,1,-2,3,5,2,0,3,0,-2,5,70,1,-2,0,-2,1,2,3,0,0,0,-2,70,1,-2,1,-2,0,2,5,0,-2,1,2,5,-2,0,1,-2,0,3,-2,-2,-2,1,4,0,1,3,10,3,-2,5,5,-2,3,0,-2,1,42,-2,0.0,-2,0.47,1,0,-2,-2,2,0,2,0,36,5,-2,0,3,-2,0,-2,1,-2,0,1,22,41,5,4,0,0,-2,-2,-2,0,1,0,0,3,1,0,3,0,1,0,-2,-2,1,7,0,0,0,1,0,-2,295,1,0,-2,-2,0,5,2,1,30,1,-2,1,0,2,-2,3,1,0,1,175,1,2,1,0,2,-2,-9,0,792,4,60.06,-2,-2,1,18646.37818,0,437,-2,2020,8,0,-2,-2,-2.0
127,-2,-2,2,0,-2,-2,-2,1,-2,744,372,-2,0,-2,1,-2,1,0,3554,104,2,1,-2,2,60,-2,-2,4,1,4,-2,-2,0,-2,3,60,1,-2,0,-2,-2,1,42,0,0,-2,-2,72,0,2,1,-2,1,3,5,0,-2,0,2,4,-2,0,5,-2,1,41,-2,-2,74,5,3,0,0,5,-2,41,-2,2,3,-2,1,0,-2,0,5,-2,9.762,-2,0.4,4,0,-2,-2,2,0,3,0,72,1,2,372,3,-2,1,-2,1,-2,0,1,22,41,5,2,0,0,-2,-2,-2,0,1,0,0,1,0,0,1,0,1,0,74,2,1,30,0,0,0,2,0,-2,1572,1,0,68,41,0,5,1,-2,30,1,-2,0,0,3,-2,-2,1,0,1,1173,0,1,-2,0,1,-2,0,0,744,3,58.9,-2,-2,0,26424.38176,0,1663,-2,3517,8,-2,-2,-2,-2.0
128,1,1,4,1,5,-2,-2,1,2,2733,400,2,1,-2,1,-2,1,-8,466,538,3,3,-2,3,70,1,-2,8,1,4,0,1,0,3,5,70,2,-2,1,0,1,2,3,0,0,0,-2,70,0,1,1,2,1,2,5,0,0,1,2,5,41,0,5,-2,1,41,2,2,78,5,4,0,0,1,10,41,2,4,3,-2,2,0,-2,0,2,-2,24.858,-2,0.34,1,0,1,-2,2,3,3,0,64,4,-2,2733,3,-2,4,1,1,-2,0,1,21,3,5,3,0,0,-2,2,-2,1,1,0,0,2,1,0,3,1,1,0,78,-2,1,7,0,0,0,5,1,-2,3633,2,0,78,-2,0,5,1,-2,30,2,1,0,1,4,-2,1,1,0,1,0,0,4,-2,400,1,-8,-8,1,2733,3,76.19,-2,0,0,15988.61057,0,4287,1,389,7,0,22,1,-2.0
129,3,1,4,1,1,-2,-2,1,2,4476,952,-2,0,-2,1,1,1,0,1572,415,4,2,-2,2,78,1,-2,7,1,7,0,3,1,4,5,72,1,-2,0,-2,1,3,2,0,0,1,-2,70,0,1,1,2,1,2,5,1,0,0,3,4,41,0,5,5,1,3,-2,41,70,5,3,0,0,2,20,3,-2,4,3,-2,4,0,-2,0,41,0,18.43,-2,0.38,4,0,1,-2,2,0,2,0,50,5,-2,3924,3,-2,6,0,1,-2,0,1,21,41,5,3,0,0,-2,4,-2,1,1,0,0,3,0,0,2,1,1,1,68,-2,1,4,0,0,0,3,0,5,2804,2,0,68,-2,0,5,1,-2,41,2,0,0,1,7,-2,2,1,0,1,237,1,3,-2,400,1,0,0,0,4476,3,69.49,1,0,0,15136.23253,1,3072,3,1399,8,0,-2,2,-2.0
132,-2,1,4,1,-2,-2,-2,1,2,5726,2207,23,1,-2,1,0,1,1,4654,0,4,2,-2,2,66,1,-2,10,5,6,1,-2,1,3,5,68,1,-2,1,1,1,2,42,0,0,1,0,68,1,1,1,3,1,2,5,1,0,0,3,0,1,0,-2,5,1,1,-2,1,74,5,2,0,0,2,20,1,-2,5,1,2,3,1,0,0,1,0,5.532,-2,0.44,-2,0,1,5,2,2,3,0,39,8,-2,3919,4,2,2,1,1,-2,0,1,23,1,5,2,0,0,1,3,0,1,1,0,0,2,1,0,3,0,1,1,72,-2,0,3,0,0,1,6,1,5,1198,2,0,72,-2,0,5,1,12,50,1,1,1,1,3,-2,-2,1,1,1,1987,0,1,-2,2207,2,1,1,0,3919,2,53.8,0,0,0,22087.02824,2,1239,6,4673,8,-2,-2,2,-2.0
136,2,-2,3,1,5,-2,-2,1,-2,1551,0,-2,-2,-2,1,-2,1,-9,1938,343,3,2,-2,3,68,0,-2,5,2,5,-2,2,0,1,-2,68,1,-2,-2,-2,1,5,1,0,0,-2,-2,68,0,1,1,-2,1,3,5,0,-2,0,1,5,3,0,5,-2,1,5,-2,41,77,5,4,0,0,3,-2,5,-2,5,5,-2,2,0,-2,0,41,-2,15.015999999999998,-2,0.41,0,0,1,-2,2,0,3,0,64,2,-2,1551,4,-2,4,0,1,0,0,1,22,41,5,3,0,0,-2,-2,-2,0,1,0,0,2,0,0,3,0,1,0,77,-2,1,21,0,0,0,2,0,-2,2535,1,0,77,-2,0,5,2,-2,50,1,1,0,1,3,-2,1,1,0,1,354,0,2,-2,0,1,-9,-9,0,1551,5,67.57,-2,-2,0,40311.33152,0,3112,0,1599,8,0,-2,-2,-2.0
138,2,1,4,1,1,-2,-2,1,2,2792,1064,2,1,-2,1,-2,1,1,1654,273,3,2,-2,5,68,1,-2,8,1,7,1,3,0,3,5,68,2,-2,0,-2,1,2,41,0,0,0,0,72,1,1,1,-2,1,2,5,1,0,0,3,3,3,0,-2,2,1,1,3,1,72,5,4,0,0,1,20,2,4,3,1,-2,2,1,0,0,1,-2,19.331,-2,0.43,-2,0,1,5,1,1,3,0,63,6,-2,2128,4,-2,5,1,1,-2,0,1,21,2,5,5,0,0,1,-2,1,0,1,0,0,3,1,0,2,1,1,1,70,-2,0,30,0,0,0,5,1,5,2732,1,1,72,-2,0,5,1,-2,50,1,1,0,1,3,-2,1,1,1,1,319,1,2,-2,1064,2,1,1,0,2128,3,68.96,-2,0,0,12341.18665,2,2658,3,1566,7,0,23,-2,-2.0
140,2,1,3,1,3,-2,-2,1,2,3176,400,23,0,-2,1,-2,1,1,433,443,4,2,-2,2,68,1,-2,8,1,5,0,2,0,3,5,69,3,-2,0,-2,1,2,41,0,0,0,-2,73,0,1,1,41,1,2,5,0,0,0,2,5,3,0,5,-2,1,3,41,3,75,5,3,0,0,3,20,3,3,5,4,-2,3,0,-2,0,3,-2,24.875,-2,0.34,2,0,1,-2,2,1,3,0,68,6,-2,3176,4,-2,5,1,1,-2,0,1,21,3,5,2,0,0,-2,2,-2,1,1,0,0,2,1,0,2,1,1,1,72,-2,1,40,0,0,0,4,1,-2,3752,2,0,73,-2,0,5,1,-2,42,2,1,0,1,4,-2,3,1,0,1,29,0,2,-2,400,1,1,1,0,3176,5,76.19,-2,0,0,18415.43912,0,4192,1,416,5,0,21,1,-2.0
142,-2,0,3,1,-2,-2,-2,1,-2,3449,2923,-2,1,-2,1,-2,1,-9,3956,75,5,1,-2,0,65,0,-2,9,1,1,1,-2,0,-2,3,65,1,-2,0,-2,0,2,1,0,0,0,0,65,0,2,1,-2,1,-2,5,1,-2,0,1,5,42,0,5,5,1,42,-2,-2,72,5,3,0,0,5,20,42,-2,4,4,-2,1,0,0,0,5,-2,4.917,-2,0.5,3,0,-2,-2,3,0,-2,0,65,2,2,526,5,-2,2,-2,1,-2,0,1,23,42,5,0,0,0,-2,-2,0,0,1,0,0,3,0,0,2,1,1,0,72,1,1,6,0,0,0,4,0,-2,1717,1,0,72,1,0,5,1,-2,42,2,-2,0,1,3,-2,-2,1,0,1,1601,1,1,-2,1081,1,-9,0,0,2368,5,52.58,-2,-2,0,15380.80024,0,1815,0,3968,6,-2,-2,-2,-2.0
144,4,1,5,1,3,-2,-2,1,2,1451,1367,2,0,-2,1,-2,1,1,4762,50,3,2,-2,5,69,0,-2,6,1,4,0,4,2,-2,5,62,1,-2,0,-2,1,2,41,0,0,0,-2,69,1,2,1,3,1,2,5,0,0,0,3,5,1,0,5,-2,1,1,-2,-2,80,5,2,0,0,3,20,1,-2,4,5,-2,6,1,-2,0,5,-2,0.364,-2,0.56,6,0,-2,-2,2,1,3,0,61,2,2,484,5,5,2,-2,1,-2,0,1,23,1,5,5,0,0,-2,3,-2,1,1,0,0,6,1,0,2,0,1,1,70,2,1,14,0,0,0,3,1,-2,251,2,0,75,41,0,5,1,2,30,1,-2,1,1,2,-2,2,1,0,1,682,1,5,-2,400,2,1,1,0,1451,5,52.66,-2,0,0,8788.326240999999,0,548,5,3885,6,0,-2,1,-2.0
146,5,1,4,1,2,-2,-2,1,3,3655,650,2,1,-2,0,0,1,1,1493,493,3,3,-2,4,73,1,-2,8,1,8,0,5,0,3,3,62,1,-2,0,-2,1,2,2,0,0,1,-2,73,0,1,1,1,1,2,2,1,0,0,4,5,2,0,-2,5,1,2,-2,2,77,2,4,0,0,2,10,2,-2,5,4,-2,2,0,-2,0,2,0,15.427,-2,0.4,-2,0,1,1,1,0,2,0,72,5,-2,3655,4,-2,3,1,1,-2,0,1,5,2,5,7,0,0,1,3,-2,1,1,0,0,4,1,0,4,1,1,1,72,-2,0,10,1,0,1,5,1,5,4185,2,0,77,-2,0,5,1,-2,50,2,1,0,1,6,2,3,1,1,1,341,1,5,-2,650,2,1,1,0,3655,4,68.77,0,0,0,13926.81379,1,3226,7,1590,8,0,-2,1,-2.0
