,TVONWD2,PRKGPLC1,SIZRFRI1,INTERNET,TVTYPE2,WDPELLET,USENOTMOIST,USEEL,SIZEOFGARAGE,TOTSQFT_EN,TOTUCSQFT,OUTGRILLFUEL,OUTLET,WDOTHER,ELWATER,ATTICFIN,ELFOOD,ESCWASH,HDD30YR,CDD80,BEDROOMS,NCOMBATH,DNTHEAT,WASHLOAD,TEMPGONE,HIGHCEIL,FOPAY,TOTROOMS,PERIODEL,YEARMADERANGE,CELLAR,TVONWE2,EMPLOYHH,USECENAC,ROOFTYPE,TEMPNITE,NUMFRIG,WOODLOGS,SWIMPOOL,POOL,INWIRELESS,TYPEHUQ,WHEATAGE,LPWARM,NOTMOIST,ATTIC,BASECOOL,TEMPHOME,EQUIPAUX,COOLTYPE,CWASHER,AGEFRZR,ELCOOL,WASHTEMP,DRYRFUEL,STOVE,GARGHEAT,SDESCENT,WHEATSIZ,ATHOME,AGEDW,SOLWATER,STOVENFUEL,STOVEFUEL,AIRCOND,AGECWASH,AGERFRI2,AGECENAC,TEMPGONEAC,FUELH2O,DRAFTY,FOWATER,USENG,TVTYPE1,STORIES,AGECDRYER,SIZRFRI2,EDUCATION,TVONWD1,FUELPOOL,NHSLDMEM,RECBATH,BASEHEAT,UGWATER,EQUIPAGE,ATTCCOOL,OA_LAT,PERIODFO,WSF,OVENUSE,SOLOTHER,THERMAINAC,PERIODLP,ADQINSUL,DOOR1SUM,RNSETEMP,USEWOOD,HHAGE,MONEYPY,NUMBERAC,TOTCSQFT,EQUIPM,FUELTUB,NUMCFAN,PROTHERMAC,MICRO,STUDIO,WDWATER,ELOTHER,TYPERFR1,AGERFRI1,FUELHEAT,DRYRUSE,WDWARM,FOOTHER,LPGPAY,SIZFREEZ,BASEFIN,NUMFREEZ,ELWARM,UGWARM,FOWARM,NUMMEAL,OUTGRILL,UGOTH,TVSIZE1,ICE,HEATHOME,NHAFBATH,TEMPNITEAC,USEWWAC,STOVEN,AMTMICRO,LPWATER,USESOLAR,LPOTHER,OTHROOMS,PROTHERM,OVENFUEL,CDD30YR,TOPFRONT,LPCOOK,TEMPHOMEAC,WWACAGE,USEFO,FUEL_HEAT,KOWNRENT,USEMOISTURE,WINDOWS,HHSEX,CENACHP,MOISTURE,DISHWASH,WALLTYPE,FUELH2O2,TVSIZE2,THERMAIN,USELP,DRYER,HDD50,COFFEE,TVCOLOR,PERIODNG,TOTUSQFT,TYPEGLASS,ESDISHW,ESFRIG,AUDIT,TOTHSQFT,TVONWE1,GWT,ATTCHEAT,GARGCOOL,UGCOOK,NWEIGHT,OVEN,CDD65,DWASHUSE,HDD65,OCCUPYYRANGE,SWAMPCOL,TYPERFR2,UPRTFRZR,WOODAMT
1,1,0,4,1,1,-2,-2,1,-2,759,0,23,0,-2,1,-2,1,-2,2178,417,2,1,-2,-2,70,0,-2,4,5,5,0,2,2,-2,3,72,1,-2,0,-2,0,2,1,0,0,0,-2,75,1,2,0,41,1,-2,-2,0,-2,0,1,1,-2,0,5,-2,1,-2,-2,-2,80,5,4,0,0,1,10,-2,-2,2,5,-2,2,0,-2,0,1,-2,13.189,-2,0.4,5,0,-2,-2,2,0,-2,0,60,2,4,759,9,-2,3,-2,1,-2,0,1,21,1,5,-2,0,0,-2,2,-2,1,1,0,0,3,1,0,2,1,1,0,74,1,1,20,0,0,0,2,1,-2,2494,-2,0,76,3,0,5,1,1,20,1,-2,1,0,3,-2,1,1,0,0,466,0,2,-2,0,1,-2,1,0,759,5,67.36,-2,-2,0,14410.19627,0,2795,-2,1915,6,0,-2,2,-2.0
9,2,1,4,1,3,-2,-2,1,2,1230,400,-2,1,-2,1,0,1,1,1528,598,3,2,-2,20,70,0,-2,6,1,2,0,3,1,2,5,65,1,-2,0,-2,1,2,2,0,0,1,-2,70,1,1,1,-2,1,3,5,0,0,0,3,5,1,0,5,-2,1,3,-2,42,70,5,3,0,0,3,10,3,-2,4,3,-2,4,0,-2,0,42,0,12.178,-2,0.45,5,0,1,-2,3,0,3,0,48,6,-2,1230,3,-2,4,1,1,-2,0,1,21,1,5,20,0,0,-2,-2,-2,0,1,0,0,2,0,0,3,1,1,0,65,-2,1,15,0,0,0,3,1,-2,3022,1,0,67,-2,0,5,2,-2,42,1,0,0,1,1,-2,2,1,0,1,241,1,3,-2,400,1,1,1,0,1230,3,70.88,0,0,0,43359.15609,0,3390,19,1400,7,0,-2,-2,-2.0
11,2,0,3,1,1,-2,-2,1,-2,600,600,-2,1,-2,0,-2,0,0,4740,103,1,1,-2,1,64,0,-2,4,1,1,0,2,1,-2,5,68,1,-2,0,-2,1,2,2,0,0,0,-2,70,1,-2,1,-2,0,2,1,0,-2,0,1,5,-2,0,1,-2,0,3,-2,-2,-2,1,3,0,1,1,10,3,-2,3,2,-2,1,0,-2,1,42,-2,6.233,-2,0.53,1,0,-2,-2,3,0,2,0,24,1,-2,0,3,-2,2,-2,1,-2,0,1,22,3,5,1,0,0,-2,-2,-2,0,1,0,0,4,0,1,3,0,1,0,-2,-2,1,4,0,0,0,3,0,-2,1143,1,0,-2,-2,0,5,2,-2,30,1,-2,0,0,4,-2,3,1,0,1,1473,0,2,1,0,1,-2,0,-9,600,2,55.86,-2,-2,1,46656.39005,0,1706,-2,4007,8,-2,-2,-2,-2.0
12,4,1,3,1,1,-2,-2,1,2,1884,400,-2,1,-2,1,0,1,-9,1593,301,3,2,-2,5,50,0,-2,5,1,8,0,4,0,2,5,65,2,-2,0,-2,1,2,1,0,0,1,-2,69,1,1,1,-2,1,3,5,0,0,0,2,5,2,0,5,-2,1,1,42,1,75,5,3,0,1,1,10,1,3,2,3,-2,1,0,-2,0,2,0,21.604,-2,0.38,8,0,1,-2,3,0,3,0,83,2,-2,1884,3,-2,5,0,1,-2,0,1,21,3,5,5,0,0,-2,-2,-2,0,1,1,0,3,0,0,2,0,1,0,69,-2,1,25,0,0,0,2,1,-2,2650,1,0,70,-2,0,5,2,-2,41,1,0,0,1,1,-2,2,1,0,1,233,1,3,5,400,1,1,0,0,1884,3,70.79,0,0,0,19773.98254,0,2935,2,1327,8,0,21,-2,-2.0
13,1,-2,3,1,1,-2,-2,1,-2,782,586,-2,-2,-2,0,-2,1,-2,6882,46,2,1,-2,-2,55,0,-2,4,1,4,-2,1,1,-2,-2,55,1,-2,-2,-2,1,5,1,0,0,-2,-2,66,0,2,0,-2,1,-2,-2,0,-2,0,-2,0,-2,0,5,-2,1,-2,-2,-2,80,1,4,0,1,3,-2,-2,-2,4,2,-2,2,0,-2,1,5,-2,3.583,-2,0.57,6,0,-2,-2,2,0,-2,0,27,2,1,196,5,-2,0,-2,1,0,0,1,22,41,5,-2,0,0,-2,-2,-2,0,1,0,0,3,0,0,2,0,1,0,75,2,1,4,0,0,0,2,0,-2,604,-2,0,80,3,0,5,2,2,30,1,-2,1,0,1,-2,1,1,0,0,3134,1,2,5,0,2,-2,-8,0,782,3,48.86,-2,-2,0,13323.80513,0,674,-2,6449,8,-2,-2,-2,-2.0
15,2,-2,3,1,1,-2,-2,1,-2,1597,0,-2,-2,-2,1,-2,1,1,1308,475,3,2,-2,9,60,0,-2,6,2,8,-2,2,0,2,-2,66,1,-2,-2,-2,1,5,2,0,0,-2,-2,60,0,1,1,-2,1,3,5,0,-2,0,1,5,5,0,5,-2,1,1,-2,1,70,5,4,0,0,3,-2,2,-2,4,3,-2,5,0,-2,0,2,-2,23.238000000000003,-2,0.37,8,0,1,-2,2,2,3,0,33,7,-2,1597,3,-2,4,0,1,0,0,1,22,2,5,9,0,0,-2,-2,-2,0,1,0,0,1,0,0,3,0,1,1,66,-2,1,20,0,0,0,3,0,-2,2942,1,0,68,-2,0,5,2,-2,20,1,0,0,1,4,-2,2,1,0,1,130,1,2,-2,0,2,0,0,-9,1597,3,71.69,-2,-2,0,52454.76377,0,3705,9,1013,8,0,-2,-2,-2.0
23,1,-2,4,0,3,-2,-2,1,-2,1688,0,-2,-2,-2,1,-2,1,-9,3738,21,2,2,-2,2,74,1,-2,5,5,7,-2,1,0,1,-2,74,1,-2,-2,-2,-2,5,41,0,0,-2,-2,74,0,1,1,-2,1,2,5,0,-2,0,1,0,41,0,5,-2,1,41,-2,41,74,5,4,0,0,2,-2,41,-2,4,2,-2,1,0,-2,0,41,-2,7.791,-2,0.48,14,0,1,-2,1,0,3,0,85,2,-2,1688,3,-2,0,1,1,0,0,1,22,41,5,2,0,0,-2,-2,-2,0,1,0,0,4,0,0,3,0,1,0,71,-2,1,15,0,0,0,3,1,-2,1549,2,0,71,-2,0,5,2,-2,20,1,0,0,1,3,-2,1,1,0,1,1493,0,2,-2,0,2,-9,-9,0,1688,3,57.3,-2,-2,0,34846.5948,0,1369,2,3981,7,-2,-2,-2,-2.0
25,2,0,4,1,1,-2,-2,1,-2,1565,0,-2,0,-2,1,0,1,1,5109,76,3,2,-2,4,68,1,-2,5,1,5,0,1,1,3,2,72,1,-2,0,-2,1,3,41,0,0,1,-2,72,1,1,1,-2,1,2,5,0,-2,0,2,0,5,0,5,-2,1,3,-2,5,76,5,1,0,0,1,20,3,-2,4,2,-2,1,0,-2,0,5,0,5.263,-2,0.53,0,0,1,-2,3,1,2,0,49,6,-2,1565,3,-2,0,1,1,-2,0,1,5,1,5,4,0,0,-2,-2,-2,0,1,0,0,2,0,0,2,0,1,1,74,-2,1,7,0,0,0,2,1,-2,960,2,0,74,-2,0,5,1,5,30,1,1,1,1,3,-2,1,1,0,1,2044,0,2,-2,0,2,0,1,1,1565,2,50.67,0,-2,0,17241.34428,0,1205,0,4876,8,-2,-2,-2,-2.0
27,5,0,3,0,3,-2,-2,1,-2,1144,686,-2,0,-2,1,0,1,0,3802,123,3,1,-2,2,68,0,-2,5,1,4,0,5,0,-2,5,68,1,-2,0,-2,-2,2,3,0,0,1,-2,68,0,2,1,-2,1,3,5,0,-2,0,2,5,-2,0,5,-2,1,3,-2,-2,68,5,3,0,0,3,10,3,-2,2,5,-2,2,0,-2,0,5,0,9.485,-2,0.48,1,0,-2,-2,2,0,3,0,66,3,2,458,5,-2,2,-2,1,-2,0,1,21,5,5,2,0,0,-2,-2,-2,0,1,0,0,3,0,0,2,1,1,0,68,1,1,7,0,0,0,2,0,-2,1536,1,0,68,2,0,5,1,-2,41,2,-2,0,0,3,-2,2,1,0,1,1222,0,2,-2,0,2,-2,0,0,1144,5,58.19,0,-2,0,20302.2572,0,1780,-2,3585,6,-2,-2,-2,-2.0
32,1,-2,2,1,1,-2,-2,1,-2,994,994,-2,-2,-2,0,-2,1,-2,5541,29,2,1,-2,-2,65,0,-2,5,1,1,-2,1,0,-2,-2,70,1,-2,-2,-2,1,5,41,0,0,-2,-2,65,0,-2,0,2,0,-2,-2,0,-2,0,-2,3,41,0,5,-2,0,-2,-2,-2,-2,1,1,0,1,2,-2,-2,-2,4,3,-2,1,0,-2,1,41,-2,3.35,-2,0.51,2,0,-2,-2,4,0,-2,0,50,1,-2,0,10,-2,0,-2,1,0,0,1,1,41,5,-2,0,0,-2,2,-2,1,1,0,0,4,0,0,2,0,1,0,-2,-2,1,7,0,0,0,3,-2,-2,759,-2,0,-2,-2,0,5,2,-2,20,1,-2,0,1,1,-2,2,0,0,0,2371,1,4,5,0,1,0,0,-9,994,3,48.51,-2,-2,0,27889.56399,0,774,0,5401,7,-2,-2,2,-2.0
33,-2,-2,3,1,-2,-2,-2,1,-2,1123,0,-2,-2,-2,1,-2,1,0,5399,6,1,1,-2,5,70,0,-2,4,5,4,-2,-2,0,2,-2,70,1,-2,-2,-2,1,5,2,0,0,-2,-2,73,0,1,1,-2,1,2,5,0,-2,0,-2,5,1,0,5,-2,1,1,-2,1,78,5,4,0,0,3,-2,1,-2,4,4,-2,1,0,-2,0,1,-2,5.527,-2,0.44,0,0,1,-2,1,0,3,0,84,3,-2,1123,4,-2,0,0,1,0,0,1,22,1,5,4,0,0,-2,-2,-2,0,1,0,0,4,0,0,2,0,1,1,72,-2,1,10,0,0,0,3,1,-2,824,1,0,72,-2,0,5,1,-2,30,1,1,0,1,2,-2,-2,1,0,1,2480,0,1,-2,0,2,0,0,0,1123,4,51.81,-2,-2,0,13072.70293,0,959,4,5411,8,-2,-2,-2,-2.0
34,-2,1,4,1,-2,-2,-2,1,2,1466,400,-2,0,-2,1,-2,1,1,2854,104,3,2,-2,1,62,0,-2,6,1,4,0,-2,1,5,2,67,1,-2,0,-2,1,3,2,0,0,0,-2,68,0,1,1,-2,1,2,5,0,0,0,2,2,3,0,5,-2,1,1,-2,3,85,5,3,0,0,3,20,1,-2,5,2,-2,1,0,-2,0,5,-2,8.727,-2,0.39,0,0,1,-2,2,0,2,0,37,5,-2,1466,5,-2,4,1,1,-2,0,1,21,3,5,1,0,0,-2,-2,-2,0,1,0,0,3,0,0,3,0,1,1,70,-2,1,10,0,0,0,3,1,-2,1854,1,0,75,-2,0,5,1,-2,20,2,0,0,1,5,-2,-2,1,0,1,810,0,1,-2,400,1,1,1,0,1466,2,62.48,-2,0,0,17712.928030000006,0,1959,1,2616,8,0,-2,-2,-2.0
36,3,1,3,0,3,-2,-2,1,2,3298,3698,2,1,-2,1,1,1,0,1676,354,3,2,-2,9,65,0,-2,9,1,5,0,3,0,-2,2,65,3,-2,0,-2,-2,2,5,0,0,1,-2,70,0,-2,1,3,0,2,5,0,0,0,3,5,-2,0,5,-2,0,3,41,-2,-2,5,4,0,0,3,10,3,3,3,3,-2,3,0,-2,0,3,-2,20.16,-2,0.42,5,0,-2,-2,1,0,2,0,50,2,-2,0,3,-2,5,-2,1,-2,0,1,21,3,5,9,0,0,-2,1,-2,1,1,0,0,6,1,0,2,1,1,0,-2,-2,1,15,0,0,0,6,1,-2,2504,1,0,-2,-2,0,5,1,-2,30,2,-2,0,0,1,-2,1,1,0,1,154,1,4,-2,952,3,-2,0,0,2746,3,70.24,0,-2,0,16653.49004,0,2921,-2,1288,5,0,21,2,-2.0
39,5,0,3,1,5,-2,-2,1,-2,1050,875,23,0,-2,1,-2,1,0,3244,198,3,1,-2,5,72,1,-2,6,5,4,0,5,0,-2,5,72,1,-2,0,-2,0,2,1,0,0,0,-2,72,1,2,1,-2,1,3,5,0,-2,0,2,5,-2,0,5,-2,1,41,-2,-2,70,5,4,0,0,5,10,41,-2,1,5,-2,3,0,-2,0,1,-2,6.464,-2,0.42,3,0,-2,-2,1,0,3,0,55,1,1,175,3,-2,0,-2,1,-2,0,1,22,41,5,5,0,0,-2,-2,-2,0,1,0,0,3,1,0,2,0,1,0,70,1,1,7,0,0,0,3,-2,-2,1665,1,0,70,1,0,5,2,-2,41,1,-2,0,0,3,-2,1,0,0,1,643,0,4,-2,0,1,-2,0,0,1050,5,60.1,-2,-2,0,47749.15653,0,1998,-2,2511,8,0,-2,-2,-2.0
43,-2,-2,3,1,-2,-2,-2,1,-2,811,0,-2,-2,-2,1,-2,1,-2,6239,25,2,1,-2,-2,64,0,-2,4,1,5,-2,-2,1,4,-2,67,1,-2,-2,-2,1,5,41,0,0,-2,-2,67,0,1,0,-2,1,-2,-2,0,-2,0,1,5,2,0,5,-2,1,-2,-2,5,75,5,4,0,0,3,-2,-2,-2,4,5,-2,3,0,-2,0,3,-2,3.216,-2,0.55,7,0,1,-2,1,0,-2,0,24,4,-2,811,3,-2,0,0,1,0,0,1,23,3,5,-2,0,0,-2,-2,-2,0,1,0,0,2,0,0,2,0,1,0,71,-2,1,7,0,0,0,2,0,-2,638,-2,0,71,-2,0,5,2,-2,20,2,0,0,1,1,-2,-2,1,0,0,3063,0,1,-2,0,2,1,1,0,811,4,48.71,-2,-2,0,24106.01907,0,768,3,6404,8,-2,-2,-2,-2.0
46,1,1,4,1,1,-2,-2,1,2,1492,1892,2,1,-2,1,-2,1,-9,4959,0,2,2,-2,3,55,1,-2,3,1,8,0,2,1,-2,5,55,2,-2,0,-2,1,3,1,0,0,0,-2,65,0,-2,1,-2,0,2,5,0,0,0,2,0,1,0,5,-2,0,1,41,-2,-2,5,4,0,0,1,31,1,1,3,2,-2,2,0,-2,0,1,-2,1.5719999999999998,-2,0.54,2,0,-2,-2,1,1,2,0,25,6,-2,0,5,-2,0,-2,1,-2,0,1,21,1,5,3,0,0,-2,-2,-2,0,1,0,0,3,1,0,2,1,1,1,-2,-2,1,5,0,0,0,1,0,-2,116,1,0,-2,-2,0,5,2,-2,20,2,-2,0,1,3,-2,2,1,0,1,937,1,2,-2,400,2,-9,-9,0,1492,2,50.52,-2,-2,0,7624.840738,0,213,2,4355,8,0,-2,-2,-2.0
47,2,1,3,1,3,-2,-2,1,1,1570,250,23,0,-2,1,0,1,-9,3351,133,3,1,-2,6,78,0,-2,6,1,4,0,3,1,1,3,78,1,-2,0,-2,0,2,3,0,0,1,-2,78,0,1,1,-2,1,2,5,0,0,0,2,0,-2,0,5,-2,1,3,-2,3,75,5,4,0,0,3,10,3,-2,2,3,-2,6,0,-2,0,3,0,6.817,-2,0.42,3,0,1,-2,1,1,2,0,30,1,-2,1570,3,-2,2,0,1,-2,0,1,22,3,5,6,0,0,-2,-2,-2,0,1,0,0,2,1,0,3,0,1,1,75,-2,1,5,0,0,0,3,0,-2,1611,1,0,75,-2,0,5,2,-2,30,1,0,0,0,1,-2,3,1,0,1,708,0,4,-2,250,1,-2,-9,0,1570,3,60.79,0,0,0,24218.45034,0,2144,-2,2464,8,0,-2,-2,-2.0
48,3,0,3,1,5,-2,-2,1,-2,1632,0,-2,0,-2,1,-2,1,-9,1122,509,3,2,-2,7,80,0,-2,6,1,3,0,2,0,2,2,80,1,-2,0,-2,1,2,3,0,0,0,-2,70,0,1,1,-2,1,3,5,0,-2,1,2,1,-2,0,5,-2,1,2,-2,42,70,5,4,0,0,2,10,2,-2,1,3,-2,5,0,-2,0,5,-2,21.399,-2,0.4,0,0,1,-2,1,1,3,0,33,4,-2,1632,3,-2,2,1,1,-2,0,1,1,1,5,7,0,0,-2,-2,-2,0,1,0,0,2,0,0,3,0,1,0,70,-2,1,0,0,0,0,3,0,-2,3370,1,0,70,-2,0,5,1,-2,20,1,0,0,0,1,-2,2,1,0,1,147,1,2,-2,0,1,-2,-9,0,1632,3,69.91,-2,-2,0,24478.43262,0,3454,-2,1141,6,0,-2,-2,-2.0
50,-2,1,2,1,-2,1,3,1,1,1470,1400,-2,1,1,1,-2,1,-9,6389,0,2,1,-2,3,70,0,-2,3,1,4,1,-2,0,-2,5,70,3,1,0,-2,1,2,5,0,1,0,0,70,1,2,1,2,1,2,5,0,0,0,1,5,-2,0,5,-2,1,41,3,-2,74,5,4,0,0,2,10,5,4,2,4,-2,2,0,1,0,5,-2,2.645,-2,0.56,3,0,-2,-2,1,0,2,1,85,1,1,320,5,-2,0,-2,1,-2,0,1,1,41,5,3,1,0,-2,1,1,1,1,0,0,1,0,0,3,0,1,0,72,1,1,14,0,0,0,1,0,-2,525,1,0,72,5,0,5,3,-2,41,2,-2,0,0,3,-2,-2,1,0,1,3043,1,1,-2,250,2,-2,-9,0,1470,4,47.29,-2,0,0,27570.13073,0,617,-2,6202,6,-2,22,2,0.7
52,1,1,3,0,5,-2,-2,1,1,1125,1000,-2,1,-2,0,-2,0,-9,1467,594,2,1,-2,0,50,0,-2,6,1,1,0,1,0,-2,5,70,1,-2,0,-2,-2,2,3,0,0,0,-2,75,0,2,1,-2,1,-2,5,0,0,1,3,5,-2,0,1,-2,1,3,-2,-2,90,1,1,0,1,2,10,2,-2,2,3,-2,1,0,-2,1,1,-2,12.02,-2,0.45,0,0,-2,-2,1,0,-2,0,71,1,2,375,10,-2,2,-2,1,-2,0,1,22,2,5,0,0,0,-2,-2,-2,0,1,0,0,1,0,0,3,1,1,0,90,4,1,21,0,0,0,4,-2,-2,3218,1,0,90,2,0,5,1,-2,41,2,-2,0,0,3,-2,1,0,0,1,245,1,2,1,250,1,-2,-9,0,1125,4,70.98,-2,0,1,14411.32487,0,3318,-2,1431,4,0,-2,-2,-2.0
55,2,1,3,1,1,-2,-2,1,2,3060,400,2,1,-2,1,-2,1,1,8765,0,2,2,-2,7,71,0,-2,6,1,8,0,2,1,2,5,71,1,-2,0,-2,1,2,1,1,0,0,-2,71,1,1,1,41,1,2,5,0,1,0,3,5,1,0,5,-2,1,1,-2,1,78,5,4,0,0,3,10,1,-2,5,3,-2,2,0,-2,0,1,-2,1.2819999999999998,-2,0.57,1,0,1,1,1,1,3,0,55,7,-2,2660,6,-2,1,0,1,-2,0,1,5,1,5,7,0,0,1,4,-2,1,1,0,0,3,1,0,3,1,1,0,73,-2,1,15,0,0,0,4,0,-2,394,2,0,73,-2,0,5,1,-2,41,1,0,0,1,3,-2,3,1,1,1,4782,1,2,-2,0,2,1,1,0,3060,4,42.05,-2,0,0,18509.76615,0,400,4,8124,8,-2,-2,2,-2.0
56,-2,0,4,1,-2,-2,-2,1,-2,1240,0,2,1,-2,0,0,0,1,1256,39,2,1,-2,3,68,0,-2,4,1,5,0,-2,1,4,2,68,1,-2,0,-2,1,3,1,0,0,1,-2,72,1,1,1,-2,1,3,5,0,-2,0,4,0,2,0,1,-2,1,3,-2,5,80,1,2,0,1,3,20,3,-2,3,3,-2,1,0,-2,1,2,0,1.965,-2,0.36,1,0,1,-2,3,1,3,0,42,4,-2,1240,10,-2,4,1,1,-2,0,1,22,3,5,3,0,0,-2,-2,-2,0,1,1,0,4,1,0,3,0,1,1,70,-2,1,3,0,0,0,2,0,-2,863,1,0,74,-2,0,5,1,-2,30,1,0,0,1,5,-2,-2,1,0,1,1,1,1,1,0,1,0,0,0,1240,4,65.95,0,-2,1,5894.1947420000015,0,1523,1,689,8,0,-2,-2,-2.0
61,-2,-2,4,1,-2,-2,-2,1,-2,822,0,-2,-2,-2,1,-2,1,-2,148,650,0,1,-2,-2,70,0,-2,1,1,7,-2,-2,0,1,-2,60,1,-2,-2,-2,1,5,1,0,0,-2,-2,70,0,1,0,-2,1,-2,-2,0,-2,0,2,5,2,0,5,-2,1,-2,-2,2,75,5,3,0,0,2,-2,-2,-2,2,4,-2,1,0,-2,0,1,-2,30.676,-2,0.38,0,0,1,-2,1,1,-2,0,20,1,-2,822,4,-2,0,1,1,1,0,1,22,1,5,-2,0,0,-2,-2,-2,0,1,0,0,1,0,0,3,0,1,1,62,-2,1,5,0,0,0,1,1,-2,4298,-2,0,60,-2,0,5,2,-2,10,2,1,0,1,2,-2,-2,1,0,0,0,0,1,-2,0,1,-9,-9,0,822,4,79.89,-2,-2,0,20093.18891,0,5039,0,93,8,0,-2,-2,-2.0
64,-2,-2,3,1,-2,-2,-2,1,-2,745,745,-2,-2,-2,0,-2,1,-2,2545,115,1,1,-2,-2,68,0,-2,2,1,3,-2,-2,0,-2,-2,55,1,-2,-2,-2,1,5,41,0,0,-2,-2,72,0,-2,0,-2,0,-2,-2,0,-2,0,-2,1,42,0,5,-2,0,-2,-2,-2,-2,1,4,0,1,3,-2,-2,-2,5,2,-2,1,0,-2,1,5,-2,0.017,-2,0.51,2,0,-2,-2,2,1,-2,0,76,1,-2,0,5,-2,0,-2,0,0,0,1,22,42,5,-2,0,0,-2,-2,-2,0,1,0,0,3,0,0,1,0,1,0,-2,-2,1,-2,0,0,0,1,0,-2,1341,-2,0,-2,-2,0,5,2,-2,20,2,-2,0,1,4,-2,-2,1,0,0,185,0,1,5,0,1,0,1,0,745,2,61.91,-2,-2,0,16050.14949,0,1541,0,2019,7,0,-2,-2,-2.0
68,2,1,3,0,3,1,-2,1,1,1175,1190,2,0,0,1,0,1,0,6078,104,3,2,-2,4,55,0,-2,5,1,2,0,2,1,-2,5,60,1,1,0,-2,-2,2,3,0,0,1,-2,66,1,2,1,3,1,2,5,1,0,1,2,2,-2,0,5,5,1,2,-2,-2,75,5,3,0,0,2,10,3,-2,1,3,-2,2,0,-2,0,3,0,0.0,-2,0.6,1,0,-2,-2,1,1,2,1,64,3,1,235,3,-2,0,-2,1,-2,0,1,21,3,5,4,1,0,-2,2,-2,1,1,0,0,1,1,0,3,1,1,0,75,4,1,6,0,0,0,2,-2,-2,700,2,0,75,2,0,5,1,-2,41,2,-2,0,0,5,-2,2,0,0,1,1999,0,2,-2,250,2,-2,0,0,1175,3,52.11,0,0,0,18109.06173,0,1295,-2,4870,8,0,-2,2,0.5
69,4,0,4,1,3,-2,-2,1,-2,1382,0,-2,0,-2,1,-2,1,0,2627,105,2,1,-2,5,76,0,-2,5,1,4,0,4,1,1,5,69,1,-2,0,-2,1,3,41,0,0,0,-2,76,0,1,1,-2,1,1,5,0,-2,0,2,2,-2,0,5,-2,1,3,-2,3,71,5,3,0,0,3,20,3,-2,3,5,-2,2,0,-2,0,3,-2,11.589,-2,0.37,4,0,1,-2,2,1,1,0,25,2,-2,1382,5,-2,0,0,1,-2,0,1,22,42,5,5,0,0,-2,-2,-2,0,1,0,0,4,0,0,2,0,1,1,65,-2,1,7,0,0,0,3,0,-2,1956,1,0,71,-2,0,5,2,-2,20,1,0,0,0,7,-2,1,1,0,1,599,0,3,-2,0,2,-2,0,0,1382,5,63.04,-2,-2,0,10212.44273,0,2231,-2,2069,8,0,-2,-2,-2.0
73,2,1,4,1,1,-2,8,1,2,3572,1552,2,1,-2,1,0,1,1,2861,130,4,3,-2,6,66,1,-2,12,1,7,1,3,0,1,5,66,2,-2,1,1,1,2,41,0,1,1,1,66,0,1,1,3,1,3,5,0,0,0,3,5,2,0,5,-2,1,2,3,1,75,5,4,0,0,1,10,2,3,5,3,5,4,1,1,0,1,0,10.327,-2,0.37,1,0,1,-2,1,0,2,0,61,8,-2,2420,4,-2,3,1,1,-2,0,1,5,3,5,5,0,0,-2,3,1,1,1,0,0,3,1,0,3,1,1,0,75,-2,1,20,0,0,0,8,1,-2,1645,2,0,75,-2,0,5,1,-2,50,1,1,0,1,1,-2,3,1,0,1,625,1,3,-2,1168,2,1,1,0,2804,4,62.34,0,0,0,24745.29793,0,2008,3,2340,7,0,22,1,-2.0
76,-2,1,4,1,-2,0,-2,1,2,2044,400,2,1,0,1,0,1,-9,2060,456,3,2,-2,3,66,0,-2,5,1,7,0,-2,1,2,5,68,1,1,0,-2,1,2,3,0,0,1,-2,68,1,1,1,-2,1,2,5,0,0,0,2,4,2,0,5,-2,1,2,-2,41,76,5,4,0,0,1,20,2,-2,3,4,-2,3,0,-2,0,42,0,11.181,-2,0.5,4,0,1,-2,1,0,2,1,31,6,-2,2044,3,-2,4,1,1,-2,0,1,21,2,5,5,1,0,-2,-2,-2,0,1,0,0,2,1,0,3,1,1,1,74,-2,1,10,0,0,0,2,1,-2,2641,1,0,74,-2,0,5,1,-2,41,2,0,0,1,1,-2,-2,1,0,1,510,1,1,-2,400,2,-9,-9,0,2044,4,67.61,0,0,0,22657.69701,0,2830,2,1941,8,0,-2,-2,0.5
77,2,1,3,1,5,-2,-2,1,2,1862,2262,-2,1,-2,1,-2,1,1,4950,0,3,2,-2,20,65,1,-2,7,1,6,0,2,1,-2,5,67,1,-2,0,-2,1,2,3,0,0,0,-2,68,0,-2,1,-2,0,2,5,0,0,0,3,5,41,0,5,-2,0,42,-2,-2,-2,5,4,0,0,2,10,42,-2,3,3,-2,5,0,-2,0,42,-2,0.426,-2,0.52,7,0,-2,-2,1,0,3,0,27,2,-2,0,5,-2,0,-2,1,-2,0,1,21,41,5,20,0,0,-2,-2,-2,0,1,0,0,1,0,0,3,1,1,0,-2,-2,1,7,0,0,0,4,-2,-2,246,2,0,-2,-2,0,5,2,-2,41,2,-2,0,1,3,-2,1,0,0,1,964,1,3,-2,400,2,1,1,0,1862,3,50.34,-2,-2,0,19982.76995,0,582,7,4059,8,0,-2,-2,-2.0
