,ELUSED,STHW,STDNRM,PKGCL,FACIL,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,DHHT1,SOUSED,HEATP,NWKER,FLUORP,FURNAC,RFGEQP,CAPGEN,RCAC,OPEN24,RDCLNF,GOVOWN,CWUSED,ELMANU,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,LTOHRP,HTPMPC,STUSED,DHCOOL,WATR,SQFT,BOILER,DHOTH,DAYLTP,WLCNS,SERVER,NOCC,DHCNS,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,ONEACT,ELWATR,ELCNS,OTLT,DHWATR,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,DHMANU,WOUSED,PUBID,WKHRSC,GENR,DHHT2,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,DHEXP,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,CHWT,ELEXP,DHCOOK,CHILLR,MAINCL,PRUSED,FLUOR,CFLR,STHWP,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
5727,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,95.0,1.0,90.0,1.0,1.0,2,1.0,2.0,100.0,625.0,40.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,95.0,2.0,1,2.0,1,700000,2.0,2.0,40.0,1.0,2.0,1,61498.0,995,1.0,13,2019876.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,1.0,2.0,10149239.0,2.0,1.0,1.0,2,6.0,1956,3360,2.0,2.0,2.0,5728,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1010765.0,1.0,2.0,1.0,2.0,50.0,4.0,2,2.0,1.0,1007632.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,2.0,1.0
5734,1,1.0,1.0,2.0,1.0,2.0,1,1.0,2.0,5.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,49.0,80.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,200000,2.0,2.0,50.0,1.0,1.0,1,28265.0,1999,2.0,13,1270862.0,1,1.0,2.0,12.0,2.0,2.0,2,1.0,2.0,2.0,1.0,1.0,2.0,1985404.0,2.0,1.0,2.0,2,5.0,1409,3979,2.0,2.0,2.0,5735,7.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1.0,972241.0,1.0,2.0,1.0,2.0,10.0,4.0,2,2.0,2.0,298621.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,4.0,1.0,2.0,1.0,2.0,1.0
5827,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,650.0,90.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,182000,2.0,2.0,0.0,3.0,1.0,1,15151.0,1972,1.0,2,1009127.0,1,1.0,2.0,12.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,2.0,6660730.0,2.0,1.0,1.0,1,2.0,1187,4238,2.0,2.0,2.0,5828,7.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2.0,528767.0,1.0,2.0,1.0,2.0,49.0,4.0,1,1.0,1.0,341128.0,1.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,1.0,1.0
5832,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,10.0,4.0,1.0,90.0,2.0,55.0,1.0,1.0,2,1.0,2.0,95.0,1725.0,70.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,85.0,2.0,1,1.0,1,1500000,2.0,2.0,5.0,1.0,1.0,1,36187.0,1994,1.0,2,2506491.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,10180989.0,2.0,1.0,1.0,2,995.0,1290,3800,2.0,2.0,2.0,5833,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1073825.0,1.0,2.0,1.0,2.0,175.0,4.0,2,1.0,2.0,1355466.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,1.0,1.0
5856,1,1.0,2.0,2.0,2.0,1.0,1,1.0,1.0,9.0,4.0,1.0,90.0,1.0,168.0,2.0,2.0,2,1.0,2.0,100.0,500.0,100.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,315000,2.0,2.0,0.0,5.0,1.0,1,6682.0,1953,2.0,2,534497.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1.0,2.0,5488352.0,2.0,1.0,2.0,1,994.0,2374,2607,2.0,2.0,2.0,5857,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,111546.0,1.0,2.0,1.0,2.0,60.0,4.0,2,2.0,1.0,417608.0,2.0,2.0,4.0,2.0,1.0,2.0,100.0,1,6.0,2.0,2.0,1.0,2.0,2.0
5884,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,2.0,100.0,1.0,60.0,1.0,2.0,1,1.0,2.0,100.0,32.0,70.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,26500,2.0,2.0,10.0,1.0,1.0,1,1251.0,1975,2.0,14,65529.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,1.0,2.0,1.0,1.0,1.0,390840.0,2.0,2.0,1.0,2,3.0,1316,5384,2.0,2.0,2.0,5885,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,24123.0,1.0,2.0,1.0,2.0,2.0,4.0,2,2.0,2.0,41406.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,5.0,2.0,2.0,1.0,2.0,1.0
5894,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,7.0,4.0,1.0,80.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,100.0,80.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,80.0,2.0,1,2.0,1,220000,2.0,2.0,15.0,1.0,2.0,1,31831.0,2001,2.0,4,2187026.0,1,1.0,2.0,12.0,2.0,1.0,2,1.0,2.0,2.0,0.0,2.0,2.0,9491382.0,2.0,1.0,2.0,1,8.0,627,5340,2.0,2.0,2.0,5895,7.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,599171.0,1.0,2.0,1.0,2.0,100.0,4.0,2,1.0,1.0,1587341.0,2.0,2.0,4.0,1.0,1.0,1.0,100.0,1,6.0,1.0,1.0,1.0,1.0,1.0
5905,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,6.0,4.0,1.0,100.0,1.0,168.0,1.0,2.0,1,1.0,2.0,100.0,60.0,85.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,70000,2.0,2.0,0.0,3.0,2.0,1,4827.0,1959,2.0,16,168855.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,1011040.0,2.0,1.0,1.0,2,3.0,2174,1169,2.0,2.0,2.0,5906,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1.0,93431.0,1.0,2.0,1.0,2.0,12.0,4.0,1,1.0,2.0,75424.0,2.0,1.0,3.0,1.0,1.0,1.0,100.0,1,4.0,2.0,2.0,1.0,2.0,1.0
5916,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,3.0,4.0,2.0,90.0,1.0,168.0,2.0,1.0,2,1.0,2.0,100.0,8.0,95.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,106000,2.0,2.0,0.0,3.0,2.0,1,2017.0,1969,1.0,18,134384.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,1015042.0,2.0,2.0,1.0,1,4.0,2142,3150,2.0,2.0,2.0,5917,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,38461.0,1.0,2.0,1.0,2.0,60.0,4.0,2,2.0,1.0,88596.0,2.0,2.0,4.0,2.0,1.0,2.0,100.0,1,1.0,2.0,2.0,1.0,1.0,1.0
5939,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,4.0,4.0,1.0,100.0,2.0,50.0,2.0,2.0,2,1.0,2.0,100.0,16.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,100.0,2.0,2,2.0,2,11000,2.0,2.0,0.0,1.0,2.0,1,392.0,1990,2.0,14,50284.0,1,1.0,2.0,10.0,2.0,1.0,2,2.0,2.0,2.0,1.0,1.0,2.0,406514.0,2.0,2.0,1.0,2,1.0,2092,2103,2.0,2.0,2.0,5940,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,7436.0,-1.0,2.0,2.0,2.0,8.0,4.0,1,2.0,1.0,42848.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,3.0,2.0,2.0,1.0,-1.0,1.0
5944,1,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,4.0,2.0,1.0,100.0,1.0,168.0,1.0,1.0,1,1.0,2.0,100.0,10.0,85.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,50.0,2.0,2,2.0,1,196000,2.0,2.0,80.0,5.0,2.0,1,6218.0,2008,2.0,18,242955.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,1.0,1.0,1.0,2.0,1568772.0,2.0,1.0,1.0,1,5.0,747,5943,2.0,2.0,2.0,5945,7.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2.0,67456.0,1.0,2.0,2.0,2.0,4.0,4.0,1,2.0,1.0,170604.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,3.0,2.0,2.0,1.0,2.0,1.0
6004,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,9.0,4.0,2.0,80.0,1.0,168.0,1.0,2.0,2,1.0,1.0,100.0,500.0,80.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,80.0,2.0,1,2.0,1,330000,2.0,2.0,30.0,2.0,1.0,1,23178.0,1981,1.0,14,726643.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,5217221.0,2.0,1.0,1.0,1,8.0,185,7311,2.0,2.0,2.0,6005,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,383496.0,3.0,2.0,1.0,2.0,100.0,4.0,2,1.0,1.0,318135.0,2.0,2.0,7.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,2.0,1.0
6005,1,1.0,2.0,1.0,2.0,1.0,1,1.0,2.0,10.0,4.0,4.0,90.0,1.0,80.0,1.0,1.0,2,1.0,2.0,100.0,1509.0,85.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,90.0,2.0,1,2.0,1,700000,2.0,2.0,0.0,1.0,1.0,12,6614.0,1982,1.0,2,2358111.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,1.0,1.0,12712361.0,2.0,1.0,2.0,2,995.0,1254,3975,2.0,2.0,2.0,6006,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,167745.0,1.0,2.0,1.0,2.0,400.0,4.0,2,2.0,2.0,2143981.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,1.0,2.0
6024,1,1.0,2.0,1.0,2.0,2.0,1,2.0,2.0,10.0,4.0,4.0,90.0,1.0,168.0,1.0,2.0,1,1.0,2.0,90.0,1100.0,90.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,90.0,2.0,1,2.0,1,225000,2.0,2.0,20.0,2.0,1.0,4,7495.0,1966,2.0,2,530492.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,0.0,1.0,2.0,3496722.0,2.0,1.0,1.0,1,11.0,1001,4090,2.0,2.0,2.0,6025,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,221410.0,3.0,2.0,1.0,2.0,200.0,4.0,2,1.0,2.0,287146.0,2.0,1.0,3.0,2.0,1.0,1.0,90.0,1,8.0,2.0,2.0,1.0,2.0,1.0
6059,1,1.0,2.0,1.0,2.0,1.0,1,1.0,2.0,12.0,4.0,4.0,85.0,2.0,65.0,1.0,1.0,1,1.0,2.0,100.0,6500.0,95.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,1400000,2.0,2.0,20.0,3.0,1.0,1,22730.0,1974,1.0,2,4431033.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,2.0,1.0,1.0,2.0,31551230.0,2.0,1.0,2.0,1,9.0,1808,3198,2.0,2.0,2.0,6060,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,879114.0,1.0,2.0,1.0,2.0,3000.0,4.0,2,1.0,2.0,3428064.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,10.0,1.0,2.0,1.0,2.0,1.0
6061,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,7.0,4.0,1.0,100.0,1.0,70.0,1.0,1.0,1,1.0,2.0,100.0,200.0,80.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,90.0,1.0,1,2.0,1,192000,2.0,2.0,0.0,1.0,1.0,3,4536.0,1995,1.0,2,382739.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,1.0,2.0,2.0,3645033.0,2.0,1.0,1.0,1,5.0,2448,2839,1.0,2.0,2.0,6062,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,87505.0,1.0,2.0,1.0,2.0,50.0,4.0,2,1.0,1.0,263029.0,2.0,2.0,4.0,2.0,1.0,1.0,75.0,1,6.0,1.0,2.0,1.0,1.0,3.0
6063,1,1.0,1.0,2.0,1.0,1.0,1,2.0,2.0,5.0,4.0,2.0,90.0,2.0,40.0,2.0,1.0,2,1.0,2.0,100.0,40.0,90.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,1.0,1,2.0,1,25500,2.0,2.0,0.0,1.0,2.0,2,4258.0,995,1.0,2,82033.0,1,1.0,1.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,1.0,207631.0,2.0,2.0,1.0,2,3.0,807,4354,2.0,2.0,2.0,6064,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,42654.0,1.0,2.0,1.0,2.0,10.0,4.0,2,2.0,2.0,39379.0,2.0,2.0,6.0,2.0,1.0,1.0,100.0,1,4.0,2.0,2.0,1.0,1.0,1.0
6081,1,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,6.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,73.0,90.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,290000,2.0,2.0,5.0,1.0,2.0,1,6683.0,1949,2.0,16,978885.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,12792255.0,2.0,1.0,1.0,2,5.0,2074,2192,2.0,2.0,2.0,6082,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1.0,66067.0,1.0,2.0,1.0,2.0,24.0,4.0,2,1.0,1.0,912799.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,1,5.0,2.0,2.0,1.0,2.0,1.0
6108,1,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,10.0,4.0,1.0,99.0,1.0,168.0,1.0,1.0,1,1.0,2.0,95.0,1200.0,95.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,90.0,1.0,1,2.0,1,360000,2.0,2.0,10.0,1.0,1.0,1,53080.0,2008,1.0,16,2801106.0,1,1.0,1.0,12.0,2.0,1.0,1,2.0,2.0,1.0,1.0,1.0,2.0,14469625.0,2.0,2.0,1.0,1,6.0,1575,3930,2.0,2.0,2.0,6109,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1001010.0,1.0,2.0,1.0,2.0,150.0,4.0,2,1.0,1.0,1609929.0,1.0,2.0,4.0,2.0,1.0,1.0,99.0,1,10.0,2.0,2.0,1.0,1.0,1.0
6115,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,5.0,3.0,2.0,75.0,1.0,75.0,1.0,2.0,1,1.0,2.0,100.0,20.0,80.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,60.0,2.0,1,2.0,1,97000,1.0,2.0,30.0,1.0,1.0,1,5249.0,2004,2.0,14,86127.0,1,1.0,2.0,10.0,2.0,1.0,2,2.0,2.0,2.0,1.0,1.0,2.0,684240.0,2.0,1.0,1.0,1,1.0,523,6128,2.0,2.0,2.0,6116,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1,1.0,20661.0,1.0,2.0,2.0,2.0,3.0,4.0,2,2.0,2.0,61273.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,4.0,1.0,2.0,1.0,2.0,1.0
6137,1,1.0,1.0,2.0,1.0,1.0,1,2.0,2.0,8.0,4.0,2.0,85.0,1.0,168.0,1.0,1.0,1,1.0,2.0,85.0,345.0,85.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,85.0,2.0,2,2.0,1,800000,2.0,2.0,25.0,2.0,1.0,55,23033.0,2003,2.0,13,2685095.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,1.0,1.0,1.0,2.0,30599483.0,1.0,2.0,1.0,1,5.0,2984,953,2.0,2.0,2.0,6138,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,2.0,439879.0,3.0,2.0,1.0,2.0,750.0,4.0,1,1.0,1.0,2183608.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,2.0,3.0
6139,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,7.0,4.0,2.0,75.0,1.0,78.0,1.0,2.0,2,1.0,2.0,100.0,200.0,80.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,104000,2.0,2.0,0.0,9.0,1.0,12,5357.0,2003,1.0,8,246270.0,1,1.0,2.0,12.0,2.0,1.0,2,1.0,2.0,2.0,0.0,1.0,2.0,1961876.0,2.0,2.0,1.0,1,1.0,1001,7009,2.0,2.0,2.0,6140,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1,2.0,99867.0,1.0,2.0,1.0,2.0,250.0,4.0,2,1.0,1.0,144614.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,1.0,2.0,1.0,2.0,2.0
6148,1,1.0,2.0,1.0,1.0,1.0,1,1.0,2.0,9.0,4.0,1.0,90.0,1.0,60.0,1.0,1.0,2,1.0,2.0,100.0,915.0,100.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,290000,2.0,2.0,10.0,5.0,1.0,3,23893.0,1962,2.0,7,1287919.0,1,1.0,1.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1.0,1.0,6954235.0,2.0,1.0,2.0,2,11.0,1528,3954,2.0,2.0,2.0,6149,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1.0,460572.0,1.0,2.0,1.0,2.0,75.0,4.0,1,2.0,1.0,809021.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,2.0,1.0
6169,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,7.0,3.0,2.0,100.0,1.0,50.0,1.0,2.0,2,1.0,2.0,100.0,100.0,90.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,60.0,2.0,1,2.0,1,172000,2.0,2.0,20.0,1.0,1.0,1,9596.0,2000,2.0,14,328777.0,1,1.0,2.0,12.0,2.0,2.0,2,1.0,2.0,2.0,1.0,1.0,2.0,2540833.0,2.0,1.0,1.0,1,4.0,2146,2052,2.0,2.0,2.0,6170,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,128280.0,1.0,2.0,1.0,2.0,25.0,4.0,2,2.0,1.0,200370.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,2.0,1.0
6232,1,1.0,2.0,1.0,2.0,2.0,1,2.0,2.0,10.0,4.0,1.0,90.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,1500.0,95.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,1500000,2.0,2.0,10.0,1.0,1.0,30,21053.0,995,1.0,2,4035813.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,2.0,2.0,18173831.0,2.0,1.0,1.0,2,995.0,1155,4100,2.0,2.0,2.0,6233,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,899746.0,1.0,2.0,1.0,2.0,200.0,4.0,2,2.0,2.0,3083803.0,2.0,1.0,2.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,2.0,2.0
6237,1,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,6.0,4.0,2.0,80.0,2.0,50.0,1.0,2.0,1,1.0,2.0,100.0,80.0,70.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,23000,2.0,2.0,0.0,3.0,1.0,1,580.0,995,1.0,2,88172.0,1,1.0,2.0,12.0,2.0,2.0,2,1.0,1.0,1.0,0.0,1.0,2.0,609610.0,2.0,1.0,2.0,2,6.0,1881,3239,2.0,2.0,2.0,6238,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,18124.0,1.0,2.0,1.0,2.0,3.0,4.0,2,2.0,2.0,70048.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,2.0,2.0,2.0,1.0,2.0,1.0
6240,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,7.0,2.0,2.0,20.0,2.0,60.0,1.0,2.0,1,1.0,2.0,100.0,100.0,40.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,40.0,1.0,1,2.0,1,285000,2.0,2.0,10.0,5.0,2.0,1,21650.0,1965,1.0,13,522685.0,1,1.0,1.0,12.0,1.0,2.0,2,2.0,1.0,1.0,1.0,1.0,1.0,4646395.0,2.0,1.0,1.0,1,3.0,1554,2523,1.0,2.0,2.0,6241,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,183836.0,3.0,2.0,1.0,2.0,10.0,4.0,2,1.0,2.0,338771.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,1.0,1.0
6242,1,1.0,2.0,1.0,2.0,2.0,1,2.0,2.0,10.0,4.0,1.0,100.0,2.0,60.0,1.0,2.0,2,1.0,2.0,100.0,1000.0,90.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,500000,2.0,2.0,15.0,2.0,1.0,20,16407.0,995,1.0,2,1810482.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,5331655.0,2.0,1.0,1.0,2,994.0,1070,4449,2.0,2.0,2.0,6243,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,578737.0,2.0,2.0,1.0,2.0,250.0,4.0,2,1.0,2.0,1230197.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,2.0,2.0
6249,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,7.0,4.0,4.0,100.0,1.0,103.0,1.0,2.0,2,1.0,2.0,100.0,200.0,90.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,90.0,2.0,2,2.0,1,700000,2.0,2.0,5.0,2.0,1.0,2,12010.0,1961,2.0,13,766476.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1.0,2.0,9855960.0,2.0,1.0,1.0,2,7.0,1337,4828,2.0,2.0,2.0,6250,6.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1.0,67354.0,1.0,2.0,1.0,2.0,50.0,4.0,1,2.0,1.0,654274.0,2.0,1.0,4.0,2.0,1.0,1.0,100.0,1,8.0,2.0,2.0,1.0,2.0,1.0
6262,1,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,7.0,3.0,2.0,30.0,1.0,75.0,1.0,2.0,1,1.0,2.0,90.0,135.0,95.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,75.0,2.0,2,2.0,1,500000,1.0,2.0,50.0,1.0,1.0,1,8204.0,1968,1.0,14,503885.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1,3.0,927,5082,2.0,2.0,2.0,6263,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,283498.0,3.0,2.0,1.0,2.0,3.0,4.0,1,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,1.0,1.0
