,SQFT,PBA,HDD65,CDD65
1088,100001,16,3066,1972
1089,800000,16,2340,2302
1090,600000,16,5627,865
1091,98000,2,2536,1676
1092,3700,26,8092,480
1093,16750,2,6093,516
1094,198000,7,4154,1114
1095,53000,14,4554,1206
1096,57000,14,5628,626
1097,275000,16,6147,539
1098,495000,16,691,3641
1099,900000,24,4904,1087
1100,76000,2,6845,725
1101,6100,7,4199,1336
1102,205000,14,5526,958
1103,480000,16,5658,771
1104,600000,2,1813,224
1105,134000,16,5447,579
1106,1600000,16,7810,488
1107,48000,17,7865,646
1108,89000,6,6369,455
1109,18000,8,4040,770
1110,270000,16,5843,880
1111,500001,16,5452,624
1112,330000,16,2767,2025
1113,70000,14,4955,1060
1114,152000,2,6763,888
1115,120000,18,5066,1213
1116,305000,16,2387,1799
1117,325000,4,5196,885
1118,86000,2,3908,312
1119,182000,14,5587,561
1120,60000,2,8530,458
1121,148000,14,4903,1051
1122,260000,2,8251,669
1123,19500,5,7153,638
1124,30500,13,4588,1268
1125,330000,16,3191,1428
1126,174000,7,7022,499
1127,19250,2,3284,1201
1128,1000000,16,1875,2367
1129,600000,16,3124,1789
1130,350000,16,9237,459
1131,146000,18,6480,896
1132,50000,2,7682,876
1133,600000,16,5884,707
1134,136000,24,5163,963
1135,13000,91,7522,434
1136,1500000,16,4443,1166
1137,1000000,16,1234,1089
1138,485000,7,2604,190
1139,500001,16,2085,2834
1140,10750,23,6492,681
1141,41500,14,7081,844
1142,1400000,2,5284,897
1143,112000,4,1413,430
