,ELUSED,NGCNS,STHW,STDNRM,NGSRC,PKGCL,FACIL,FKHT2,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,FKHT1,SOUSED,HEATP,NWKER,NGMANU,FLUORP,NGCOOL,FURNAC,RFGEQP,CAPGEN,RCAC,NGGENR,NGHT2,OPEN24,RDCLNF,FKEXP,GOVOWN,CWUSED,FKCOOL,FKCNS,ELMANU,NGWATR,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,NGHT1,LTOHRP,HTPMPC,STUSED,WATR,SQFT,BOILER,DAYLTP,WLCNS,FKGENR,SERVER,NOCC,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,NGEXP,NGCOOK,ONEACT,ELWATR,ELCNS,OTLT,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,WOUSED,PUBID,FKMANU,WKHRSC,GENR,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,FKTYPE,CHWT,ELEXP,CHILLR,MAINCL,PRUSED,FLUOR,FKWATR,CFLR,FKCOOK,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
2505,1,193785.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,8.0,4.0,2.0,90.0,1.0,168.0,1.0,2.0,2,2.0,2.0,80.0,350.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,13320.0,2.0,2.0,2.0,3946.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,96.0,2.0,2,1,215000,1.0,0.0,1.0,1.0,1.0,1,2001,1.0,16,1136874.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,127441.0,1.0,1.0,2.0,9416451.0,2.0,1.0,1,4.0,3752,673,2.0,2.0,2506,2.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,60.0,3.0,2,1.0,2.0,2.0,996113.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,1.0,1.0
2516,1,20329.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2,1.0,2.0,7.0,4.0,1.0,100.0,2.0,40.0,1.0,1.0,2,2.0,2.0,100.0,104.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3497.0,1.0,2.0,2.0,1021.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,57000,1.0,1.0,1.0,1.0,1.0,2,995,2.0,2,132699.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,24335.0,1.0,1.0,1.0,696022.0,2.0,2.0,1,3.0,985,5615,2.0,2.0,2517,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1,1.0,3.0,2.0,1.0,2.0,80.0,3.0,2,2.0,2.0,2.0,104867.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,6.0,2.0,2.0,1.0,2.0,1.0
2524,1,13251.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2,9.0,2.0,3.0,1.0,2.0,75.0,1.0,168.0,1.0,2.0,2,2.0,2.0,100.0,7.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3949.0,2.0,2.0,2.0,1173.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,25.0,2.0,2,1,65000,1.0,0.0,1.0,1.0,1.0,1,1948,1.0,91,96889.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,7163.0,2.0,1.0,1.0,1193048.0,2.0,9.0,1,4.0,1606,4536,2.0,2.0,2525,2.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2,1.0,2.0,2.0,85777.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,2.0,1.0,9.0,1.0,2.0,1.0
2525,1,1111989.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,10.0,4.0,2.0,99.0,1.0,168.0,1.0,2.0,1,2.0,1.0,100.0,1200.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2059.0,1.0,2.0,2.0,511.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,900000,1.0,5.0,3.0,1.0,1.0,1,1950,1.0,16,1758421.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,2.0,1.0,377870.0,1.0,1.0,2.0,25283640.0,2.0,1.0,1,12.0,2604,2616,2.0,2.0,2526,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,100.0,3.0,2,2.0,9.0,2.0,1378492.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,9.0,1.0,2.0,1.0,1.0,1.0
2536,1,12808.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,2.0,2.0,8.0,4.0,2.0,90.0,2.0,55.0,1.0,2.0,1,2.0,2.0,90.0,271.0,2.0,90.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1272.0,2.0,2.0,2.0,382.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,106000,1.0,65.0,6.0,2.0,1.0,37,1959,2.0,2,164423.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,16175.0,2.0,1.0,1.0,1342226.0,2.0,2.0,1,10.0,1685,3942,2.0,2.0,2537,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,3.0,2.0,2.0,2.0,60.0,3.0,2,2.0,1.0,2.0,146976.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,2.0,1.0,1.0,2.0,3.0
2538,1,252784.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,500.0,2.0,30.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,369.0,2.0,2.0,2.0,91.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,95.0,1.0,2,1,260000,1.0,2.0,1.0,1.0,1.0,1,1959,2.0,16,1321854.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,2.0,1.0,183499.0,1.0,1.0,1.0,9826144.0,2.0,1.0,1,6.0,687,965,1.0,2.0,2539,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,3.0,2.0,2.0,2.0,300.0,3.0,2,2.0,2.0,2.0,1137986.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,1.0,1.0
2546,1,81801.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,5.0,4.0,1.0,80.0,1.0,115.0,1.0,1.0,1,2.0,2.0,80.0,20.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3708.0,2.0,2.0,2.0,1109.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,80.0,2.0,2,1,60000,1.0,10.0,1.0,1.0,1.0,1,1968,2.0,13,153842.0,1,1.0,1.0,12.0,1.0,1.0,1,1.0,1.0,1.0,1.0,47672.0,2.0,2.0,2.0,942754.0,2.0,1.0,1,3.0,1076,6152,2.0,2.0,2547,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,5.0,2.0,2,2.0,2.0,2.0,102462.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,4.0,2.0,2.0,1.0,1.0,1.0
2562,1,13939.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,8.0,4.0,2.0,100.0,1.0,54.0,1.0,2.0,1,2.0,2.0,100.0,350.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,389.0,2.0,2.0,2.0,100.0,2.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,100.0,1.0,2,1,162000,1.0,50.0,2.0,1.0,1.0,50,1991,1.0,2,230353.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,2.0,1.0,8455.0,2.0,1.0,2.0,1671984.0,2.0,1.0,1,8.0,1549,1366,1.0,2.0,2563,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,60.0,3.0,2,1.0,2.0,2.0,221509.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,2.0,3.0
2584,1,472132.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,8.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,480.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,50252.0,2.0,2.0,2.0,13783.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,330000,1.0,0.0,2.0,1.0,1.0,1,1982,1.0,16,914620.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,2.0,2.0,1.0,205417.0,1.0,1.0,2.0,8339157.0,2.0,1.0,1,6.0,823,7275,2.0,2.0,2585,2.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,110.0,3.0,2,2.0,2.0,2.0,658951.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,1.0
2598,1,1074081.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,10.0,4.0,4.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,2499.0,2.0,85.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,20753.0,2.0,2.0,2.0,6329.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,85.0,2.0,2,1,600000,1.0,40.0,1.0,2.0,1.0,3,1993,2.0,16,1564322.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,978143.0,1.0,1.0,2.0,7902423.0,2.0,1.0,1,12.0,1338,3157,2.0,2.0,2599,2.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,3.0,2.0,1.0,2.0,1500.0,3.0,2,1.0,1.0,2.0,565426.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,9.0,2.0,2.0,1.0,1.0,1.0
2614,1,629104.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,9.0,3.0,1.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,500.0,2.0,60.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,6891.0,2.0,2.0,2.0,2470.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,70.0,2.0,2,1,415000,1.0,1.0,1.0,1.0,1.0,1,2005,1.0,16,1319563.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,329341.0,1.0,1.0,2.0,13208840.0,2.0,1.0,1,7.0,1327,4283,2.0,2.0,2615,2.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,2.0,150.0,3.0,2,1.0,1.0,2.0,983331.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,1.0
2622,1,17877.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2,2.0,2.0,7.0,4.0,2.0,100.0,1.0,60.0,1.0,2.0,1,2.0,2.0,100.0,200.0,2.0,75.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,981.0,2.0,2.0,2.0,297.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,37000,2.0,80.0,1.0,1.0,1.0,3,2002,1.0,2,82135.0,1,1.0,2.0,12.0,1.0,1.0,1,2.0,1.0,2.0,1.0,17792.0,2.0,1.0,1.0,484861.0,2.0,1.0,1,3.0,1353,4243,2.0,2.0,2623,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,6.0,2.0,2,2.0,2.0,2.0,63362.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,6.0,1.0,1.0,1.0,2.0,2.0
2631,1,2815.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,7.0,4.0,2.0,100.0,2.0,50.0,1.0,2.0,1,2.0,2.0,100.0,130.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3119.0,2.0,2.0,2.0,935.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,90.0,2.0,2,1,51000,2.0,40.0,1.0,1.0,1.0,1,1985,1.0,2,40446.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,1.0,4513.0,2.0,1.0,2.0,286927.0,2.0,1.0,1,1.0,282,2389,2.0,2.0,2632,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,15.0,2.0,2,2.0,9.0,2.0,32814.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,5.0,2.0,2.0,1.0,2.0,2.0
2658,1,208149.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,7.0,3.0,2.0,90.0,1.0,168.0,1.0,1.0,1,2.0,2.0,85.0,110.0,2.0,90.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,33919.0,2.0,2.0,2.0,9866.0,2.0,1.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,75.0,2.0,2,1,500001,1.0,10.0,7.0,1.0,1.0,2,1986,1.0,18,752858.0,1,1.0,1.0,12.0,1.0,1.0,1,1.0,1.0,2.0,1.0,217244.0,1.0,1.0,2.0,6656172.0,2.0,1.0,1,995.0,1006,5090,2.0,2.0,2659,2.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,3.0,2.0,1.0,2.0,15.0,3.0,2,1.0,2.0,2.0,501695.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,4.0,2.0,2.0,1.0,1.0,3.0
2665,1,467974.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,800.0,2.0,98.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,25739.0,2.0,2.0,2.0,7467.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,100.0,1.0,2,1,405000,1.0,0.0,2.0,1.0,1.0,1,1964,1.0,16,1630964.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,1.0,2.0,1.0,270650.0,1.0,1.0,2.0,9719838.0,2.0,1.0,1,994.0,60,2691,1.0,2.0,2666,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,110.0,3.0,2,1.0,2.0,2.0,1334575.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,1.0
2677,1,208131.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2,2.0,2.0,8.0,3.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,375.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,14364.0,2.0,2.0,2.0,4180.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,75.0,2.0,2,1,230000,1.0,0.0,1.0,1.0,1.0,3,1992,2.0,16,668175.0,1,1.0,2.0,12.0,1.0,1.0,1,2.0,2.0,2.0,1.0,105759.0,1.0,1.0,2.0,8102895.0,2.0,1.0,1,4.0,2335,2630,2.0,2.0,2678,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,60.0,3.0,2,2.0,2.0,2.0,548052.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,6.0,2.0,2.0,1.0,1.0,3.0
2680,1,82112.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,6.0,4.0,4.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,94.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,6111.0,1.0,2.0,2.0,1815.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,100.0,2.0,2,1,100000,1.0,0.0,3.0,1.0,1.0,1,1999,1.0,7,134908.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,48327.0,1.0,1.0,2.0,1757034.0,2.0,1.0,1,5.0,1790,4272,2.0,2.0,2681,2.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2.0,2.0,2.0,20.0,3.0,2,2.0,2.0,2.0,80470.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,4.0,1.0,2.0,1.0,1.0,1.0
2690,1,285773.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2,1.0,2.0,10.0,4.0,4.0,95.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,1000.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,30950.0,1.0,2.0,2.0,9182.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,95.0,2.0,2,1,500000,1.0,40.0,6.0,1.0,1.0,15,1997,1.0,13,2126413.0,1,1.0,1.0,12.0,1.0,1.0,1,1.0,1.0,1.0,1.0,177031.0,1.0,1.0,1.0,13765118.0,2.0,2.0,1,2.0,857,5345,2.0,2.0,2691,2.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,3.0,2.0,1.0,2.0,50.0,3.0,2,2.0,7.0,2.0,1918432.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,5.0,1.0,2.0,1.0,1.0,3.0
2696,1,118817.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2,2.0,2.0,9.0,4.0,4.0,100.0,2.0,50.0,1.0,1.0,2,2.0,2.0,100.0,800.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,167.0,2.0,2.0,2.0,41.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,250000,1.0,1.0,1.0,1.0,1.0,1,2008,1.0,8,728638.0,1,1.0,1.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,100291.0,2.0,1.0,2.0,5402051.0,2.0,1.0,1,5.0,1820,3418,2.0,2.0,2697,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1.0,3.0,2.0,1.0,2.0,160.0,3.0,2,2.0,2.0,2.0,628180.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,2.0,1.0
2699,1,59944.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,7.0,4.0,2.0,50.0,2.0,50.0,1.0,2.0,1,2.0,2.0,100.0,140.0,2.0,30.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,20492.0,2.0,2.0,2.0,5956.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,320000,2.0,0.0,5.0,1.0,2.0,1,1976,2.0,5,207257.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,1.0,1.0,40671.0,2.0,1.0,1.0,2043904.0,2.0,1.0,1,2.0,790,7550,2.0,2.0,2700,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1.0,3.0,2.0,1.0,2.0,12.0,1.0,2,1.0,9.0,2.0,146094.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,6.0,1.0,2.0,1.0,2.0,1.0
2701,1,370144.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,8.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,360.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,30699.0,2.0,2.0,2.0,9030.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,90.0,2.0,2,1,495000,1.0,5.0,3.0,1.0,1.0,1,1962,1.0,16,223000.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,189518.0,1.0,1.0,1.0,27920.0,2.0,1.0,1,10.0,3919,761,2.0,2.0,2702,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,200.0,3.0,2,2.0,2.0,2.0,2783.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,6.0,2.0,2.0,1.0,1.0,2.0
2705,1,153446.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,6.0,4.0,2.0,90.0,2.0,48.0,1.0,2.0,1,2.0,2.0,95.0,95.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,198.0,2.0,2.0,2.0,73.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,90.0,2.0,2,1,230000,1.0,50.0,1.0,1.0,1.0,1,1980,1.0,14,315066.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,0.0,115294.0,1.0,1.0,2.0,1610935.0,2.0,1.0,1,3.0,1658,4179,2.0,2.0,2706,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,20.0,3.0,2,1.0,2.0,2.0,199574.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,6.0,1.0,2.0,1.0,1.0,1.0
2718,1,52222.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,7.0,4.0,1.0,8.0,2.0,80.0,1.0,2.0,2,2.0,2.0,92.0,200.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,978.0,2.0,2.0,2.0,303.0,2.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,1.0,99.0,2.0,2,1,500001,2.0,0.0,3.0,1.0,1.0,1,2003,1.0,5,496544.0,1,1.0,2.0,12.0,1.0,1.0,1,2.0,2.0,2.0,1.0,50937.0,2.0,1.0,1.0,3989343.0,2.0,1.0,1,1.0,1812,2605,2.0,2.0,2719,2.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,100.0,2.0,2,2.0,2.0,2.0,444629.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,6.0,1.0,2.0,1.0,2.0,2.0
2723,1,452772.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,650.0,2.0,60.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,6368.0,2.0,2.0,2.0,2198.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,100.0,2.0,2,1,355000,1.0,5.0,1.0,1.0,1.0,12,1999,1.0,16,913286.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,2.0,1.0,186607.0,1.0,1.0,2.0,9358585.0,2.0,1.0,1,4.0,3406,1017,2.0,2.0,2724,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,100.0,3.0,2,1.0,9.0,2.0,720311.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,1.0,3.0
2726,1,202955.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,8.0,4.0,2.0,95.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,450.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,9499.0,1.0,2.0,2.0,2780.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,100.0,2.0,2,1,150000,1.0,40.0,2.0,1.0,1.0,2,1970,2.0,2,1236374.0,1,1.0,1.0,12.0,2.0,1.0,1,1.0,1.0,1.0,1.0,177784.0,2.0,1.0,1.0,9651916.0,2.0,1.0,1,11.0,1318,4532,2.0,2.0,2727,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,60.0,3.0,2,2.0,2.0,2.0,1049091.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,2.0,1.0,1.0,2.0,1.0
2729,1,93452.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,9.0,4.0,2.0,100.0,1.0,140.0,1.0,1.0,2,2.0,2.0,100.0,900.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4814.0,2.0,2.0,2.0,1480.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,80.0,2.0,2,1,210000,1.0,33.0,1.0,1.0,1.0,2,1985,2.0,2,892236.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,52152.0,1.0,1.0,1.0,6949824.0,2.0,1.0,1,2.0,1315,4454,2.0,2.0,2730,2.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1.0,2.0,2.0,1.0,2.0,10.0,3.0,2,2.0,2.0,2.0,835270.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,9.0,2.0,2.0,1.0,1.0,3.0
2747,1,12017.0,2.0,2.0,9.0,1.0,2.0,2.0,2.0,2,9.0,2.0,5.0,4.0,1.0,100.0,1.0,108.0,1.0,2.0,2,2.0,2.0,100.0,45.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,7522.0,2.0,2.0,2.0,2182.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,120000,2.0,8.0,3.0,1.0,1.0,1,2000,2.0,25,249787.0,1,1.0,2.0,12.0,1.0,1.0,1,1.0,2.0,2.0,0.0,8885.0,2.0,1.0,1.0,2680262.0,2.0,9.0,1,1.0,1043,4343,2.0,2.0,2748,2.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1.0,1.0,2.0,2.0,2.0,7.0,2.0,2,1.0,2.0,2.0,233380.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,4.0,2.0,9.0,1.0,2.0,2.0
