,STORIES,TYPEHUQ,TOTHSQFT,TOTCSQFT,HDD65,CDD65
3079,10,2,2632,292,6418,604
3080,32,2,3755,3755,6244,724
3081,10,2,2100,2100,698,5122
3082,20,2,2683,2683,5871,740
3083,10,2,1688,1232,4618,260
3084,-2,5,975,0,6455,638
3085,-2,5,617,617,722,4952
3086,31,3,1850,1850,3251,1668
3087,20,2,1660,208,6805,762
3088,20,2,960,1440,6333,704
3089,10,2,860,860,2233,1829
3090,-2,5,609,0,6521,786
3091,20,2,3500,3500,1586,2546
3092,10,2,3024,252,5943,801
3093,10,3,1197,1197,5808,784
3094,20,2,2253,2253,290,4499
3095,20,3,825,825,1950,1812
3096,20,2,3485,3485,691,1513
3097,10,2,725,725,1409,3368
3098,-2,5,1123,374,6289,941
3099,10,2,1862,1862,6443,606
3100,20,2,2400,2400,4255,1589
3101,10,2,1386,1155,4030,1678
3102,20,2,2872,2872,5457,938
3103,20,2,4110,822,7683,499
3104,-2,1,1200,600,3052,1728
3105,-2,5,672,672,2024,432
3106,-2,1,1169,468,6188,624
3107,10,2,726,1702,1870,2787
3108,10,2,640,640,1861,873
3109,20,2,5710,5710,7467,532
3110,10,2,1071,1071,2475,2118
3111,10,3,604,0,1945,716
3112,-2,1,1408,1408,2445,2186
3113,-2,5,753,753,345,4337
3114,20,2,5833,5293,4647,1268
3115,20,2,2084,2084,7630,695
3116,10,2,3200,1400,4719,1369
3117,-2,5,1140,1140,2519,1754
3118,-2,5,1307,436,943,2096
3119,10,2,780,390,1658,2814
3120,10,2,1116,558,3197,2229
3121,31,2,2520,504,5333,1084
3122,20,2,5239,5239,5676,929
3123,20,3,1018,407,3978,1794
3124,20,2,3075,1025,4686,1597
3125,10,3,1295,0,1948,710
3126,-2,4,965,965,1918,2925
3127,20,2,2139,2139,5960,921
3128,10,2,1998,1998,3167,1857
3129,10,2,1616,1616,5535,897
3130,10,2,840,240,4112,547
3131,10,2,1800,0,593,1570
3132,10,2,1721,1721,1769,2913
3133,20,2,4030,4030,1901,798
3134,10,2,0,1464,58,5218
3135,-2,5,0,1490,0,5192
3136,10,2,2940,2940,537,3744
3137,20,3,1479,1479,1513,4052
3138,-2,1,1848,370,3651,1231
3139,-2,1,1155,866,2822,1790
3140,10,2,1605,1605,2050,2463
3141,20,2,3608,3998,4605,1313
3142,10,2,1568,1568,3428,1719
3143,-2,5,1331,1331,5365,976
3144,20,2,1027,1027,674,1603
3145,20,2,1930,2330,5259,1079
3146,10,2,2352,2352,2799,1867
3147,10,2,3262,0,6842,459
3148,10,2,1430,1430,1406,2623
3149,10,2,2430,2430,1576,2752
3150,20,3,913,913,5494,911
3151,20,2,2265,2265,1979,653
3152,20,2,1398,466,4514,1543
3153,20,2,1555,1658,4500,1331
3154,10,2,2648,1364,7331,490
3155,-2,5,980,245,5955,565
3156,10,2,844,211,3883,549
3157,20,2,3608,3608,4535,1390
3158,10,2,1692,1692,3872,1381
3159,10,2,1144,1144,1313,3233
3160,10,2,779,0,2022,434
3161,-2,5,729,243,6656,814
3162,-2,5,1105,0,1508,3306
3163,20,2,1840,0,6993,458
3164,10,3,940,0,5916,958
3165,10,2,1040,260,5820,807
3166,-2,5,900,600,4563,1506
3167,10,2,2072,2072,5492,1122
3168,10,2,0,2000,688,5191
3169,-2,4,750,750,1680,3982
3170,20,2,3854,3854,2712,1599
3171,10,2,2806,2806,3584,624
3172,-2,5,900,0,7171,381
3173,10,2,1591,1591,3781,1302
3174,-2,5,1029,1029,6877,677
3175,-2,1,1008,1008,546,5075
3176,20,2,2597,0,4082,566
3177,20,3,1183,0,4898,1214
3178,-2,1,1280,1280,1266,3286
3179,20,2,1317,659,7400,481
3180,10,2,2464,2464,8130,399
3181,20,2,3363,0,7080,408
3182,10,2,1262,631,2600,1883
3183,20,2,6555,6555,4696,1214
3184,10,2,1976,1976,314,4314
3185,20,2,3656,3656,1339,3529
3186,10,2,1845,0,1941,672
3187,20,2,2574,2574,3959,1383
3188,20,2,1215,405,3728,452
3189,-2,5,0,0,0,5594
3190,-2,5,851,213,7726,595
3191,10,2,2141,2141,129,4476
3192,-2,4,847,212,1978,654
3193,-2,5,850,283,6375,675
3194,-2,5,1259,1259,4891,1370
3195,20,2,3684,3034,7871,539
3196,10,2,3042,3042,5573,725
3197,10,2,1565,1565,2550,1981
3198,20,3,1452,1452,2015,1832
3199,-2,1,0,654,62,5127
3200,10,2,2605,1305,4781,1329
3201,-2,5,782,196,2026,429
3202,20,2,0,3485,1138,2013
3203,10,3,854,854,3324,1487
3204,20,3,1458,0,296,4480
3205,10,2,1674,1674,3982,1517
3206,10,2,1910,1910,1237,3579
3207,10,2,842,842,27,5328
3208,40,2,2023,0,1998,462
3209,-2,5,797,797,3875,1377
3210,20,3,1038,0,4921,1208
3211,10,2,2583,0,5230,814
3212,-2,5,1346,0,1847,400
3213,-2,5,0,540,642,2318
3214,20,2,2904,254,5400,1063
3215,31,2,1775,1775,1393,2930
3216,20,2,2531,0,7698,63
3217,-2,5,914,914,4664,1525
3218,10,2,1893,1893,1314,3229
3219,20,2,3560,3560,1410,2898
3220,10,2,1025,0,5162,1135
3221,-2,4,1188,1188,6627,953
3222,20,3,1840,1840,1429,2557
3223,20,3,1840,1840,1845,2736
3224,-2,5,810,0,6475,664
3225,10,2,2089,2089,4229,1532
3226,10,2,1255,0,2493,2046
3227,40,2,2486,2486,5516,1102
3228,10,2,936,0,4648,1530
3229,10,2,1974,790,3473,1690
3230,20,2,3438,3438,5942,937
3231,10,2,1368,1368,1991,3410
3232,-2,4,0,964,92,5042
3233,20,2,3574,3574,1016,1123
3234,20,2,6012,6012,701,1462
3235,10,2,1656,1656,568,4742
3236,-2,5,529,176,5720,663
3237,20,2,4072,3032,6474,666
3238,-2,5,650,650,6274,719
3239,20,2,1232,1232,4635,1358
3240,-2,4,913,913,2315,1387
3241,10,2,1200,200,6462,842
3242,10,3,1508,1508,540,5165
3243,10,2,1188,713,1319,3575
3244,10,2,1364,1364,2584,1770
3245,10,2,2078,2078,3990,1189
3246,10,2,1755,1755,751,1938
3247,10,2,1070,102,5338,730
3248,10,2,1700,1700,4953,1119
3249,-2,4,801,601,2052,2123
3250,-2,5,968,968,3181,1827
3251,10,2,2335,3100,4308,1552
3252,10,2,826,826,4387,1496
3253,10,2,1558,195,5962,702
3254,10,2,1602,1602,1272,3202
3255,-2,5,885,443,6871,738
3256,40,2,2820,2820,4662,1092
3257,10,2,2061,2061,1401,3388
3258,-2,1,2016,504,6537,86
3259,10,2,3848,3848,2015,1555
3260,20,2,3121,2263,5878,912
3261,20,2,4988,4988,4772,211
3262,-2,5,672,672,5703,670
3263,-2,5,1235,1235,6058,841
3264,10,2,1241,1241,2759,2036
3265,20,2,5480,3520,2757,440
3266,-2,5,830,553,4614,1489
3267,10,2,1680,672,1798,2799
3268,-2,1,1440,1440,4734,1363
3269,20,2,2273,3410,5506,906
3270,10,2,6180,448,5914,810
3271,10,2,1520,1520,411,3971
3272,20,2,3668,0,5187,847
3273,-2,5,1069,267,2074,1324
3274,20,2,4106,4106,7592,494
3275,20,2,2400,2400,1090,2072
3276,20,2,2216,2216,5587,813
3277,20,2,3045,3045,4557,1390
3278,10,2,949,949,7425,598
3279,-2,1,0,832,1375,2969
3280,20,2,2808,1404,6532,563
3281,20,2,3929,3929,2018,1193
3282,10,2,2240,2240,781,4537
3283,-2,4,694,694,5298,1041
3284,10,3,1490,1490,3679,1715
3285,-2,5,1094,1094,5244,1094
3286,-2,5,694,694,6153,781
3287,10,2,2062,2062,1326,2680
3288,10,3,3704,3704,5364,1185
3289,20,2,1256,1256,2429,2045
3290,20,2,2288,2288,1399,2786
3291,10,2,476,714,675,1598
3292,20,2,5673,0,6128,747
3293,20,2,4765,4765,4719,1189
3294,10,2,2040,2040,1094,3478
3295,10,2,1370,1370,7460,584
3296,10,2,1620,1620,2675,1899
3297,10,2,2208,2208,2040,3091
3298,20,2,3790,3790,7283,347
3299,-2,5,391,391,5694,674
3300,-2,5,0,932,51,5181
3301,-2,4,691,461,5318,908
3302,10,2,2116,2116,5343,970
3303,10,2,726,0,5989,802
3304,10,2,1560,1560,5596,995
3305,-2,5,1259,315,1020,1170
3306,10,2,1080,1080,4253,1574
3307,-2,5,868,0,1973,492
3308,10,2,664,664,1670,4090
3309,10,2,4140,4140,4428,1297
3310,-2,4,1000,600,6254,708
3311,20,2,2032,2032,6063,661
3312,10,3,476,317,6330,816
3313,10,2,2150,2150,5385,788
3314,10,2,1254,1254,1119,3508
3315,-2,4,639,0,5196,1140
3316,20,2,2030,2030,4682,1380
3317,10,2,920,0,828,3616
3318,-2,5,552,552,1068,3821
3319,20,3,2019,2019,4652,1262
3320,-2,1,1656,994,1601,3160
3321,40,2,2456,391,6170,634
3322,10,2,1625,1625,4767,1254
3323,20,2,3100,2700,1079,2157
3324,-2,5,684,684,5689,676
3325,-2,5,0,711,93,5037
3326,-2,1,1200,0,1921,552
3327,20,3,1683,0,4797,1482
3328,20,2,3580,3580,1314,3228
3329,10,2,1944,2592,2535,2041
3330,10,2,1832,1832,4013,466
3331,20,2,1980,1980,5923,926
3332,-2,5,872,872,5198,1231
3333,20,2,3663,3663,4331,221
3334,10,2,816,816,3770,1824
3335,40,2,2575,2575,3881,1134
3336,-2,5,687,687,348,4329
3337,20,2,3084,0,6425,755
3338,20,2,2029,2029,5246,1005
3339,-2,5,1144,1144,5322,1018
3340,10,2,2106,2106,2102,1488
3341,10,2,2904,2148,6039,773
3342,20,2,2268,284,7069,412
3343,31,3,2013,0,636,1355
3344,20,3,0,0,1971,305
3345,-2,5,745,0,3689,1172
3346,20,2,3858,3858,6934,427
3347,-2,5,0,0,1957,510
3348,20,2,2348,2348,4144,526
3349,20,2,2418,2418,5516,940
3350,-2,1,1152,384,590,4418
3351,20,3,2721,1814,4318,1671
3352,10,3,1064,0,6201,722
3353,20,2,2884,2884,360,4386
3354,10,2,1258,755,2089,1537
3355,10,3,2278,2278,4474,1416
3356,20,2,1798,2051,3892,1544
3357,10,2,1847,1847,467,3740
3358,10,2,784,196,4018,463
3359,10,2,5340,5340,1373,2839
3360,20,2,3610,3610,1558,2702
3361,20,3,2135,2135,4397,1475
3362,10,2,1100,0,6663,543
3363,-2,5,1331,1331,4547,1363
3364,-2,5,413,413,383,3722
3365,-2,4,1050,700,6807,562
3366,10,2,1810,0,648,5468
3367,20,2,2646,0,4532,288
3368,10,2,1552,1552,1099,3558
3369,10,2,2336,0,7740,410
3370,-2,5,1109,1109,878,3085
3371,20,2,2129,2129,4024,1288
3372,20,3,0,1761,2027,1783
3373,20,2,2137,2185,4647,1268
3374,10,2,1976,1976,4408,1328
3375,10,2,1876,0,7873,66
3376,-2,5,835,835,5497,1118
3377,10,2,0,1984,1312,3237
3378,20,3,1896,1556,4597,1392
3379,10,2,2374,2374,4685,1311
3380,20,2,2016,576,6131,818
3381,20,2,0,4460,1361,3479
3382,20,2,3350,3350,4654,1354
3383,-2,4,918,230,5568,1086
3384,31,3,1413,0,4343,1654
3385,20,3,1900,1900,3184,1863
3386,20,2,2178,2178,6166,773
3387,-2,1,1232,616,3716,1447
3388,-2,5,728,728,4739,1300
3389,-2,5,0,0,1085,908
3390,20,2,2808,2808,2508,2255
3391,10,2,1600,1600,2620,1955
3392,20,2,3520,3520,5175,1161
3393,-2,1,2496,2496,2317,2079
3394,-2,5,1144,1144,6607,544
3395,10,2,3240,405,6048,764
3396,10,2,1200,0,2455,1997
3397,20,2,3170,3170,1413,3360
3398,-2,5,783,196,8257,369
3399,-2,5,783,783,117,4591
3400,-2,4,714,714,2870,370
3401,-2,5,994,994,5710,1004
3402,-2,5,994,596,4671,1302
3403,20,2,2096,2096,5127,1208
3404,10,2,1024,1024,1069,2238
3405,10,2,1227,614,6028,683
3406,-2,5,797,266,645,3882
3407,10,2,2482,2482,3179,1830
3408,20,2,2536,1744,7784,638
3409,10,2,975,390,4102,408
3410,10,3,2260,2260,655,5422
3411,-2,4,704,352,4777,1489
3412,31,2,1824,1824,3224,1730
3413,31,3,2326,892,4519,1521
3414,20,2,683,683,5456,727
3415,20,2,2000,2000,5245,1160
3416,10,2,1254,1254,568,4744
3417,-2,4,1184,0,6018,784
3418,10,2,2732,2732,5658,1033
3419,-2,5,782,196,6925,592
3420,-2,1,1091,218,3868,559
3421,20,2,1792,1792,3866,377
3422,10,2,1616,1616,2616,1959
3423,-2,1,1783,1783,5412,951
3424,10,2,1000,0,1888,822
3425,-2,5,844,211,4414,1556
3426,10,2,0,972,575,3651
3427,10,2,2124,2124,5409,986
3428,-2,5,0,0,0,5052
3429,10,2,954,954,3886,1125
3430,10,2,2587,2587,2307,2105
3431,-2,1,840,210,7648,428
3432,10,2,2400,1200,2365,1225
3433,10,2,1320,754,4880,1282
3434,-2,4,915,0,7100,561
3435,20,2,5416,6067,4687,1224
3436,20,3,1385,1385,4580,1403
3437,20,2,2050,1025,5018,1162
3438,10,3,3632,3632,6258,962
3439,20,2,3741,0,5215,1116
3440,20,2,2442,326,6701,526
3441,31,3,1767,1767,1984,479
3442,20,2,4898,4898,703,1453
3443,-2,5,1017,1017,4650,1265
3444,-2,1,742,495,1682,2887
3445,10,2,2805,2805,1025,2575
3446,-2,5,1166,1166,2003,3427
3447,10,2,967,261,6742,707
3448,20,2,3160,2273,4792,1479
3449,-2,5,1119,280,868,1160
3450,31,2,2825,0,2067,382
3451,-2,1,1298,0,4631,256
3452,10,2,2084,0,2465,2158
3453,10,3,1054,1054,2183,1957
3454,-2,5,994,166,7911,592
3455,-2,4,800,267,5352,967
3456,10,2,3191,3191,5876,821
3457,10,2,2840,2840,604,3579
3458,40,2,2716,2716,2365,1934
3459,20,2,3456,2304,5792,794
3460,10,2,1137,1137,1379,3438
3461,-2,4,729,729,2091,3105
3462,10,2,2390,5180,1803,2886
3463,10,2,2408,2408,3931,1278
3464,20,2,3165,3165,729,4903
3465,20,2,2024,867,5541,867
3466,20,2,4368,3276,4355,1413
3467,20,2,3195,3195,2469,2461
3468,10,2,1739,1739,1502,3320
3469,20,2,2675,594,7579,442
3470,10,3,1605,1605,2049,2147
3471,20,2,1914,729,7256,528
3472,20,3,1248,1248,7348,497
3473,31,3,2944,2944,4601,1318
3474,-2,1,1280,1280,2771,2395
3475,-2,1,1232,246,7625,78
3476,20,2,3496,3496,692,1510
3477,10,3,1296,648,3462,813
3478,10,2,1030,1181,3329,1780
3479,-2,1,640,640,1492,3342
3480,20,2,2126,945,5249,1004
3481,20,2,985,985,5096,1237
3482,20,2,2427,2427,6394,686
3483,20,2,3059,3059,1385,3365
3484,10,2,2308,2308,3932,1277
3485,10,2,1917,1917,4608,1310
3486,-2,5,716,179,7777,575
3487,20,2,1329,777,5520,921
3488,10,2,1008,1008,2372,1913
3489,10,2,2388,2388,5278,1061
3490,10,2,0,2790,1928,2410
3491,10,2,1639,1968,5472,1155
3492,20,2,2714,2714,6397,667
3493,-2,4,806,806,5591,1069
3494,-2,1,1362,1362,345,4335
3495,-2,4,612,612,5354,967
3496,20,2,5326,5976,2455,2200
3497,10,2,0,1370,1913,2508
3498,20,2,3380,3380,1354,2818
3499,-2,4,2027,676,5491,1122
3500,10,2,1800,514,1447,2425
3501,-2,5,1444,1444,4940,1315
3502,20,2,4140,4140,4116,1569
3503,-2,5,538,0,5228,849
3504,-2,5,1147,1147,5278,988
3505,-2,4,815,815,5947,911
3506,20,3,0,2000,0,5387
3507,20,2,3108,0,4799,1301
3508,-2,4,866,866,1025,3564
3509,20,2,1548,1548,4775,1498
3510,-2,5,727,364,3245,1701
3511,-2,1,1060,1060,1967,499
3512,20,2,3096,3096,2046,1433
3513,20,2,2723,0,7241,517
3514,10,2,3256,651,1349,3069
3515,-2,4,892,0,5500,1148
3516,20,2,2016,1210,6742,609
3517,10,2,2385,0,4207,1098
3518,10,2,1200,600,1037,3422
3519,10,2,1026,342,3994,1325
3520,20,2,1568,0,8596,0
3521,20,2,1899,225,7206,528
3522,20,2,3760,3760,2630,1945
3523,10,2,1921,1921,373,4253
3524,20,2,1713,2561,4835,1292
3525,10,2,1326,1326,398,4255
3526,20,2,4332,4332,546,5071
3527,10,3,1056,211,280,4419
3528,-2,5,673,337,6162,776
3529,10,2,3100,3100,6367,721
3530,10,2,880,880,5253,1074
3531,20,2,2240,2240,7841,390
3532,-2,1,2128,2128,1046,3322
3533,10,2,2091,2091,6052,770
3534,20,2,3930,3930,1076,2181
3535,10,2,1596,1596,2489,1951
3536,10,2,958,958,2490,2058
3537,20,2,3085,3085,5685,856
3538,10,2,818,818,6857,744
3539,10,2,2289,2289,556,3698
3540,-2,5,980,980,1394,3109
3541,10,2,1493,1493,2710,2105
3542,10,2,2222,2222,2196,2719
3543,10,2,858,858,5148,932
3544,20,2,2286,2286,6596,631
3545,10,2,1042,1042,1049,2375
3546,20,2,2160,2160,2007,2629
3547,-2,1,2121,2121,1420,2878
3548,10,2,1470,0,1971,305
3549,10,2,3200,280,5064,943
3550,-2,1,896,179,2471,2123
3551,20,2,3925,3925,6240,815
3552,20,2,1472,1472,761,1872
3553,-2,1,1872,1872,4085,1562
3554,20,2,4425,4425,6378,691
3555,-2,5,269,0,5514,1104
3556,10,2,3749,3749,5596,1037
3557,-2,4,835,835,2417,1782
3558,10,2,1680,336,7799,350
3559,-2,4,914,914,5121,1460
3560,40,2,1865,1865,5757,818
3561,10,2,1382,1382,1453,2318
3562,10,2,560,187,2586,1989
3563,10,2,1426,1426,4319,1544
3564,20,2,2652,0,7331,491
3565,20,2,2928,2928,2310,1633
3566,10,2,1360,1360,561,4460
3567,10,2,1721,861,1617,3020
3568,20,2,3056,3056,3352,2046
3569,10,2,1218,406,1249,2978
3570,-2,5,955,0,5829,1030
3571,10,2,1632,1632,759,4698
3572,20,2,2924,2924,2230,2488
3573,10,2,1050,1450,5202,1131
3574,10,2,1008,672,3737,1097
3575,10,2,1280,1280,2001,2660
3576,20,2,3120,3120,1532,2845
3577,10,2,1440,960,3292,2085
3578,-2,5,1300,1300,3277,1614
3579,20,2,5627,5627,2296,2139
3580,20,2,2612,1020,5062,1149
3581,-2,5,552,552,3100,2009
3582,10,2,1652,1652,1371,3455
3583,10,3,617,617,1891,3135
3584,10,2,2650,1325,6204,749
3585,20,2,4240,4240,304,4458
3586,31,3,1850,1850,5709,901
3587,10,3,500,500,844,3447
3588,-2,5,1012,1012,1973,3647
3589,10,2,2870,2870,1088,2217
3590,-2,5,654,654,727,4915
3591,10,2,1670,1670,2683,2177
3592,10,2,3520,3520,6535,626
3593,20,2,1902,1902,5790,634
3594,-2,5,719,719,4092,1549
3595,20,2,4968,0,7437,470
3596,10,2,2884,0,3797,1274
3597,20,2,2904,507,7613,488
3598,-2,1,960,480,6724,637
3599,-2,5,0,527,110,4981
3600,10,2,588,196,5118,1463
3601,10,2,2548,1274,7640,691
3602,20,2,2520,0,1995,287
3603,31,3,1802,1802,4683,1336
3604,10,3,1113,1113,1507,3309
3605,-2,5,1688,1688,2364,1938
3606,10,2,1862,1862,615,2511
3607,10,2,1230,1230,2212,1883
3608,10,2,1720,1470,2051,401
3609,10,2,2136,2136,2022,1527
3610,10,2,4292,4292,6207,747
3611,10,2,1729,1729,3556,1800
3612,10,2,1120,224,2442,2046
3613,20,2,3370,3370,3937,515
3614,10,2,3175,3175,1311,2833
3615,20,2,5152,6914,6534,648
3616,20,3,2734,2734,6916,658
3617,10,2,1840,1840,1356,3490
3618,10,2,2394,2394,747,4779
3619,-2,5,636,0,4623,259
3620,20,3,1593,797,3984,484
3621,-2,5,1035,1035,2080,3007
3622,10,2,1169,1169,5829,769
3623,10,2,1000,200,2787,1897
3624,20,2,2388,0,5436,654
3625,-2,1,792,792,601,4252
3626,-2,4,792,0,6217,989
3627,10,2,1600,1600,1363,2900
3628,-2,1,748,374,7615,638
3629,-2,1,1350,1350,1277,3035
3630,-2,5,1026,1026,4013,1888
3631,10,2,1821,0,2027,429
3632,20,2,2860,2860,4250,1525
3633,10,2,1658,152,6232,754
3634,-2,5,770,770,5150,1187
3635,10,2,2551,2551,1032,4319
3636,10,2,1536,2179,3265,1637
3637,20,3,2036,2036,1437,2417
3638,40,2,1735,0,6697,646
3639,10,2,1092,1092,2077,2503
3640,10,2,1100,1100,5695,862
3641,-2,4,1147,0,7822,625
3642,10,2,1600,1600,574,3654
3643,-2,5,1444,1444,5400,1197
3644,10,2,1530,1530,5262,1076
3645,20,2,3071,1024,5278,1193
3646,20,2,5525,5038,4571,1351
3647,20,2,2550,2550,5070,938
3648,10,2,1740,0,3879,1381
3649,10,2,1836,1836,2085,2993
3650,20,2,6536,6536,5569,1021
3651,-2,5,718,479,4496,1577
3652,10,2,1512,1512,4312,1480
3653,-2,4,1237,495,6970,601
3654,10,2,1794,1794,1037,4243
3655,10,2,1257,0,2005,279
3656,10,2,4832,4832,5644,998
3657,-2,5,770,193,7666,618
3658,20,2,2652,2652,6693,801
3659,20,2,2168,2168,2815,2121
3660,10,2,1841,1841,3925,1911
3661,10,2,1872,1872,2374,2331
3662,10,2,1456,0,5449,919
3663,20,3,1216,1216,711,5028
3664,10,2,1230,1230,3183,2156
3665,20,3,977,977,2839,2062
3666,10,2,1152,1152,4968,1150
3667,10,3,1055,0,664,2163
3668,10,2,1956,1956,1866,2661
3669,20,2,1875,1875,3923,1479
3670,10,2,1748,583,5322,1018
3671,10,2,1216,0,5103,724
3672,31,2,1674,957,5421,957
3673,-2,5,1025,1025,2506,1801
3674,31,3,1341,1341,5161,1119
3675,-2,5,462,0,1977,487
3676,10,2,2255,2655,1445,2435
3677,10,2,2142,2142,5484,1129
3678,10,2,960,960,3830,954
3679,20,2,2491,1465,5727,872
3680,31,2,3522,802,6120,951
3681,10,2,1603,1603,5001,992
3682,10,3,770,770,665,3742
3683,20,2,2519,2119,3612,1905
3684,-2,5,700,0,7904,595
3685,10,2,890,890,4015,464
3686,-2,1,0,1007,375,4248
3687,-2,5,988,988,6274,719
3688,20,2,6149,6852,3824,2133
3689,20,3,1106,1106,5422,1169
3690,10,2,1934,967,7327,635
3691,10,2,1092,364,2863,1977
3692,20,3,1338,223,5829,847
3693,10,2,2170,2170,1003,4714
3694,20,3,918,918,3206,1771
3695,10,2,2340,2340,5382,1010
3696,10,2,1478,1478,1884,3069
3697,20,3,1755,167,3915,1933
3698,31,3,1850,1850,5643,958
3699,-2,5,0,0,1941,724
3700,10,2,1413,1413,4440,1279
3701,20,3,1410,1410,3269,1634
3702,10,2,1306,1306,5559,993
3703,20,2,2400,2400,4664,1316
3704,10,2,1221,1221,5481,1153
3705,10,2,2286,2286,1297,3337
3706,-2,5,1352,676,4456,1640
3707,10,2,1684,0,5052,1053
3708,20,2,1716,686,4639,1649
3709,20,2,2866,2866,5659,943
3710,-2,4,949,475,6543,573
3711,10,2,1360,1360,1921,2914
3712,20,2,4863,3561,5672,933
3713,-2,4,896,896,4651,1356
3714,-2,5,861,287,6270,776
3715,10,2,1171,468,5600,907
3716,20,2,1620,1620,6042,851
3717,20,2,4744,4094,5431,945
3718,10,2,1684,1684,787,1713
3719,20,2,3188,3188,4822,1290
3720,10,2,1110,0,3986,1338
3721,10,2,2515,371,6741,544
3722,10,2,4124,4124,593,3606
3723,31,2,1974,0,3983,1783
3724,40,2,1814,0,6432,657
3725,20,2,3840,0,7643,433
3726,-2,5,870,218,4628,1296
3727,10,2,3050,3050,1060,2307
3728,-2,5,1059,1059,3176,1884
3729,-2,5,750,375,857,1207
3730,10,2,1360,1360,4943,1173
3731,-2,5,650,0,4069,430
3732,20,2,3328,3328,729,4901
3733,10,2,4080,1020,6680,516
3734,10,2,960,960,476,3519
3735,10,2,5141,2655,6682,679
3736,10,2,1490,1490,5473,1137
3737,20,2,3086,3086,2292,1680
3738,-2,5,371,74,5726,995
3739,20,2,2916,243,5925,747
3740,-2,5,497,497,2012,1567
3741,-2,5,1325,530,4470,1617
3742,-2,1,0,144,1986,477
3743,10,2,1414,0,4812,198
3744,20,3,888,444,3996,1753
3745,10,2,0,2800,3512,695
3746,20,2,2216,2216,1365,2888
3747,-2,5,887,887,2506,1995
3748,-2,1,1232,1232,5592,1001
3749,10,2,3255,3255,1408,2718
3750,20,2,6012,6012,1438,2757
3751,10,2,1517,1517,1376,3444
3752,10,2,1176,1176,3701,1153
3753,20,2,3000,0,6422,616
3754,-2,1,1425,1425,372,4346
3755,10,2,1232,1232,3215,2093
3756,10,2,1104,1104,519,3789
3757,10,2,1720,1470,368,4273
3758,10,2,2040,2040,2726,2118
3759,20,3,1773,887,4646,1432
3760,10,2,1718,1718,3792,1283
3761,10,2,1596,1596,1326,3142
3762,20,2,2100,2100,3139,1922
3763,10,2,3198,3198,1075,3729
3764,10,2,850,850,4549,1361
3765,10,2,904,904,3725,1928
3766,10,2,0,0,781,1756
3767,20,3,2137,407,5378,1014
3768,-2,4,825,825,1708,3683
3769,10,2,1490,1490,3952,1252
3770,10,3,1716,858,5330,991
3771,10,2,3306,3306,3048,2655
3772,20,2,2176,2176,5568,883
3773,20,2,2152,2152,2494,2043
3774,10,2,1000,0,2026,430
3775,10,2,1632,276,3921,525
3776,10,2,2047,2047,7079,376
3777,20,2,3464,3464,5365,1025
3778,20,2,3688,3688,4269,1518
3779,-2,1,1056,1056,3759,1365
3780,20,2,4144,4144,383,4307
3781,10,2,2964,494,6831,514
3782,20,2,2453,2453,6104,754
3783,10,2,2100,2100,2671,1903
3784,10,2,2109,188,5508,906
3785,10,2,1570,224,4762,1267
3786,20,3,1515,1515,5427,970
3787,10,2,2118,2118,2039,1463
3788,20,3,1545,1545,3328,1476
3789,-2,1,2496,555,2776,1994
3790,10,2,2308,2308,5916,709
3791,10,2,1222,0,1967,307
3792,-2,1,1960,1960,2876,366
3793,10,2,2672,2672,3877,1385
3794,10,3,1548,1161,6059,768
3795,10,2,906,906,3679,1518
3796,-2,1,1152,329,2885,2132
3797,-2,5,1725,1725,2230,1837
3798,10,2,1640,397,5497,908
3799,10,2,2288,2288,6164,774
3800,-2,1,1008,0,368,3876
3801,20,2,1350,0,4450,1464
3802,20,2,1868,1868,1885,829
3803,10,2,2016,2016,1384,2900
3804,-2,5,1350,675,6718,492
3805,10,2,1265,1265,640,3672
3806,20,2,1345,0,3871,1396
3807,-2,5,1855,1855,2459,2514
3808,10,2,1440,1440,6467,590
3809,10,2,1260,1575,4109,1518
3810,10,2,1836,1836,6335,910
3811,10,2,2300,2300,1961,2953
3812,20,2,1896,512,6239,757
3813,10,2,1700,213,6924,455
3814,20,3,1906,1906,3694,1448
3815,-2,1,576,576,2816,1808
3816,-2,5,313,313,7694,671
3817,10,2,2553,2553,5480,932
3818,10,2,1400,1400,662,5375
3819,20,2,2050,2050,3966,1551
3820,-2,1,513,0,5480,932
3821,10,2,4076,4076,6743,626
3822,-2,5,949,190,7556,429
3823,10,2,2893,2893,3836,1671
3824,10,2,600,300,1588,2534
3825,10,2,2987,431,7874,29
3826,20,2,3426,0,1256,2968
3827,-2,5,998,200,7553,430
3828,-2,5,493,197,1837,917
3829,10,2,2945,2945,6185,787
3830,10,2,1522,1522,2122,2060
3831,20,2,3288,3288,6883,445
3832,10,2,1260,315,4648,1358
3833,20,3,1465,1319,4608,1311
3834,20,2,3360,3360,3177,1836
3835,10,2,1675,0,3800,1535
3836,10,2,1918,1918,1248,2979
3837,10,2,696,696,1358,3322
3838,10,2,1647,1647,4918,1169
3839,10,2,1453,1453,1144,3445
3840,-2,5,357,179,4666,1524
3841,20,2,2520,720,5874,738
3842,10,3,2042,2042,5421,922
3843,10,2,4944,3084,7311,339
3844,10,2,1880,1880,56,5164
3845,20,2,1965,0,2923,337
3846,-2,5,763,763,1338,3121
3847,20,2,4332,4332,1252,3246
3848,20,2,4072,4072,5610,1026
3849,20,2,2656,2429,5025,1160
