,STORIES,TYPEHUQ,TOTHSQFT,TOTCSQFT,HDD65,CDD65
15391,-2,5,918,918,1055,3788
15392,20,3,1659,1810,3966,1485
15393,20,3,1203,1203,3689,1444
15394,20,2,2321,2321,6350,644
15395,20,3,784,392,4902,992
15396,10,2,1824,730,3346,1625
15397,20,2,3126,3126,7568,292
15398,10,2,888,222,5748,703
15399,-2,4,765,0,3605,1578
15400,20,2,6005,5239,4499,1058
15401,10,2,1564,1564,2732,2088
15402,20,2,1680,960,6716,466
15403,-2,4,698,0,2797,129
15404,20,2,4540,4094,5913,652
15405,10,2,1848,336,6566,467
15406,10,2,1004,0,4830,213
15407,-2,5,599,599,529,3821
15408,10,2,1430,1430,508,3855
15409,20,2,3688,3688,1506,2625
15410,10,2,534,178,5688,745
15411,-2,5,297,0,562,3698
15412,-2,5,928,928,6230,410
15413,-2,4,1317,1317,4777,1168
15414,20,2,2434,2434,8479,365
15415,10,2,4362,4362,8284,306
15416,10,2,814,814,2262,1539
15417,10,1,1680,1680,590,3769
15418,10,2,1769,1189,6904,511
15419,10,2,3856,1991,4772,1170
15420,10,2,3888,2144,8228,215
15421,10,2,2114,2114,7579,289
15422,-2,5,943,707,4661,1266
15423,10,2,0,1866,570,3451
15424,10,3,1206,1206,501,3786
15425,10,2,1624,1624,3007,1806
15426,10,2,1289,1289,643,3670
15427,10,2,396,264,2451,2000
15428,-2,5,1259,1259,5031,1003
15429,-2,5,570,570,2198,2544
15430,10,1,980,980,5336,1033
15431,20,2,3150,1890,4869,991
15432,-2,4,881,294,7583,639
15433,20,2,1550,258,6182,588
15434,10,2,1224,1224,4286,1613
15435,10,2,1546,1546,2284,2537
15436,20,2,5099,4589,7844,465
15437,20,2,1335,534,5351,773
15438,10,2,271,950,829,3528
15439,20,3,900,0,6649,353
15440,20,2,1760,1760,6054,890
15441,20,2,2600,743,7016,317
15442,-2,5,674,225,7937,336
15443,20,2,1489,893,3076,1766
15444,10,1,370,370,1068,3728
15445,10,2,1280,1280,2812,1769
15446,10,2,443,0,794,1458
15447,10,1,1240,0,1166,1168
15448,10,2,1920,1920,3061,1872
15449,20,2,1730,1730,7012,401
15450,-2,4,1107,1107,6401,487
15451,10,2,1428,1428,1755,2743
15452,10,2,1650,0,6202,487
15453,10,2,1656,1656,2014,2804
15454,10,2,2314,0,5047,264
15455,-2,5,792,158,2168,2517
15456,20,2,2407,2179,8197,423
15457,10,2,803,803,4997,801
15458,40,2,1051,1051,6536,540
15459,10,2,1222,1222,1758,2425
15460,20,2,2823,2823,6203,452
15461,31,2,3255,3255,5945,479
15462,20,2,2970,480,9439,400
15463,10,2,1974,282,1305,2058
15464,10,2,605,605,4910,994
15465,10,2,1488,1488,5294,893
15466,10,2,1120,0,9302,173
15467,10,2,1542,385,4879,313
15468,-2,5,994,0,4732,1037
15469,-2,5,677,677,1945,2980
15470,10,2,775,930,5219,1066
15471,-2,4,642,214,7410,405
15472,10,2,238,238,2583,1987
15473,20,2,1517,1517,1193,814
15474,20,2,3674,2270,6630,397
15475,20,2,1209,1209,1170,3296
15476,10,2,1189,1189,1227,3167
15477,10,1,658,0,5253,253
15478,10,1,1064,1064,5362,809
15479,10,2,530,106,4988,755
15480,10,2,1470,1470,978,4575
15481,-2,5,949,0,1229,619
15482,-2,5,980,327,6039,567
15483,10,2,1835,0,1193,1055
15484,10,2,3047,854,4558,1197
15485,-2,5,686,686,5675,763
15486,-2,5,591,591,3122,1631
15487,10,3,1045,522,4844,850
15488,20,2,1307,1307,6881,516
15489,10,2,950,950,1352,2958
15490,10,2,987,0,7133,507
15491,10,2,1910,637,2362,584
15492,20,3,2126,1459,6303,303
15493,10,2,2054,2054,5223,936
15494,10,2,1440,1440,3338,1631
15495,10,2,0,1976,546,3023
15496,10,2,2991,2991,487,3680
15497,-2,5,830,830,5087,1095
15498,10,1,0,174,556,3753
15499,20,2,0,1791,1609,1826
15500,10,2,1868,1868,1349,2938
15501,20,3,1865,1865,4518,1417
15502,10,1,1288,322,4931,762
15503,20,3,1463,1463,7351,274
15504,10,2,1313,263,5546,624
15505,20,2,3247,1020,6802,296
15506,10,2,1500,1500,5428,903
15507,20,2,2749,1726,6578,462
15508,10,3,2256,2256,645,3423
15509,10,2,2201,2201,3308,1506
15510,10,2,940,157,7643,180
15511,10,2,1764,0,6706,178
15512,-2,4,1045,1045,4264,1197
15513,10,3,1854,1854,1339,3195
15514,10,2,1248,250,4415,791
15515,10,2,2016,2016,2239,1038
15516,20,2,1579,0,5727,577
15517,-2,5,964,0,5973,527
15518,20,2,2916,2306,4967,1120
15519,20,2,2474,2474,5128,853
15520,10,2,1829,1143,5965,531
15521,10,2,1512,1512,3771,1510
15522,-2,4,841,841,4936,1129
15523,-2,5,1044,0,10074,6
15524,-2,4,1024,0,5993,412
15525,20,2,2596,2596,8098,407
15526,-2,5,0,0,4995,284
15527,10,2,2102,2102,6035,410
15528,10,2,1196,0,4780,368
15529,10,2,579,1157,3191,1535
15530,10,2,2096,2096,1066,3202
15531,10,2,1925,1925,2367,2072
15532,10,2,2706,4059,2399,583
15533,20,2,2914,0,5891,598
15534,20,2,1526,1526,2779,1865
15535,10,2,946,946,1045,3813
15536,10,2,1035,1035,4643,1228
15537,10,2,1050,0,5992,739
15538,20,3,1947,1947,4863,263
15539,-2,5,0,224,1168,1258
15540,-2,5,949,474,5688,683
15541,20,2,2568,571,6445,560
15542,10,1,1742,581,5299,897
15543,10,2,2052,2052,6668,516
15544,-2,4,780,195,6101,718
15545,20,2,1504,1504,1977,2248
15546,10,3,427,0,2321,254
15547,20,2,1386,1386,6738,391
15548,20,2,1613,1613,6919,333
15549,20,3,1382,1382,4652,1060
15550,10,3,984,984,7161,464
15551,-2,5,363,0,4606,344
15552,40,2,3100,2025,5081,1106
15553,-2,5,994,994,3547,1591
15554,-2,5,616,616,8627,196
15555,10,2,1821,1821,1276,3558
15556,10,2,1776,888,5760,692
15557,10,2,1854,1854,4389,1467
15558,10,2,1615,692,1415,1033
15559,-2,5,830,830,2557,2023
15560,20,2,1440,480,5340,808
15561,10,2,923,0,5149,286
15562,10,2,4468,2158,8788,311
15563,20,2,2691,533,6805,311
15564,20,2,1560,1560,3711,1522
15565,-2,5,504,504,3719,1353
15566,-2,5,921,921,2441,2156
15567,20,2,3416,2936,6140,514
15568,20,2,6100,6100,1314,3034
15569,10,2,1234,0,7476,89
15570,20,2,2980,2980,4536,885
15571,20,2,1828,1599,4689,1173
15572,10,2,2050,1225,6673,340
15573,10,2,1320,1320,2590,1988
15574,10,1,1484,1484,2481,2212
15575,10,2,1789,2300,764,3316
15576,31,2,2898,0,6625,446
15577,10,2,0,0,2425,382
15578,20,2,3663,3663,2534,2054
15579,10,2,1300,650,4739,1179
15580,-2,4,750,0,7192,450
15581,20,2,2044,2044,5335,778
15582,31,2,3429,3429,7459,666
15583,10,2,650,325,2301,2437
15584,20,3,1280,640,4390,1288
15585,10,2,915,366,4769,679
15586,10,2,0,320,1227,3486
15587,-2,5,649,649,2195,2557
15588,10,1,2284,381,6236,490
15589,-2,4,1220,0,5547,756
15590,10,2,3242,3242,8447,209
15591,20,2,2498,278,4815,357
15592,20,2,5708,4700,5811,741
15593,-2,5,527,527,2182,2781
15594,-2,5,701,234,5957,533
15595,10,2,2221,983,5046,924
15596,-2,5,0,560,6755,430
15597,10,2,1576,1576,2338,2457
15598,20,2,5282,4720,5643,638
15599,10,2,3012,1706,7434,669
15600,10,3,1603,1603,3131,1674
15601,10,2,3198,3198,2111,1933
15602,31,2,7180,0,4731,304
15603,20,3,1138,1138,6149,415
15604,10,2,1582,1582,1972,2864
15605,10,2,2021,2021,696,3307
15606,20,2,2400,2400,5617,729
15607,20,2,3140,3140,3293,1676
15608,10,1,797,598,9178,398
15609,-2,5,771,771,3271,1344
15610,10,2,0,0,877,1358
15611,-2,5,1222,1222,5517,628
15612,20,2,4079,1293,4110,543
15613,10,2,1176,392,5785,556
15614,10,1,691,0,2636,2004
15615,-2,5,472,0,6485,417
15616,20,2,1130,220,4358,620
15617,20,2,1750,1750,4190,1303
15618,10,2,1581,1581,5512,874
15619,-2,5,1045,697,6541,592
15620,20,2,3968,567,6286,467
15621,20,2,1848,0,6276,558
15622,10,2,960,720,4264,1342
15623,10,2,1350,1350,1790,2573
15624,-2,5,1900,475,4707,1020
15625,10,2,2108,2108,2857,1985
15626,-2,5,900,0,4844,850
15627,20,2,1712,0,7586,653
15628,10,2,3045,0,4287,1033
15629,10,1,784,784,4676,1200
15630,20,2,4016,3360,6359,477
15631,10,2,579,0,842,1393
15632,20,2,2246,2246,4227,1210
15633,20,3,1120,0,5647,1159
15634,-2,5,1008,1008,555,3995
15635,20,2,4123,0,10020,91
15636,10,2,3200,1700,5695,1152
15637,10,2,1824,0,9280,176
15638,20,2,2558,2558,5033,846
15639,-2,4,932,932,3047,1862
15640,10,2,1655,1655,3754,1151
15641,-2,5,1440,1440,132,4545
15642,10,2,3054,0,2694,158
15643,10,2,2374,2374,4670,1088
15644,-2,5,675,450,4685,900
15645,20,3,1242,745,6859,388
15646,20,2,2330,2330,8713,297
15647,-2,4,1200,900,4792,866
15648,20,2,1048,1048,4159,1607
15649,10,1,938,938,6592,594
15650,20,2,2666,444,7144,261
15651,10,2,1147,574,4400,1190
15652,-2,5,638,425,4742,882
15653,10,2,2493,951,6097,703
15654,20,2,1565,1565,4231,803
15655,20,2,3400,3400,2391,2415
15656,20,2,5150,0,1229,1249
15657,-2,5,947,947,1033,3843
15658,10,2,1824,182,8878,295
15659,20,3,1955,1955,8122,380
15660,20,2,2946,2946,3476,1555
15661,20,2,1939,0,5552,658
15662,10,2,438,0,2187,2620
15663,-2,4,1190,0,4482,577
15664,-2,5,1059,1059,6587,380
15665,-2,5,575,575,1268,3439
15666,-2,5,631,631,5347,1020
15667,10,2,1695,2260,2267,2096
15668,10,2,1045,1045,1856,3856
15669,20,2,1664,740,1338,2810
15670,-2,5,831,208,6843,350
15671,20,2,3468,3468,4108,1525
15672,10,2,1176,1176,5115,933
15673,-2,5,1094,912,4983,852
15674,20,2,2470,2470,1434,2757
15675,10,2,1814,302,882,1623
15676,20,2,2240,0,6899,342
15677,20,2,2692,0,7120,266
15678,20,2,1456,291,4689,1231
15679,-2,4,750,750,3768,1334
15680,20,2,2166,2166,6972,288
15681,10,2,1229,246,2292,1519
15682,-2,5,870,870,1102,3398
15683,10,2,1916,1916,5531,905
15684,-2,4,228,0,2372,221
15685,20,2,4982,4982,2445,2495
15686,10,2,510,170,4730,1346
15687,-2,5,0,797,303,4256
15688,10,2,1938,0,1275,627
15689,-2,4,523,261,2609,744
15690,10,1,2008,2008,3322,1744
15691,-2,5,1003,1003,4908,912
15692,20,2,2580,949,5856,508
15693,10,2,2245,2245,645,3665
15694,10,2,1942,1942,5733,585
15695,20,2,2697,1926,5081,337
15696,-2,5,997,997,3528,1916
15697,20,2,3031,3031,6540,707
15698,20,3,1038,0,1160,611
15699,20,2,2420,1076,4327,1400
15700,20,2,2504,2504,6767,561
15701,20,2,2198,440,93,4783
15702,20,2,1541,1541,5873,760
15703,10,2,1280,1280,1643,2786
15704,10,2,1410,1410,102,4640
15705,-2,4,890,890,2364,1037
15706,-2,5,382,382,5897,544
15707,10,1,1070,178,1323,2773
15708,-2,5,1058,0,2202,2925
15709,10,2,2090,0,5378,217
15710,20,2,2250,0,5495,453
15711,10,2,2209,2209,1066,4342
15712,20,2,3380,3380,7824,270
15713,10,2,0,2394,64,5048
15714,10,2,999,799,5462,627
15715,20,2,1278,1278,5135,866
15716,20,2,3930,3930,4652,278
15717,10,2,2200,2200,3107,1690
15718,-2,5,552,552,1817,2997
15719,20,2,3810,3810,5186,1075
15720,10,2,1384,1384,1145,1567
15721,10,2,1271,318,3690,1023
15722,-2,5,816,816,5864,610
15723,10,2,2634,2634,5257,832
15724,10,2,900,360,3560,1649
15725,20,2,3602,4116,1280,1793
15726,10,2,1130,226,4376,1205
15727,-2,5,780,780,4696,1075
15728,20,2,1806,1806,4725,1348
15729,10,2,1400,1400,785,1954
15730,10,2,1250,1500,545,4738
15731,20,2,3098,3098,7157,302
15732,20,2,3618,3618,1142,3360
15733,10,2,1408,1408,1896,3775
15734,10,2,365,182,3736,1462
15735,-2,5,727,727,2266,1537
15736,10,1,691,691,5221,1066
15737,20,2,3008,3008,2765,1929
15738,10,2,1408,176,7917,437
15739,20,3,1397,1397,6094,609
15740,10,3,1737,1737,1295,3389
15741,10,2,3443,3443,3219,1523
15742,20,2,3420,3420,3188,1271
15743,20,3,2326,930,6810,451
15744,-2,4,524,0,4671,1054
15745,20,2,2484,2242,7960,490
15746,10,3,180,180,1168,1166
15747,10,2,1512,566,5213,644
15748,10,2,329,164,6365,475
15749,10,2,576,0,869,1366
15750,20,3,1247,1247,5886,564
15751,10,2,1296,216,4825,925
15752,20,2,3459,3459,7540,238
15753,20,2,1714,1714,6696,335
15754,10,2,1883,1883,632,3846
15755,10,2,616,0,4568,826
15756,20,2,2113,0,7279,348
15757,10,1,1152,1152,1498,2609
15758,20,2,1441,1441,6756,447
15759,20,2,2218,2218,5459,678
15760,-2,5,868,868,3257,1351
15761,20,2,3496,256,7049,317
15762,31,2,6020,0,4261,653
15763,20,2,5208,5208,1052,4653
15764,10,2,965,965,1618,2664
15765,-2,4,336,840,3239,1703
15766,-2,5,0,1320,168,4411
15767,20,3,0,0,1229,612
15768,10,2,1800,150,7394,275
15769,-2,4,1184,0,6745,357
15770,10,2,2108,2108,1240,3515
15771,10,2,1138,1138,5186,1000
15772,20,2,2630,2630,5037,1257
15773,20,2,7390,7390,1361,2940
15774,10,2,788,788,2101,2768
15775,-2,4,1250,0,7951,333
15776,10,2,0,673,0,3781
15777,10,3,1176,294,707,1819
15778,20,2,1992,1992,5042,331
15779,-2,5,677,226,6092,554
15780,-2,5,1359,1359,3134,1672
15781,-2,5,481,481,4792,1155
15782,10,2,980,980,1095,3425
15783,10,2,1122,1122,5271,967
15784,-2,5,195,195,6837,382
15785,20,3,2798,2798,3058,1652
15786,20,2,3600,900,5320,870
15787,10,2,4586,4586,1243,1357
15788,10,2,780,780,5972,928
15789,10,2,2229,3900,474,3699
15790,10,2,1140,950,4329,1221
15791,20,2,4488,4488,1105,3443
15792,20,3,2121,2121,4880,1299
15793,20,2,1316,1316,1173,1281
15794,10,2,1919,162,7005,319
15795,-2,4,1714,1714,5261,925
15796,10,2,2987,996,2375,725
15797,10,2,1026,205,5199,670
15798,-2,5,1029,0,2465,667
15799,10,2,2356,2356,517,3832
15800,10,2,2795,2795,6396,732
15801,10,2,2826,2826,5089,936
15802,20,2,5468,4988,7652,628
15803,10,2,3500,3500,7957,292
15804,10,2,1177,504,2192,2641
15805,-2,4,969,0,4167,424
15806,10,2,2107,0,4170,1537
15807,10,2,1160,0,4795,284
15808,10,2,232,928,6019,917
15809,10,2,1686,1686,2420,2405
15810,10,3,993,993,1705,2376
15811,20,2,3680,3680,600,3744
15812,20,2,2708,0,5494,682
15813,-2,5,1218,1218,4082,1568
15814,10,2,1048,1048,7102,355
15815,20,2,1444,619,6341,467
15816,20,2,1944,648,7083,361
15817,20,3,913,457,6931,369
15818,10,2,2184,2184,6896,674
15819,10,2,1348,1348,2123,2452
15820,20,2,1109,1386,4483,1085
15821,10,2,2366,2366,610,3709
15822,-2,5,1255,1255,1053,1091
15823,10,2,2660,0,4282,1152
15824,20,2,3173,3173,4171,1279
15825,-2,4,1233,0,6446,494
15826,10,1,980,980,4248,1260
15827,20,2,2704,541,4530,1069
15828,10,2,1835,1835,1597,3148
15829,10,3,2580,430,6051,538
15830,-2,4,261,0,4739,442
15831,20,2,2329,291,5435,788
15832,-2,5,529,529,2382,2423
15833,-2,5,753,753,4468,1247
15834,20,2,1096,1096,3111,1684
15835,20,2,2240,2240,6683,338
15836,10,2,2078,2078,1421,3344
15837,20,3,1917,1917,2251,2691
15838,10,2,1500,1500,3197,1829
15839,10,2,1702,1702,1564,2753
15840,10,2,1382,1382,2026,2867
15841,20,3,800,0,2449,365
15842,10,2,1840,1840,4550,1123
15843,-2,5,1139,1139,4630,1045
15844,10,1,1216,1216,9404,344
15845,20,2,1466,0,5579,662
15846,20,2,2152,1614,3087,1760
15847,10,2,963,578,3860,1299
15848,-2,4,515,773,1583,1856
15849,31,3,2438,2438,2192,692
15850,10,2,1590,1590,3048,1782
15851,10,2,600,300,4231,1288
15852,20,2,0,0,1113,658
15853,10,2,1088,1088,3128,1736
15854,-2,5,0,231,1255,593
15855,-2,5,840,504,4669,933
15856,10,2,1590,1590,2339,2384
15857,10,2,1685,1685,1724,2534
15858,-2,5,777,777,3314,1113
15859,10,2,693,0,5072,256
15860,20,2,3558,3558,3307,1831
15861,10,2,0,0,3,3705
15862,10,2,2622,0,6085,429
15863,10,2,975,0,1986,2496
15864,10,3,150,0,864,1371
15865,10,1,2129,2129,1317,3032
15866,20,2,1890,1890,4619,1217
15867,20,2,2535,2535,413,4025
15868,10,2,2100,2100,1246,3742
15869,10,2,1044,1044,69,5048
15870,10,2,858,858,6520,504
15871,10,2,1486,2480,3986,1456
15872,10,2,3839,1538,5280,793
15873,10,2,3440,3440,3105,1310
15874,20,2,2899,2899,1004,4622
15875,10,2,2132,426,5433,778
15876,-2,5,875,146,4656,1058
15877,-2,5,668,0,6431,448
15878,10,2,4043,4043,6252,450
15879,10,2,1212,1212,2182,2517
15880,-2,5,666,0,794,1451
15881,20,2,3614,3614,7429,561
15882,10,2,1480,1480,2114,2732
15883,10,2,0,0,1139,1195
15884,-2,4,1302,521,6218,666
15885,20,2,3680,3680,1120,4186
15886,10,1,677,226,7822,188
15887,-2,5,511,256,1281,567
15888,20,2,3359,3359,5207,795
15889,20,2,1888,1888,2865,1808
15890,10,2,516,516,4593,1068
15891,20,3,2240,0,4091,1439
15892,10,2,2882,2882,5185,981
15893,10,2,2000,2000,2207,1577
15894,20,2,1800,1800,5683,746
15895,10,2,957,501,5185,1076
15896,-2,5,897,897,6446,846
15897,20,2,1976,1976,5050,261
15898,20,2,2772,1188,5420,773
15899,10,2,2360,2360,2292,2364
15900,-2,5,811,405,4896,904
15901,10,2,886,1241,2492,1858
15902,10,1,784,784,4807,727
15903,10,2,2022,2022,3134,1672
15904,10,2,573,763,3603,1357
15905,10,2,964,964,3322,1661
15906,10,2,3337,4681,4587,1227
15907,20,2,1800,0,5771,635
15908,20,2,3208,3208,5439,787
15909,10,2,378,0,4151,1303
15910,10,2,595,793,896,2039
15911,10,1,917,917,6718,384
15912,31,2,3850,3025,5021,1064
15913,20,2,1250,0,5692,709
15914,20,2,2090,2090,151,4461
15915,40,2,5465,5465,5390,890
15916,10,2,2432,2432,761,3306
15917,20,2,2043,515,5153,718
15918,-2,4,897,897,4553,1246
15919,20,2,2162,1729,5761,570
15920,10,2,2240,0,6507,597
15921,20,2,3022,3022,1196,3606
15922,10,2,473,1181,1449,1215
15923,-2,4,1120,1120,4858,845
15924,-2,5,670,670,6711,434
15925,-2,5,0,0,1291,557
15926,20,2,1331,0,6868,297
15927,10,1,672,0,3429,1641
15928,10,2,790,1316,3807,1494
15929,10,3,2030,1025,7300,428
15930,10,2,975,975,4775,1332
15931,-2,4,1200,480,4785,1017
15932,10,2,1248,0,6667,389
15933,10,1,630,630,650,3242
15934,10,2,974,974,4791,732
15935,20,2,2110,2110,6533,529
15936,20,2,2265,0,6363,258
15937,-2,4,1644,243,5182,1112
15938,20,2,2164,271,6637,405
15939,20,3,510,0,2989,532
15940,10,2,1169,1169,3471,1609
15941,10,2,1648,824,4633,476
15942,10,1,912,912,2398,1790
15943,10,2,1038,0,7121,579
15944,10,2,696,0,5367,745
15945,10,2,992,248,4911,327
15946,-2,5,1154,192,5457,704
15947,10,2,1740,217,5304,818
15948,10,2,1500,0,8724,257
15949,10,2,1750,1750,212,4063
15950,20,2,1439,0,11933,0
15951,20,2,2654,2654,5442,690
15952,20,2,2893,2893,3593,1349
15953,10,2,1682,1682,514,3753
15954,10,2,1042,1042,2145,2766
15955,-2,4,1144,1144,1668,4277
15956,10,2,910,910,4361,1175
15957,20,3,880,660,4946,756
15958,20,2,1492,1492,4117,1474
15959,20,2,3584,3584,4252,1038
15960,10,2,3156,3156,3478,1564
15961,20,2,3134,3134,1248,3300
15962,-2,4,816,544,2296,2520
15963,20,2,2687,2687,4675,1363
15964,-2,5,586,586,1120,1969
15965,10,2,823,1372,4987,280
15966,10,2,900,900,2388,1022
15967,-2,5,751,250,4718,1042
15968,10,2,4002,400,6126,605
15969,20,2,4262,3729,4465,1275
15970,10,2,2300,0,2528,482
15971,-2,5,568,0,2533,714
15972,20,2,2119,2119,3141,1635
15973,10,2,964,964,1606,1830
15974,20,3,1342,1342,5517,667
15975,-2,4,721,0,4728,1013
15976,10,2,1148,1148,2215,1571
15977,-2,4,2333,1059,5566,777
15978,-2,5,617,617,1402,3130
15979,20,3,1890,473,1173,3283
15980,10,2,2500,558,9458,150
15981,10,2,1168,1168,5046,738
15982,20,3,750,188,5203,872
15983,20,2,1802,1802,1384,1952
15984,-2,5,564,564,6295,539
15985,20,2,2044,681,4974,880
15986,10,2,1408,1408,1872,3823
15987,10,2,1155,578,3980,1509
15988,-2,5,505,168,7038,435
15989,10,2,1085,1085,3004,1830
15990,10,2,1008,1008,1685,2767
15991,10,2,0,1745,457,3898
15992,10,2,2056,2056,1142,3360
15993,20,2,5202,5202,4992,346
15994,-2,5,784,784,4006,1470
15995,20,2,1250,1250,5761,598
15996,-2,5,1186,1186,6696,391
15997,-2,5,786,0,6511,439
15998,10,3,1460,1460,4525,1228
15999,10,2,888,507,7061,279
16000,-2,4,806,0,4835,836
16001,20,2,2058,2058,1257,3464
16002,10,2,1400,1400,308,4137
16003,20,2,2631,1128,5449,711
16004,-2,4,1014,1014,1107,3657
16005,10,2,1242,1242,3740,1543
16006,-2,4,576,0,1412,905
16007,10,2,1587,0,2528,790
16008,20,2,2320,2320,4461,1270
16009,20,2,3041,1500,7144,327
16010,20,2,3539,3539,7867,386
16011,10,2,612,204,3732,1133
16012,20,2,1670,0,1163,608
16013,20,2,3528,0,4684,1119
16014,20,2,5964,5964,4408,1266
16015,10,2,2568,1918,1139,3485
16016,10,2,2177,2177,6391,598
16017,20,2,2720,1632,6765,456
16018,10,2,1865,814,5296,821
16019,10,2,1416,0,4250,1508
16020,-2,5,717,717,3645,1501
16021,10,2,2120,2120,1737,3020
16022,-2,5,1052,526,5446,647
16023,20,2,3448,3448,3053,1656
16024,10,2,2588,324,3727,1008
16025,10,2,1620,1620,3557,1530
16026,-2,5,1084,0,2420,546
16027,10,2,333,333,1387,3611
16028,10,2,2230,223,6634,320
16029,20,2,2268,0,10242,188
16030,10,2,1520,1520,1562,2757
16031,10,2,2260,753,6432,553
16032,10,2,2830,2830,201,4325
16033,10,2,2592,144,6088,526
16034,20,2,2900,2900,1167,1544
16035,10,2,240,240,3391,1706
16036,20,2,3435,3435,6781,389
16037,10,2,336,1682,1121,1592
16038,10,2,564,0,4964,287
16039,20,2,1728,1728,3283,1681
16040,20,2,1920,1371,6150,593
16041,20,2,2775,0,6642,652
16042,10,2,1469,1469,5378,947
16043,-2,4,1114,1114,2443,2099
16044,10,3,2819,2819,7315,549
16045,20,2,8336,0,6133,538
16046,40,2,512,0,2494,254
16047,10,3,683,0,2221,355
16048,-2,5,709,709,4346,1215
16049,10,2,1360,1360,3142,1668
16050,20,2,5495,5495,3933,1368
16051,-2,4,880,176,4762,1025
16052,-2,5,718,0,4988,286
16053,10,2,1900,1900,1217,1475
16054,-2,5,1318,0,1740,1448
16055,10,2,880,0,2370,1816
16056,20,3,1071,2142,686,3580
16057,-2,5,1667,1111,5374,593
16058,10,2,1262,1262,3264,1596
16059,20,2,2027,2027,5573,686
16060,10,2,800,960,4814,1156
16061,20,2,2177,973,5555,709
16062,20,2,2152,2152,4560,1216
16063,10,1,1067,267,8573,443
16064,10,2,2852,0,1015,4465
16065,-2,4,751,0,6174,480
16066,20,2,1768,1768,5239,893
16067,10,3,476,159,2051,2832
16068,20,2,2250,0,7891,245
16069,10,2,631,631,4650,1226
16070,20,2,4266,4266,1734,2528
16071,20,2,1500,0,4991,803
16072,10,1,938,0,10336,44
16073,20,2,967,483,6475,553
16074,10,3,1880,1880,1276,3374
16075,-2,5,201,604,1734,2304
16076,10,2,1962,1962,1167,3303
16077,10,2,271,0,2151,2607
16078,20,2,3131,3131,5624,615
16079,-2,4,1103,1103,4504,1113
16080,20,2,3588,3190,2091,2774
16081,20,2,3972,3972,1163,608
16082,10,2,1228,1228,1177,2809
16083,31,2,2145,2145,2972,1849
16084,10,3,525,0,6134,384
16085,-2,5,835,278,6009,709
16086,-2,4,215,0,807,1703
16087,20,2,1440,0,5935,641
16088,20,2,3970,2794,6609,493
16089,10,2,1476,1476,3513,1353
16090,10,2,1779,1779,2463,2477
16091,-2,5,1036,1036,4179,1407
16092,10,2,940,0,2180,388
16093,-2,4,752,752,3879,1350
16094,-2,4,595,0,4463,397
16095,10,2,2036,2036,2709,2460
16096,10,2,1883,1883,4424,1455
16097,10,2,1044,1044,8192,424
16098,10,2,1872,1872,1787,2716
16099,10,2,2140,2140,2031,2245
16100,10,1,924,924,5294,821
16101,10,2,1958,1958,2656,718
16102,10,2,1664,1664,5173,1070
16103,20,2,3206,458,2688,700
16104,20,2,3380,3380,2338,2469
16105,10,2,2387,2387,3008,1760
16106,10,3,1072,536,1080,3459
16107,20,2,3818,3818,6917,336
16108,10,2,2150,1430,4098,1336
16109,10,2,3248,3248,1858,2608
16110,-2,5,1172,586,4657,1061
16111,10,2,938,188,565,3709
16112,10,2,720,540,540,4037
16113,10,2,2480,2480,244,4205
16114,20,2,2430,1215,5900,543
16115,10,2,1659,0,5670,160
16116,10,2,1900,950,5350,887
16117,20,3,2446,2446,141,4555
16118,10,2,1168,701,5034,790
16119,10,3,784,0,5700,1145
16120,-2,4,343,171,483,3919
16121,20,3,832,624,4830,1146
16122,20,3,1856,1856,5995,578
16123,20,2,3160,3160,3327,1820
16124,-2,5,806,806,840,4808
16125,10,2,0,0,716,389
16126,10,2,1424,1424,3141,1632
16127,10,2,2117,2117,1291,3082
16128,10,2,775,775,1042,3253
16129,10,2,1716,1716,2389,2204
16130,-2,4,0,0,758,1760
16131,10,2,2100,2100,7021,431
16132,10,2,1456,1456,4635,1191
16133,20,2,2835,236,7611,477
16134,10,3,945,945,828,3158
16135,-2,4,288,0,726,2036
16136,10,2,1536,1536,2586,1985
16137,10,2,980,980,3214,1657
16138,-2,5,0,373,817,1428
16139,10,2,925,925,4645,1051
16140,20,2,1782,594,4757,860
16141,20,2,2314,2314,4105,1266
16142,-2,4,627,209,6143,919
16143,10,2,1008,252,6778,367
16144,10,2,885,885,4915,1135
16145,20,2,2068,0,5710,197
16146,-2,5,318,318,4776,871
16147,10,2,818,443,6031,603
16148,-2,5,900,900,4427,1281
16149,20,2,1470,0,4763,233
16150,20,2,1917,1917,1337,3538
16151,10,2,1656,1656,4063,1327
16152,20,2,1480,1480,7805,502
16153,-2,5,1382,1382,4105,1434
16154,31,2,6085,5863,5610,619
16155,10,1,1200,171,7495,257
16156,20,3,1368,456,5631,662
16157,10,3,555,555,5398,709
16158,10,2,1275,0,2663,142
16159,20,2,3220,3220,6623,619
16160,10,2,1012,0,1052,1092
16161,20,2,4195,4195,5262,926
16162,-2,5,514,0,1282,1196
16163,-2,4,638,425,1631,1800
16164,20,2,2400,0,7155,287
16165,-2,5,698,698,4370,1301
16166,10,2,1661,1661,3496,1403
16167,-2,5,1832,1832,3105,1826
16168,32,3,2145,1745,4102,1435
16169,20,2,2644,2644,4651,1459
16170,10,2,2063,2063,2258,2551
16171,10,2,1128,1128,3669,1423
16172,40,2,3314,3314,7366,284
16173,10,2,1698,1698,349,3886
