,TVONWD2,PRKGPLC1,SIZRFRI1,INTERNET,TVTYPE2,WDPELLET,USENOTMOIST,USEEL,SIZEOFGARAGE,TOTSQFT_EN,TOTUCSQFT,OUTGRILLFUEL,OUTLET,WDOTHER,ELWATER,ATTICFIN,ELFOOD,ESCWASH,HDD30YR,CDD80,BEDROOMS,NCOMBATH,DNTHEAT,WASHLOAD,TEMPGONE,HIGHCEIL,FOPAY,TOTROOMS,PERIODEL,YEARMADERANGE,CELLAR,TVONWE2,EMPLOYHH,USECENAC,ROOFTYPE,TEMPNITE,NUMFRIG,WOODLOGS,SWIMPOOL,POOL,INWIRELESS,TYPEHUQ,WHEATAGE,LPWARM,NOTMOIST,ATTIC,BASECOOL,TEMPHOME,EQUIPAUX,COOLTYPE,CWASHER,AGEFRZR,ELCOOL,WASHTEMP,DRYRFUEL,STOVE,GARGHEAT,SDESCENT,WHEATSIZ,ATHOME,AGEDW,SOLWATER,STOVENFUEL,STOVEFUEL,AIRCOND,AGECWASH,AGERFRI2,AGECENAC,TEMPGONEAC,FUELH2O,DRAFTY,FOWATER,USENG,TVTYPE1,STORIES,AGECDRYER,SIZRFRI2,EDUCATION,TVONWD1,FUELPOOL,NHSLDMEM,RECBATH,BASEHEAT,UGWATER,EQUIPAGE,ATTCCOOL,OA_LAT,PERIODFO,WSF,OVENUSE,SOLOTHER,THERMAINAC,PERIODLP,ADQINSUL,DOOR1SUM,RNSETEMP,USEWOOD,HHAGE,MONEYPY,NUMBERAC,TOTCSQFT,EQUIPM,FUELTUB,NUMCFAN,PROTHERMAC,MICRO,STUDIO,WDWATER,ELOTHER,TYPERFR1,AGERFRI1,FUELHEAT,DRYRUSE,WDWARM,FOOTHER,LPGPAY,SIZFREEZ,BASEFIN,NUMFREEZ,ELWARM,UGWARM,FOWARM,NUMMEAL,OUTGRILL,UGOTH,TVSIZE1,ICE,HEATHOME,NHAFBATH,TEMPNITEAC,USEWWAC,STOVEN,AMTMICRO,LPWATER,USESOLAR,LPOTHER,OTHROOMS,PROTHERM,OVENFUEL,CDD30YR,TOPFRONT,LPCOOK,TEMPHOMEAC,WWACAGE,USEFO,FUEL_HEAT,KOWNRENT,USEMOISTURE,WINDOWS,HHSEX,CENACHP,MOISTURE,DISHWASH,WALLTYPE,FUELH2O2,TVSIZE2,THERMAIN,USELP,DRYER,HDD50,COFFEE,TVCOLOR,PERIODNG,TOTUSQFT,TYPEGLASS,ESDISHW,ESFRIG,AUDIT,TOTHSQFT,TVONWE1,GWT,ATTCHEAT,GARGCOOL,UGCOOK,NWEIGHT,OVEN,CDD65,DWASHUSE,HDD65,OCCUPYYRANGE,SWAMPCOL,TYPERFR2,UPRTFRZR,WOODAMT
65,-2,0,3,1,-2,-2,-2,1,-2,4968,2160,-2,1,-2,0,1,0,0,6103,20,4,1,-2,1,67,0,-2,6,1,1,1,-2,1,1,5,60,1,-2,0,-2,1,2,3,0,0,1,0,67,0,1,1,-2,1,2,1,0,-2,0,2,0,3,0,1,-2,1,42,-2,41,50,1,4,0,1,5,20,42,-2,5,5,-2,1,0,1,1,5,0,2.454,-2,0.51,1,0,1,-2,1,1,3,0,67,2,-2,2808,3,-2,2,0,1,-2,0,1,22,3,1,2,0,0,-2,-2,1,0,0,1,0,2,0,1,2,0,1,1,50,-2,1,10,0,0,0,2,0,-2,868,1,0,50,-2,0,1,1,0,41,1,0,1,1,3,-2,-2,1,0,1,2867,0,1,1,1080,2,1,1,0,3888,2,46.22,0,-2,1,25404.68534,0,769,1,6055,5,-2,-2,-2,-2.0
66,3,1,4,1,1,-2,-2,1,1,2438,250,2,1,-2,0,0,1,0,7304,40,3,2,-2,6,60,0,-2,8,1,2,1,4,0,1,5,62,2,-2,1,1,1,2,2,0,0,1,1,72,0,3,1,3,1,1,5,0,0,0,2,5,-2,0,5,-2,1,3,3,1,75,1,4,0,1,1,10,1,3,2,5,8,4,0,1,1,2,0,1.941,-2,0.61,2,1,1,-2,2,1,3,0,75,5,1,2438,3,-2,2,0,1,-2,0,1,23,1,1,6,0,0,-2,3,1,1,0,1,0,4,1,0,3,0,1,0,68,4,1,6,0,1,0,5,0,-2,574,1,0,75,3,0,1,1,-2,30,2,0,0,0,3,-2,2,1,0,1,3370,1,4,1,250,2,-2,1,0,2438,5,44.76,0,0,0,28079.82902,0,620,-2,6800,3,-2,22,1,-2.0
67,-2,0,3,1,-2,-2,-2,1,-2,3750,0,2,1,-2,0,0,0,1,5563,0,3,1,-2,7,69,0,-2,7,1,1,1,-2,1,1,5,69,1,-2,0,-2,1,2,3,0,0,1,1,69,0,1,1,3,1,3,5,0,-2,0,2,5,5,0,1,-2,1,41,-2,5,78,1,3,0,1,1,20,41,-2,3,3,-2,3,0,1,1,5,0,3.35,-2,0.51,3,0,1,-2,1,0,3,0,57,8,-2,3750,3,-2,4,0,1,-2,0,1,21,3,1,7,0,0,-2,3,0,1,0,1,0,2,1,0,2,1,1,2,78,-2,1,20,0,0,0,4,0,-2,744,1,0,65,-2,0,1,1,-2,50,2,0,0,1,1,-2,-2,1,0,1,2475,1,1,1,0,1,0,1,0,3750,4,48.51,0,-2,1,26688.57188,0,903,3,5250,5,-2,-2,1,-2.0
70,2,1,3,1,1,-2,-2,1,2,4876,0,23,1,-2,0,0,0,0,5579,0,3,1,-2,4,75,0,-2,5,1,7,0,3,1,4,5,78,1,-2,0,-2,1,3,1,0,0,1,-2,75,0,1,1,3,1,2,5,0,1,0,2,1,-2,0,1,-2,1,41,-2,3,74,1,4,0,1,1,20,41,-2,1,2,-2,4,0,-2,1,3,1,3.779,-2,0.49,2,0,1,-2,1,1,3,0,52,2,-2,4876,3,-2,0,1,1,-2,0,1,22,3,1,4,0,0,-2,2,-2,1,0,1,0,4,1,0,1,0,1,1,70,-2,1,8,0,0,0,2,1,-2,757,1,0,70,-2,0,1,1,-2,30,1,0,0,0,2,-2,1,1,0,1,2972,0,2,1,0,2,-2,0,0,4876,3,49.56,1,1,1,6979.082859,0,1017,-2,5569,7,-2,-2,2,-2.0
71,-2,-2,4,0,-2,-2,-2,1,-2,830,0,-2,0,-2,0,-2,1,-2,2576,82,1,1,-2,-2,75,0,-2,3,1,5,-2,-2,2,4,2,75,1,-2,-2,-2,-2,4,2,0,0,-2,-2,75,0,1,0,-2,1,-2,-2,0,-2,1,1,5,1,0,5,-2,1,-2,-2,2,70,1,4,0,1,2,-2,-2,-2,3,4,-2,2,0,-2,1,5,-2,0.008,-2,0.5,0,0,1,-2,1,1,-2,0,20,3,-2,830,3,-2,0,0,1,0,0,1,22,3,1,-2,0,0,-2,-2,-2,0,0,1,0,4,0,0,1,0,1,0,70,-2,1,6,0,0,0,2,0,-2,1493,-2,0,70,-2,0,1,2,-2,20,1,0,0,1,2,-2,-2,1,0,0,249,1,1,1,0,2,-9,-9,0,830,4,62.51,-2,-2,0,19565.15442,0,1522,0,2093,8,0,-2,-2,-2.0
72,2,1,4,1,1,-2,-2,1,2,5239,2013,2,1,-2,0,0,1,1,6132,0,4,2,-2,6,67,1,-2,9,1,7,1,2,1,2,5,71,2,-2,0,-2,1,2,1,0,0,1,0,69,1,1,1,-2,1,3,5,0,0,0,3,5,41,0,5,-2,1,3,2,41,78,1,4,0,1,1,20,3,1,2,3,-2,5,0,0,1,41,0,0.0,-2,0.6,2,0,1,-2,1,1,3,0,43,6,-2,3626,3,-2,4,1,1,-2,0,1,21,41,1,6,0,0,-2,-2,0,0,1,1,0,3,1,0,3,1,1,1,75,-2,1,20,0,0,0,5,1,-2,589,2,0,76,-2,0,1,2,-2,50,2,0,0,1,7,-2,1,1,0,1,2496,1,3,1,2013,2,0,0,-9,3626,5,48.22,0,0,0,20966.4187,0,700,4,5632,8,0,-2,-2,-2.0
75,3,0,4,1,1,-2,-2,1,-2,2214,0,2,1,-2,0,-2,1,-9,4572,51,3,1,-2,10,72,0,-2,8,1,1,0,4,1,2,5,72,1,-2,0,-2,1,2,42,0,0,0,-2,72,0,1,1,5,1,2,5,0,-2,1,2,5,41,0,5,-2,1,41,-2,42,73,1,3,0,1,1,10,42,-2,4,5,-2,2,1,-2,1,42,-2,6.113,-2,0.53,2,0,1,-2,3,0,3,0,55,4,-2,2214,3,5,2,0,1,-2,0,1,21,41,1,10,0,0,-2,3,-2,1,0,1,0,4,1,0,2,1,1,1,72,-2,1,15,0,0,0,5,0,-2,1399,1,0,70,-2,0,1,2,-2,50,1,0,0,1,3,-2,2,1,0,1,1604,0,2,1,0,1,-9,-9,0,2214,5,55.82,-2,-2,0,12792.80085,0,1192,4,4285,8,-2,-2,1,-2.0
78,2,0,4,1,3,-2,-2,1,-2,2656,0,-2,1,-2,0,0,0,0,1357,325,3,2,-2,4,71,1,-2,9,1,5,0,1,0,1,5,69,2,-2,0,-2,1,2,42,0,0,1,-2,71,1,1,1,42,1,2,1,1,-2,0,2,5,3,0,-2,1,1,42,42,3,79,1,4,0,1,3,20,42,1,5,4,-2,2,0,-2,1,2,0,20.082,-2,0.41,-2,0,1,-2,2,0,3,0,64,7,-2,2656,3,-2,5,0,1,-2,0,1,21,41,1,1,0,0,-2,3,-2,1,1,1,0,3,0,1,2,1,1,1,79,-2,0,25,0,0,0,6,0,5,3471,1,0,79,-2,0,1,1,-2,50,1,0,0,1,1,-2,2,1,0,1,275,1,7,1,0,2,1,1,0,2656,4,70.33,0,-2,1,19071.25586,1,3352,1,1203,5,0,-2,1,-2.0
79,3,1,3,1,3,0,-2,1,3,4310,650,1,1,0,0,0,1,1,3516,300,4,3,-2,4,70,1,-2,8,1,6,0,4,1,3,5,68,3,1,0,-2,1,2,5,0,0,1,-2,70,1,1,1,3,1,2,5,1,0,0,3,5,5,0,1,1,1,3,41,1,78,1,4,0,1,3,10,3,2,2,5,-2,2,0,-2,1,5,0,6.909,-2,0.56,3,0,1,-2,1,0,3,1,76,8,-2,4310,3,-2,4,1,1,-2,0,1,5,2,1,4,1,0,-2,4,-2,1,0,1,0,2,1,1,4,1,1,1,70,-2,2,30,0,0,0,4,1,5,2080,2,0,78,-2,0,1,1,-2,60,2,0,0,1,1,1,3,1,0,1,1078,1,4,1,650,3,1,1,0,4310,5,61.64,0,0,1,18066.71879,2,2177,5,3190,6,0,21,1,1.0
82,3,1,4,1,1,-2,12,1,3,7878,650,-2,1,-2,0,-2,1,0,6008,0,5,3,-2,10,72,1,-2,9,1,6,1,3,1,1,5,72,1,-2,0,-2,1,2,5,0,1,0,1,72,0,1,1,1,1,3,5,0,0,0,3,5,41,0,5,-2,1,3,-2,5,75,1,4,0,1,1,20,41,-2,5,3,-2,4,1,1,1,41,-2,4.6930000000000005,-2,0.56,2,0,1,-2,1,2,3,0,55,8,-2,7878,3,-2,4,1,1,-2,0,1,21,2,1,20,0,0,-2,2,0,1,0,1,0,1,0,0,4,1,1,0,72,-2,1,50,0,0,0,4,1,-2,1029,1,0,70,-2,0,1,3,12,60,2,0,1,1,1,-2,4,1,0,1,2770,1,6,1,650,1,0,1,0,7878,4,49.37,-2,0,0,13155.81276,0,1161,1,5444,8,-2,-2,2,-2.0
83,2,1,4,1,2,0,-2,1,2,2192,2592,2,0,0,0,-2,1,1,5964,0,4,2,-2,10,77,0,-2,7,1,4,1,3,0,-2,5,72,1,1,0,-2,1,2,41,0,0,0,-2,77,1,-2,1,42,0,2,5,0,0,0,2,5,3,0,5,-2,0,1,-2,-2,-2,1,3,0,1,2,40,2,-2,3,4,-2,8,0,1,1,3,-2,0.0,-2,0.55,3,0,-2,-2,2,0,3,1,45,5,-2,0,3,-2,6,-2,1,-2,0,1,21,3,1,10,1,0,-2,3,1,1,0,1,0,3,1,0,3,1,1,0,-2,-2,1,4,0,0,0,3,1,-2,972,2,0,-2,-2,0,1,1,-2,41,1,-2,0,1,2,-2,3,1,0,1,2162,0,2,1,751,2,1,1,1,1841,4,46.33,-2,-2,0,16009.11854,0,1159,14,4956,7,1,-2,1,0.5
85,-2,1,3,1,-2,-2,-2,1,2,1332,1732,2,1,-2,1,-2,1,1,2433,0,3,1,-2,6,55,0,-2,6,1,3,0,-2,1,-2,2,60,1,-2,0,-2,1,2,3,0,0,0,-2,72,0,-2,1,-2,0,1,5,0,0,0,2,5,1,0,5,-2,0,1,-2,-2,-2,5,3,0,1,1,10,1,-2,5,5,-2,2,0,-2,0,3,-2,0.0,-2,0.47,3,0,-2,-2,2,0,3,0,32,6,-2,0,3,-2,1,-2,1,-2,0,1,23,1,1,6,0,0,-2,-2,-2,0,0,1,0,3,1,0,3,0,1,0,-2,-2,1,14,0,0,0,3,0,-2,351,2,0,-2,-2,0,1,1,-2,30,1,-2,0,1,4,-2,-2,1,0,1,125,0,1,1,400,2,0,0,0,1332,3,59.97,-2,-2,0,13664.897030000002,0,484,0,1979,8,0,-2,-2,-2.0
87,2,0,4,1,1,-2,-2,1,-2,3648,392,2,1,-2,0,1,0,0,1574,303,3,2,-2,4,60,1,-2,7,1,1,0,3,1,2,3,65,1,-2,0,-2,1,2,2,0,0,1,-2,68,1,1,1,3,1,3,5,0,-2,0,3,0,2,0,1,-2,1,3,-2,3,78,1,3,0,1,3,10,3,-2,3,4,-2,4,0,-2,1,41,0,20.692,-2,0.39,0,0,1,-2,3,0,3,0,35,5,-2,3256,3,-2,6,0,1,-2,0,1,21,2,1,4,0,0,-2,2,-2,1,1,1,0,3,1,0,3,1,1,0,70,-2,1,7,0,0,0,4,0,-2,2741,1,0,74,-2,0,1,2,-2,50,1,0,0,1,2,-2,4,1,0,1,302,1,4,5,392,1,0,1,0,3256,4,69.1,0,-2,1,29537.36343,0,3013,2,1362,8,0,-2,2,-2.0
88,2,1,2,1,1,-2,-2,1,2,1528,0,-2,1,-2,0,0,1,0,5370,40,3,2,-2,2,68,1,-2,5,1,6,0,1,0,2,5,68,1,-2,0,-2,1,2,41,0,0,1,-2,72,0,1,1,-2,1,2,1,0,1,0,1,5,42,0,5,-2,1,42,-2,42,82,1,4,0,1,1,10,42,-2,4,2,-2,1,0,-2,1,42,0,5.729,-2,0.54,2,0,1,-2,2,0,3,0,85,2,-2,1528,3,-2,3,0,1,-2,0,1,22,42,1,2,0,0,-2,-2,-2,0,0,1,0,3,0,1,1,0,1,0,78,-2,1,7,0,0,0,2,0,-2,946,1,0,78,-2,0,1,1,-2,41,1,0,0,1,3,-2,1,1,0,1,2166,1,3,1,0,1,0,0,-9,1528,4,52.75,0,1,0,20165.0208,0,1230,0,4884,6,-2,-2,-2,-2.0
90,1,0,4,1,3,-2,-2,1,-2,2250,1125,23,0,-2,1,1,1,1,6643,18,3,1,-2,2,70,0,-2,6,1,2,0,1,1,3,5,73,2,-2,0,-2,1,2,1,0,0,1,-2,73,0,1,1,-2,1,2,5,1,-2,0,2,5,1,0,-2,5,1,1,2,1,75,5,3,0,1,3,10,1,1,5,2,-2,4,0,-2,0,1,0,3.079,-2,0.57,-2,0,1,-2,2,0,3,0,35,8,-2,1125,3,-2,1,1,1,-2,0,1,23,1,1,2,0,0,-2,-2,-2,0,0,1,0,3,1,0,3,1,1,0,72,-2,0,7,0,0,0,3,1,5,623,2,0,70,-2,0,1,1,1,42,2,0,1,1,1,-2,3,1,0,1,2768,0,2,1,1125,1,1,1,0,1125,2,47.74,0,-2,0,21151.86692,1,1016,4,5688,8,-2,-2,-2,-2.0
91,3,1,4,1,1,-2,-2,1,2,3264,400,2,1,-2,0,0,1,0,7246,0,3,3,-2,6,65,1,-2,8,1,8,1,2,1,3,5,65,3,-2,0,-2,1,3,3,0,0,1,1,68,1,1,1,1,1,3,5,0,0,0,3,5,2,0,5,-2,1,2,2,3,76,1,3,0,1,1,10,2,3,4,3,-2,5,0,1,1,3,0,2.084,-2,0.52,6,0,1,-2,2,2,3,0,58,7,-2,3264,3,-2,4,1,1,-2,0,1,5,2,1,6,0,0,-2,3,1,2,0,1,0,1,1,0,3,1,1,0,74,-2,1,21,0,0,0,5,1,-2,586,2,0,74,-2,0,1,1,-2,30,1,0,0,1,3,-2,1,1,0,1,3493,1,3,1,400,2,0,1,0,3264,3,45.8,0,0,0,14255.67098,0,651,6,6659,8,-2,22,1,-2.0
93,2,0,3,1,5,-2,3,1,-2,1281,1049,23,1,-2,0,-2,0,0,6118,0,2,1,-2,3,50,1,-2,4,1,1,1,2,0,-2,5,55,1,-2,0,-2,0,2,3,0,1,0,0,60,1,2,1,3,1,2,1,0,-2,0,2,5,-2,0,1,-2,1,41,-2,-2,80,1,4,0,1,1,10,2,-2,3,4,-2,1,0,0,1,5,-2,4.694,-2,0.58,4,0,-2,-2,3,0,3,0,62,2,1,232,3,-2,3,-2,1,-2,0,1,21,41,1,3,0,0,-2,1,0,1,1,1,0,1,1,1,3,1,1,0,70,2,1,6,0,0,0,2,0,-2,1075,1,0,70,5,0,1,1,-2,41,2,-2,0,0,3,-2,1,1,0,1,3007,1,2,1,353,1,-2,1,0,928,5,50.28,-2,-2,1,39922.34884,0,1054,-2,5801,7,-2,-2,2,-2.0
95,3,-2,3,1,2,-2,-2,1,-2,717,717,2,0,-2,0,-2,0,-8,5811,162,2,1,-2,8,60,-2,-2,3,1,4,-2,5,1,-2,3,70,1,-2,0,-2,0,1,42,0,0,-2,-2,70,1,-2,1,-2,0,3,5,0,-2,1,2,1,-2,0,1,-2,0,41,-2,-2,-2,1,4,0,1,2,-2,41,-2,1,3,-2,3,0,-2,1,1,-2,0.0,-2,0.61,3,0,-2,-2,3,0,3,0,43,2,-2,0,3,-2,0,-2,1,-2,0,1,22,41,1,8,0,0,-2,-2,-2,0,1,1,0,4,1,0,2,0,1,0,-2,-2,1,7,0,0,0,1,-2,-2,1096,1,0,-2,-2,0,1,1,-2,41,1,-2,0,0,3,-2,1,0,0,1,1500,1,3,1,0,2,-2,-8,0,717,4,46.49,-2,-2,1,15199.53683,0,1141,-2,5400,8,1,-2,-2,-2.0
100,1,0,4,0,5,-2,-2,1,-2,925,925,23,1,-2,0,0,1,0,5928,0,3,1,-2,3,62,0,-2,5,1,2,0,1,0,-2,5,63,1,-2,0,-2,-2,2,2,0,0,1,-2,69,0,-2,1,-2,0,3,5,0,-2,0,1,5,-2,0,5,-2,0,41,-2,-2,-2,1,3,0,1,5,10,41,-2,2,5,-2,1,0,-2,1,3,-2,2.747,-2,0.56,1,0,-2,-2,2,0,3,0,57,1,-2,0,3,-2,1,-2,1,-2,0,1,22,41,1,3,0,0,-2,-2,-2,0,0,1,0,1,1,0,3,0,1,0,-2,-2,1,21,0,0,0,2,0,-2,751,1,0,-2,-2,0,1,2,2,30,2,-2,1,0,2,-2,1,1,0,1,2717,0,2,1,0,1,-2,1,-9,925,4,47.76,0,-2,0,22046.79956,0,870,-2,5746,2,-2,-2,-2,-2.0
102,3,1,5,1,3,-2,-2,1,3,3389,650,2,0,-2,0,-2,0,1,1576,214,6,5,-2,1,75,1,-2,11,5,7,0,4,0,4,5,63,2,-2,1,1,1,2,42,0,0,0,-2,80,1,1,1,-2,1,2,1,1,0,0,3,5,42,0,1,1,1,2,3,42,80,1,4,0,1,3,20,2,4,4,4,5,5,1,-2,1,42,-2,0.032,-2,0.45,7,1,1,-2,1,1,2,0,31,6,-2,3389,3,8,0,1,1,-2,0,1,21,3,1,1,0,0,-2,-2,-2,0,1,1,0,0,1,1,3,1,1,1,78,-2,1,0,0,1,0,5,1,1,1492,2,0,74,-2,0,1,1,5,60,1,1,1,1,1,-2,3,1,0,1,57,0,5,1,650,2,1,1,1,3389,4,60.48,-2,0,1,15789.82211,1,2533,5,1030,7,0,23,-2,-2.0
104,3,1,3,1,2,-2,3,1,1,1579,1595,23,0,-2,1,-2,0,0,3916,92,6,1,-2,3,65,0,-2,9,1,2,1,2,0,-2,1,70,1,-2,0,-2,1,3,3,0,1,0,0,70,1,2,1,-2,1,2,5,0,0,0,2,2,-2,0,1,-2,1,3,-2,-2,60,5,3,0,1,2,20,3,-2,3,3,-2,6,0,1,0,3,-2,5.676,-2,0.5,6,0,-2,-2,2,0,1,0,39,1,2,234,3,-2,0,-2,1,-2,0,1,22,1,1,4,0,0,-2,-2,1,0,1,1,0,1,1,0,2,0,1,0,67,1,1,6,0,0,0,3,1,-2,1744,1,0,65,2,0,1,2,2,41,1,-2,1,0,1,-2,2,1,0,1,1584,0,3,1,644,1,-2,1,1,1185,4,52.15,-2,0,1,20823.89239,0,1632,-2,4051,7,-2,-2,-2,-2.0
105,2,1,4,1,1,-2,5,1,3,5178,650,2,1,-2,0,-2,1,1,6556,2,5,3,-2,4,69,0,-2,9,1,7,1,2,1,1,5,69,2,-2,0,-2,1,2,41,0,1,0,1,69,1,1,1,41,1,2,1,0,0,0,3,3,3,0,5,-2,1,3,3,41,73,1,3,0,1,1,20,3,1,5,3,-2,2,0,1,1,41,-2,3.059,-2,0.6,2,0,1,-2,1,1,3,0,50,8,-2,5178,3,-2,2,1,1,-2,0,1,21,3,1,4,0,0,-2,3,1,1,0,1,0,3,1,1,3,1,1,1,73,-2,1,18,0,0,0,4,1,-2,660,1,0,73,-2,0,1,1,5,50,2,0,1,1,3,-2,3,1,0,1,3181,1,2,1,650,2,1,1,0,5178,3,46.15,-2,0,0,19391.64603,0,526,3,6610,7,-2,-2,1,-2.0
106,4,0,3,1,1,-2,-2,1,-2,3528,1176,2,1,-2,0,0,0,1,4749,115,5,1,-2,25,68,0,-2,9,1,1,0,5,1,-2,5,68,1,-2,1,0,1,2,2,0,0,1,-2,68,1,2,1,2,1,1,1,0,-2,0,3,5,2,0,1,-2,1,2,-2,-2,75,1,4,0,1,1,20,2,-2,2,4,-2,4,0,-2,1,3,0,6.292000000000002,-2,0.54,3,0,-2,-2,2,0,3,0,40,7,6,2352,2,-2,9,-2,1,-2,0,1,21,3,1,25,0,0,-2,3,-2,1,1,1,0,2,1,1,2,1,1,1,75,1,1,20,0,0,0,4,1,-2,1274,1,0,75,3,0,1,1,-2,50,2,-2,0,1,5,-2,2,1,0,1,2018,1,5,1,0,2,1,0,0,3528,5,52.4,0,-2,1,36156.26123,0,1507,5,4720,7,-2,-2,2,-2.0
107,-2,1,3,1,-2,-2,12,1,2,2290,0,2,1,-2,0,0,1,-9,5306,4,2,2,-2,2,60,0,-2,6,5,6,0,-2,0,1,5,68,2,-2,0,-2,1,3,3,0,1,1,-2,70,0,1,1,-2,1,2,1,0,1,0,2,5,41,0,5,-2,1,3,42,3,74,1,4,0,1,3,10,3,3,3,3,-2,1,0,-2,1,3,0,5.224,-2,0.54,1,0,1,-2,2,0,3,0,85,3,-2,2290,3,-2,2,1,1,-2,0,1,21,41,1,1,0,0,-2,-2,-2,0,0,1,0,2,1,1,3,1,1,0,70,-2,1,6,0,0,0,4,1,-2,1071,1,0,74,-2,0,1,1,12,30,1,0,1,1,1,-2,-2,1,0,1,2490,1,1,1,0,1,-9,-9,1,2290,3,51.59,0,1,0,10303.95778,0,1046,3,5293,6,-2,22,-2,-2.0
108,2,1,4,1,1,-2,-2,1,2,6790,1997,2,1,-2,1,0,0,0,3005,163,4,3,-2,4,64,0,-2,13,1,6,1,3,1,3,5,64,2,-2,0,-2,1,2,3,0,0,1,1,68,0,1,1,-2,1,3,5,0,0,0,3,0,3,0,1,-2,1,3,42,2,80,5,3,0,1,1,20,3,4,4,2,-2,3,0,1,0,3,0,7.018,-2,0.39,4,0,1,-2,2,0,3,0,51,8,-2,5193,3,-2,5,1,2,-2,0,1,21,3,1,4,0,0,-2,-2,1,0,0,1,0,1,1,0,2,1,1,1,78,-2,1,15,0,0,0,9,1,-2,1692,1,0,78,-2,0,1,1,-2,50,2,0,0,1,2,-2,2,1,0,1,752,1,3,1,1465,2,0,1,0,5725,3,61.32,0,0,1,16168.13938,0,1923,4,2651,7,0,21,-2,-2.0
111,-2,0,4,1,-2,-2,4,1,-2,2520,0,2,0,-2,0,0,1,1,4778,0,3,2,-2,2,60,0,-2,7,1,4,1,-2,1,2,5,68,2,-2,0,-2,1,3,5,0,1,1,1,71,1,1,1,-2,1,2,5,0,-2,0,2,5,1,0,5,-2,1,41,41,5,80,1,3,0,1,1,20,41,1,4,3,-2,2,0,1,1,5,0,5.642,-2,0.47,5,0,1,-2,3,2,3,0,37,8,-2,2520,4,-2,1,0,1,-2,0,1,22,41,1,2,0,0,-2,-2,1,0,1,1,0,3,1,0,3,0,1,2,73,-2,1,14,0,0,0,4,0,-2,1158,2,0,74,-2,0,1,1,2,30,2,1,1,1,7,-2,-2,1,0,1,1991,0,1,1,0,2,1,0,0,2520,3,54.06,0,-2,0,11534.82072,0,1123,2,4779,7,-2,-2,-2,-2.0
112,2,1,3,1,1,-2,-2,1,1,1891,250,-2,0,-2,1,-2,1,1,5994,0,3,1,-2,10,70,0,-2,7,1,5,0,3,2,1,2,70,1,-2,0,-2,1,2,3,0,0,0,-2,70,0,1,1,-2,1,3,5,0,0,0,2,2,-2,0,5,-2,1,1,-2,3,68,5,4,0,1,1,10,1,-2,2,3,-2,2,0,-2,0,3,-2,2.747,-2,0.56,3,0,1,-2,2,0,3,0,36,1,-2,1891,3,-2,1,1,1,-2,0,1,22,2,1,10,0,0,-2,-2,-2,0,0,1,0,2,0,0,3,0,1,0,68,-2,1,7,0,0,0,4,1,-2,715,1,0,68,-2,0,1,2,-2,30,1,0,0,0,2,-2,2,1,0,1,2754,1,2,1,250,1,-2,1,-9,1891,4,47.76,-2,0,0,23342.40706,0,1034,-2,5553,8,-2,-2,-2,-2.0
114,-2,0,3,0,-2,-2,-2,1,-2,828,0,-2,1,-2,0,0,0,-8,6163,37,2,1,-2,0,70,0,-2,5,1,2,0,-2,0,1,5,70,1,-2,0,-2,-2,2,5,0,0,1,-2,70,0,1,1,-2,1,-2,-2,0,-2,0,2,2,-2,0,1,-2,1,5,-2,5,70,1,3,0,1,2,10,-2,-2,4,3,-2,1,0,-2,1,5,0,4.322,-2,0.6,0,0,1,-2,2,0,-2,0,77,3,-2,828,3,-2,2,0,2,-2,0,1,22,5,1,-2,0,0,-2,-2,-2,0,0,1,0,4,0,0,2,0,1,0,70,-2,1,4,0,0,0,3,0,-2,959,1,0,70,-2,0,1,1,-2,30,2,0,0,0,1,-2,-2,1,0,0,2965,1,1,1,0,1,-2,-8,0,828,3,48.51,0,-2,1,21322.20787,0,774,-2,6165,2,-2,-2,-2,-2.0
116,-2,-2,3,1,-2,-2,-2,1,-2,761,0,-2,-2,-2,0,-2,1,-2,6657,0,1,1,-2,-2,56,1,-2,4,1,3,-2,-2,0,1,-2,56,1,-2,-2,-2,1,5,3,0,0,-2,-2,62,1,3,0,-2,1,-2,-2,0,-2,0,-2,0,-2,0,5,-2,1,-2,-2,2,80,1,4,0,1,3,-2,-2,-2,4,3,-2,1,0,-2,1,2,-2,2.96,-2,0.57,2,0,1,-2,2,1,-2,0,72,1,1,761,2,-2,0,0,1,0,0,1,21,2,1,-2,0,0,-2,-2,-2,0,1,1,0,3,0,0,3,0,1,0,68,1,1,5,0,0,0,3,-2,-2,616,-2,0,72,1,0,1,2,-2,10,2,0,0,0,1,-2,-2,0,0,0,2854,1,1,5,0,2,-2,0,1,761,2,47.52,-2,-2,0,14853.02155,0,924,-2,5855,7,-2,-2,-2,-2.0
